,Word,Tag
2127,IV,
2128,pancreatic,
2129,injury,
2130,that,
2131,was,
2132,subsequently,
2133,managed,
2134,with,
2135,pancreatic,
2136,stent,
2137,insertion,
2138,by,
2139,endoscopic,
2140,retrograde,
2141,cholangiopancreatography,
2142,(,
2143,ERCP,
2144,),
2145,and,
2146,total,
2147,parenteral,
2148,nutrition,
2149,(,
2150,TPN,
2151,),
2152,prior,
2153,to,
2154,recommencing,
2155,low,
2156,fat,
2157,diet,
2158,10,
2159,days,
2160,post-injury,
2161,.,
2162,A,
2163,previously,
2164,well,
2165,15,
2166,year,
2167,old,
2168,male,
2169,presented,
2170,to,
2171,the,
2172,Emergency,
2173,department,
2174,at,
2175,1600,
2176,h,
2177,4,
2178,hours,
2179,after,
2180,a,
2181,seemingly,
2182,minor,
2183,blunt,
2184,abdominal,
2185,injury,
2186,during,
2187,a,
2188,weekend,
2189,soccer,
2190,match,
2191,.,
2192,Initially,
2193,following,
2194,the,
2195,impact,
2196,of,
2197,anotherO,
2198,player,
2199,'s,
2200,knee,
2201,to,
2202,the,
2203,abdomen,
2204,the,
2205,adolescent,
2206,rested,
2207,out,
2208,of,
2209,the,
2210,game,
2211,for,
2212,half,
2213,an,
2214,hour,
2215,before,
2216,returning,
2217,to,
2218,play,
2219,the,
2220,second,
2221,half,
2222,.,
2223,Following,
2224,the,
2225,game,
2226,he,
2227,returned,
2228,home,
2229,tolerated,
2230,an,
2231,afternoon,
2232,meal,
2233,before,
2234,the,
2235,gradual,
2236,onset,
2237,of,
2238,constant,
2239,dull,
2240,severe,
2241,non-radiating,
2242,generalised,
2243,abdominal,
2244,pain,
2245,that,
2246,was,
2247,not,
2248,exacerbated,
2249,by,
2250,movement,
2251,.,
2252,Due,
2253,to,
2254,family,
2255,concerns,
2256,the,
2257,patient,
2258,presented,
2259,to,
2260,our,
2261,Level,
2262,I,
2263,Tertiary,
2264,referral,
2265,trauma,
2266,centre,
2267,by,
2268,own,
2269,means,
2270,.,
2271,He,
2272,was,
2273,normotensive,
2274,and,
2275,not,
2276,tachycardic,
2277,.,
2278,The,
2279,patient,
2280,had,
2281,no,
2282,signiﬁcant,
2283,medical,
2284,history,
2285,.,
2286,Physical,
2287,examination,
2288,revealed,
2289,a,
2290,guarded,
2291,abdomen,
2292,.,
2293,Focused,
2294,Assessment,
2295,with,
2296,Sonography,
2297,for,
2298,Trauma,
2299,(,
2300,FAST,
2301,),
2302,suggested,
2303,a,
2304,trace,
2305,of,
2306,free,
2307,ﬂuid,
2308,in,
2309,the,
2310,sagittal,
2311,pelvic,
2312,image,
2313,.,
2314,The,
2315,initial,
2316,blood,
2317,pathology,
2318,was,
2319,normal,
2320,except,
2321,for,
2322,an,
2323,elevation,
2324,of,
2325,amylase,
2326,410,
2327,units/l,
2328,lipase,
2329,771,
2330,units/l,
2331,and,
2332,white,
2333,cell,
2334,count,
2335,12.2,
2336,×,
2337,109/l,
2338,.,
2339,He,
2340,was,
2341,admitted,
2342,for,
2343,observation,
2344,and,
2345,serial,
2346,clinical,
2347,and,
2348,FAST,
2349,assessments,
2350,.,
2351,The,
2352,patient,
2353,'s,
2354,symptoms,
2355,failed,
2356,to,
2357,improve,
2358,after,
2359,24,
2360,h,
2361,observation,
2362,during,
2363,which,
2364,time,
2365,he,
2366,developed,
2367,shoulder,
2368,tip,
2369,and,
2370,central,
2371,back,
2372,pain,
2373,.,
2374,A,
2375,repeat,
2376,FAST,
2377,24,
2378,h,
2379,post-admission,
2380,again,
2381,revealed,
2382,possible,
2383,trace,
2384,free,
2385,ﬂuid,
2386,in,
2387,the,
2388,sagittal,
2389,pelvic,
2390,images,
2391,with,
2392,new,
2393,concerns,
2394,regarding,
2395,trace,
2396,free,
2397,ﬂuid,
2398,to,
2399,the,
2400,spleno-renal,
2401,angle,
2402,.,
2403,A,
2404,computed,
2405,tomography,
2406,(,
2407,CT,
2408,),
2409,scan,
2410,was,
2411,performed,
2412,with,
2413,intravenous,
2414,contrast,
2415,.,
2416,This,
2417,revealed,
2418,a,
2419,transverse,
2420,laceration,
2421,through,
2422,the,
2423,neck,
2424,of,
2425,the,
2426,pancreas,
2427,with,
2428,normal,
2429,enhancement,
2430,of,
2431,the,
2432,pancreas,
2433,and,
2434,no,
2435,pancreatic,
2436,duct,
2437,dilatation,
2438,consistent,
2439,with,
2440,American,
2441,Association,
2442,for,
2443,the,
2444,Surgery,
2445,of,
2446,Trauma,
2447,(,
2448,AAST,
2449,),
2450,Organ,
2451,Injury,
2452,Scale,
2453,(,
2454,OIS,
2455,),
2456,grade,
2457,IV,
2458,injury,
2459,.,
2460,Additionally,
2461,therOe,
2462,was,
2463,a,
2464,small,
2465,volume,
2466,low,
2467,density,
2468,intraperitoneal,
2469,ﬂuid,
2470,retroperitoneal,
2471,stranding,
2472,omental,
2473,contusion,
2474,and,
2475,a,
2476,small,
2477,linear,
2478,laceration,
2479,of,
2480,the,
2481,posterior,
2482,left,
2483,kidney,
2484,without,
2485,peri-nephric,
2486,collection,
2487,(,
2488,AAST-OIS,
2489,Grade,
2490,II,
2491,injury,
2492,),
2493,.,
2494,TherOe,
2495,was,
2496,no,
2497,injury,
2498,to,
2499,the,
2500,otherO,
2501,solid,
2502,organs,
2503,or,
2504,the,
2505,duodenum,
2506,.,
2507,The,
2508,patient,
2509,was,
2510,kept,
2511,nil,
2512,by,
2513,mouth,
2514,with,
2515,intravenous,
2516,antibiotics,
2517,TPN,
2518,and,
2519,octreotide,
2520,100,
2521,mg,
2522,three,
2523,times,
2524,a,
2525,day,
2526,via,
2527,a,
2528,percutaneous,
2529,inserted,
2530,central,
2531,cathetOer,
2532,(,
2533,PICC,
2534,),
2535,.,
2536,Ongoing,
2537,central,
2538,abdominal,
2539,pain,
2540,consistent,
2541,with,
2542,acute,
2543,pancreatitis,
2544,prompted,
2545,furtherO,
2546,imaging,
2547,on,
2548,day,
2549,2,
2550,by,
2551,magnetic,
2552,resonance,
2553,cholangiopancreatography,
2554,(,
2555,MRCP,
2556,),
2557,.,
2558,This,
2559,conﬁrmed,
2560,the,
2561,CT,
2562,ﬁndings,
2563,and,
2564,the,
2565,patient,
2566,was,
2567,booked,
2568,for,
2569,ERCP,
2570,the,
2571,following,
2572,day,
2573,.,
2574,At,
2575,ERCP,
2576,the,
2577,pancreatic,
2578,duct,
2579,was,
2580,selectively,
2581,cannulated,
2582,and,
2583,contrast,
2584,extravasation,
2585,was,
2586,seen,
2587,at,
2588,the,
2589,pancreatic,
2590,neck,
2591,.,
2592,A,
2593,5,
2594,cm,
2595,5Fr,
2596,pigtail,
2597,plastic,
2598,stent,
2599,was,
2600,inserted,
2601,across,
2602,the,
2603,defect,
2604,and,
2605,the,
2606,patient,
2607,remained,
2608,on,
2609,TPN,
2610,and,
2611,octreotide,
2612,for,
2613,10,
2614,days,
2615,.,
2616,Repeat,
2617,MRCP,
2618,10,
2619,days,
2620,later,
2621,showed,
2622,a,
2623,contiguous,
2624,main,
2625,pancreatic,
2626,duct,
2627,of,
2628,normal,
2629,calibre,
2630,and,
2631,appearance,
2632,with,
2633,no,
2634,evidence,
2635,of,
2636,transection,
2637,and,
2638,improvement,
2639,of,
2640,the,
2641,peri-pancreatic,
2642,oedema,
2643,.,
2644,The,
2645,patient,
2646,was,
2647,allowed,
2648,to,
2649,resume,
2650,a,
2651,low,
2652,fat,
2653,diet,
2654,and,
2655,TPN,
2656,was,
2657,weaned,
2658,and,
2659,ceased,
2660,.,
2661,The,
2662,patient,
2663,returned,
2664,home,
2665,on,
2666,pantoprazole,
2667,40,
2668,mg,
2669,daily,
2670,he,
2671,was,
2672,electively,
2673,brought,
2674,back,
2675,to,
2676,hospital,
2677,12,
2678,days,
2679,later,
2680,for,
2681,ERCP,
2682,and,
2683,stent,
2684,removal,
2685,.,
2686,At,
2687,ERCP,
2688,the,
2689,pigtail,
2690,stent,
2691,was,
2692,not,
2693,seen,
2694,having,
2695,likely,
2696,passed,
2697,out,
2698,and,
2699,therOe,
2700,was,
2701,no,
2702,evidence,
2703,of,
2704,extravasation,
2705,of,
2706,contrast,
2707,consistent,
2708,with,
2709,resolution,
2710,of,
2711,injury,
2712,.,
2713,Follow-up,
2714,as,
2715,an,
2716,outpatient,
2717,was,
2718,without,
2719,incident,
2720,over,
2721,a,
2722,three-month,
2723,period,
2724,.,
2725,The,
2726,patient,
2727,has,
2728,been,
2729,advised,
2730,not,
2731,to,
2732,partake,
2733,in,
2734,contact,
2735,sports,
2736,for,
2737,six,
2738,months,
2739,.,
2740,A,
2741,25-year-old,
2742,male,
2743,camel,
2744,caregiver,
2745,presented,
2746,to,
2747,the,
2748,Emergency,
2749,Department,
2750,of,
2751,Al-Ain,
2752,Hospital,
2753,1,
2754,h,
2755,after,
2756,being,
2757,bitten,
2758,several,
2759,times,
2760,in,
2761,the,
2762,left,
2763,side,
2764,of,
2765,his,
2766,head,
2767,and,
2768,neck,
2769,by,
2770,a,
2771,15-year-old,
2772,male,
2773,camel,
2774,.,
2775,The,
2776,injury,
2777,occurred,
2778,in,
2779,the,
2780,farm,
2781,while,
2782,the,
2783,patient,
2784,was,
2785,trying,
2786,to,
2787,feed,
2788,the,
2789,camel,
2790,.,
2791,The,
2792,camel,
2793,turned,
2794,aggressive,
2795,and,
2796,strongly,
2797,and,
2798,repeatedly,
2799,gripped,
2800,the,
2801,patient,
2802,'s,
2803,face,
2804,between,
2805,its,
2806,jaws,
2807,lifting,
2808,the,
2809,patient,
2810,up,
2811,in,
2812,the,
2813,air,
2814,while,
2815,shaking,
2816,and,
2817,throwing,
2818,him,
2819,forcefully,
2820,to,
2821,the,
2822,ground,
2823,.,
2824,ThesOe,
2825,bites,
2826,were,
2827,repeated,
2828,four,
2829,times,
2830,to,
2831,the,
2832,patient,
2833,'s,
2834,face,
2835,and,
2836,neck,
2837,.,
2838,The,
2839,patient,
2840,was,
2841,able,
2842,to,
2843,rescue,
2844,himself,
2845,only,
2846,after,
2847,putting,
2848,his,
2849,headscarf,
2850,inside,
2851,the,
2852,camel,
2853,'s,
2854,mouth,
2855,.,
2856,On,
2857,clinical,
2858,examination,
2859,the,
2860,patient,
2861,was,
2862,fully,
2863,conscious,
2864,alert,
2865,but,
2866,in,
2867,severe,
2868,distress,
2869,.,
2870,His,
2871,blood,
2872,pressure,
2873,was,
2874,159/91,
2875,mm,
2876,Hg,
2877,.,
2878,Pulse,
2879,rate,
2880,was,
2881,47,
2882,beats,
2883,per,
2884,minute,
2885,and,
2886,body,
2887,temperature,
2888,was,
2889,36.5,
2890,°C,
2891,.,
2892,TherOe,
2893,were,
2894,multiple,
2895,puncture,
2896,and,
2897,laceration,
2898,wounds,
2899,on,
2900,the,
2901,left,
2902,side,
2903,of,
2904,his,
2905,face,
2906,and,
2907,neck,
2908,.,
2909,Inspection,
2910,of,
2911,the,
2912,facial,
2913,wounds,
2914,showed,
2915,a,
2916,swollen,
2917,left,
2918,eye,
2919,with,
2920,lacerations,
2921,on,
2922,the,
2923,eyelid,
2924,and,
2925,eyebrow,
2926,with,
2927,extensive,
2928,subconjunctival,
2929,hemorrhage,
2930,.,
2931,An,
2932,approximately,
2933,13,
2934,cm,
2935,lacerated,
2936,wound,
2937,on,
2938,the,
2939,left,
2940,side,
2941,of,
2942,the,
2943,face,
2944,extended,
2945,from,
2946,the,
2947,temporal,
2948,region,
2949,to,
2950,the,
2951,left,
2952,chin,
2953,with,
2954,surrounding,
2955,skin,
2956,erythemOa,
2957,.,
2958,TherOe,
2959,was,
2960,bleeding,
2961,from,
2962,the,
2963,left,
2964,ear,
2965,with,
2966,a,
2967,laceration,
2968,of,
2969,the,
2970,crus,
2971,of,
2972,the,
2973,left,
2974,helix,
2975,.,
2976,Neck,
2977,inspection,
2978,showed,
2979,a,
2980,7,
2981,cm,
2982,laceration,
2983,in,
2984,the,
2985,left,
2986,submandibular,
2987,area,
2988,with,
2989,no,
2990,obvious,
2991,injury,
2992,to,
2993,the,
2994,adjacent,
2995,great,
2996,vessels,
2997,.,
2998,The,
2999,patient,
3000,was,
3001,given,
3002,0.5,
3003,ml,
3004,of,
3005,tetanus,
3006,toxoid,
3007,vaccine,
3008,intramuscularly,
3009,and,
3010,was,
3011,admitted,
3012,to,
3013,the,
3014,hospital,
3015,.,
3016,A,
3017,trauma,
3018,computed,
3019,tomography,
3020,(,
3021,CT,
3022,),
3023,was,
3024,performed,
3025,to,
3026,detect,
3027,otherO,
3028,injuries,
3029,.,
3030,Maxillofacial,
3031,CT,
3032,without,
3033,contrast,
3034,showed,
3035,a,
3036,comminuted,
3037,fracture,
3038,of,
3039,the,
3040,left,
3041,nasal,
3042,bone,
3043,a,
3044,fracture,
3045,of,
3046,the,
3047,medial,
3048,orbital,
3049,wall,
3050,with,
3051,sagging,
3052,of,
3053,medial,
3054,rectus,
3055,muscle,
3056,into,
3057,the,
3058,fracture,
3059,space,
3060,medial,
3061,rectus,
3062,muscle,
3063,hematoma,
3064,fracture,
3065,of,
3066,lacrimal,
3067,bone,
3068,and,
3069,displacement,
3070,of,
3071,piece,
3072,of,
3073,it,
3074,into,
3075,the,
3076,orbit,
3077,left,
3078,preseptal,
3079,hematoma,
3080,complete,
3081,opaciﬁcation,
3082,of,
3083,left,
3084,intraocular,
3085,content,
3086,crystalline,
3087,lens,
3088,was,
3089,not,
3090,identiﬁed,
3091,and,
3092,the,
3093,eye,
3094,appeared,
3095,as,
3096,one,
3097,chamber,
3098,with,
3099,loss,
3100,of,
3101,the,
3102,eyewall,
3103,integrity,
3104,.,
3105,Although,
3106,the,
3107,left,
3108,optic,
3109,nerve,
3110,appeared,
3111,stretched,
3112,therOe,
3113,were,
3114,no,
3115,obvious,
3116,CT,
3117,ﬁndings,
3118,for,
3119,its,
3120,injury,
3121,.,
3122,CT,
3123,angiographic,
3124,study,
3125,of,
3126,the,
3127,neck,
3128,arteries,
3129,showed,
3130,no,
3131,evidence,
3132,of,
3133,active,
3134,extravasation,
3135,dissection,
3136,or,
3137,thrombosis,
3138,.,
3139,Prophylactic,
3140,antibiotic,
3141,using,
3142,intravenous,
3143,ceftriaxone,
3144,and,
3145,metronidazole,
3146,was,
3147,commenced,
3148,.,
3149,The,
3150,patient,
3151,was,
3152,taken,
3153,to,
3154,the,
3155,operation,
3156,room,
3157,and,
3158,the,
3159,wounds,
3160,were,
3161,explored,
3162,and,
3163,debrided,
3164,under,
3165,general,
3166,anesthesOia,
3167,.,
3168,Upper,
3169,lid,
3170,(,
3171,2,
3172,cm,
3173,),
3174,full,
3175,thickness,
3176,laceration,
3177,eyebrow,
3178,(,
3179,3.5,
3180,cm,
3181,),
3182,lateral,
3183,to,
3184,lateral,
3185,canthal,
3186,area,
3187,laceration,
3188,and,
3189,inferior,
3190,bulbar,
3191,conjunctiva,
3192,were,
3193,repaired,
3194,.,
3195,TherOe,
3196,was,
3197,a,
3198,massive,
3199,corneal,
3200,laceration,
3201,with,
3202,expulsion,
3203,of,
3204,the,
3205,eye,
3206,content,
3207,.,
3208,Salvaging,
3209,the,
3210,left,
3211,eye,
3212,was,
3213,not,
3214,possible,
3215,and,
3216,evisceration,
3217,of,
3218,the,
3219,eye,
3220,was,
3221,performed,
3222,.,
3223,Intraoperative,
3224,examination,
3225,of,
3226,the,
3227,left,
3228,cheek,
3229,wound,
3230,site,
3231,revealed,
3232,macerated,
3233,muscle,
3234,with,
3235,a,
3236,deep,
3237,wound,
3238,penetrating,
3239,the,
3240,underlying,
3241,superﬁcial,
3242,musculoaponeurotic,
3243,system,
3244,.,
3245,The,
3246,left,
3247,Parotid,
3248,duct,
3249,was,
3250,partially,
3251,transected,
3252,over,
3253,the,
3254,masseter,
3255,muscle,
3256,.,
3257,This,
3258,was,
3259,approximated,
3260,and,
3261,primarily,
3262,repaired,
3263,using,
3264,Nylon,
3265,8/0,
3266,sutures,
3267,and,
3268,the,
3269,parotid,
3270,gland,
3271,capsule,
3272,was,
3273,also,
3274,sutured,
3275,.,
3276,The,
3277,buccal,
3278,branch,
3279,of,
3280,the,
3281,facial,
3282,nerve,
3283,could,
3284,not,
3285,be,
3286,identiﬁed,
3287,.,
3288,The,
3289,nasal,
3290,bone,
3291,fracture,
3292,was,
3293,managed,
3294,with,
3295,closed,
3296,reduction,
3297,.,
3298,The,
3299,lacerations,
3300,of,
3301,the,
3302,left,
3303,auricle,
3304,and,
3305,the,
3306,left,
3307,submandibular,
3308,region,
3309,were,
3310,closed,
3311,in,
3312,layers,
3313,.,
3314,On,
3315,a,
3316,postoperative,
3317,day,
3318,6,
3319,the,
3320,patient,
3321,developed,
3322,a,
3323,small,
3324,left-sided,
3325,sialocele,
3326,which,
3327,has,
3328,rapidly,
3329,progressed,
3330,into,
3331,a,
3332,ﬁstula,
3333,.,
3334,This,
3335,was,
3336,managed,
3337,with,
3338,Hyoscine,
3339,tablets,
3340,transdermal,
3341,scopolamine,
3342,and,
3343,pressure,
3344,dressing,
3345,.,
3346,A,
3347,favorable,
3348,response,
3349,was,
3350,observed,
3351,after,
3352,three,
3353,days,
3354,.,
3355,The,
3356,patient,
3357,was,
3358,discharged,
3359,home,
3360,on,
3361,day,
3362,9,
3363,in,
3364,a,
3365,good,
3366,general,
3367,condition,
3368,and,
3369,was,
3370,placed,
3371,on,
3372,Clindamycin,
3373,600,
3374,mg,
3375,4,
3376,times,
3377,a,
3378,day,
3379,Hyoscine,
3380,20,
3381,mg,
3382,3,
3383,times,
3384,a,
3385,day,
3386,and,
3387,Erythromycin,
3388,0.5%,
3389,ophthalmic,
3390,ointment,
3391,.,
3392,A,
3393,follow,
3394,up,
3395,at,
3396,one,
3397,month,
3398,showed,
3399,a,
3400,satisfactory,
3401,scar,
3402,completely,
3403,healed,
3404,salivary,
3405,ﬁstula,
3406,and,
3407,a,
3408,residual,
3409,weak,
3410,upper,
3411,lip,
3412,function,
3413,.,
3414,The,
3415,patient,
3416,gave,
3417,written,
3418,informed,
3419,consent,
3420,for,
3421,publication,
3422,of,
3423,his,
3424,clinical,
3425,images,
3426,in,
3427,this,
3428,manuscript,
3429,.,
3430,A,
3431,75-year-old,
3432,male,
3433,with,
3434,history,
3435,of,
3436,atrial,
3437,ﬁbrillation,
3438,on,
3439,Rivaroxaban,
3440,was,
3441,struck,
3442,by,
3443,a,
3444,motor,
3445,vehicle,
3446,.,
3447,Upon,
3448,arrival,
3449,he,
3450,was,
3451,hypotensive,
3452,but,
3453,with,
3454,a,
3455,Glasgow,
3456,Coma,
3457,Score,
3458,of,
3459,15,
3460,.,
3461,A,
3462,strategy,
3463,of,
3464,permissive,
3465,hypotension,
3466,was,
3467,maintained,
3468,based,
3469,upon,
3470,the,
3471,patient,
3472,'s,
3473,mental,
3474,status,
3475,.,
3476,Plain,
3477,radiographs,
3478,and,
3479,CT,
3480,imaging,
3481,were,
3482,obtained,
3483,and,
3484,demonstrated,
3485,multiple,
3486,rib,
3487,fractures,
3488,and,
3489,a,
3490,celiac,
3491,artery,
3492,injury,
3493,with,
3494,contrast,
3495,extravasation,
3496,and,
3497,associated,
3498,hematoma,
3499,.,
3500,He,
3501,was,
3502,immediately,
3503,transported,
3504,to,
3505,our,
3506,hybrid,
3507,operating,
3508,room,
3509,and,
3510,placed,
3511,under,
3512,general,
3513,anesthesOia,
3514,.,
3515,Percutaneous,
3516,femoral,
3517,artery,
3518,access,
3519,was,
3520,obtained,
3521,and,
3522,aortography,
3523,was,
3524,performed,
3525,.,
3526,This,
3527,demonstrated,
3528,a,
3529,complete,
3530,avulsion,
3531,of,
3532,the,
3533,celiac,
3534,artery,
3535,with,
3536,distal,
3537,reconstitution,
3538,via,
3539,retrograde,
3540,ﬁling,
3541,from,
3542,the,
3543,superior,
3544,mesenteric,
3545,artery,
3546,.,
3547,Initially,
3548,given,
3549,the,
3550,stability,
3551,of,
3552,the,
3553,patient,
3554,attempts,
3555,were,
3556,made,
3557,to,
3558,traverse,
3559,the,
3560,injury,
3561,to,
3562,perform,
3563,endovascular,
3564,intervention,
3565,in,
3566,a,
3567,hybrid,
3568,operating,
3569,room,
3570,but,
3571,thesOe,
3572,were,
3573,unsuccessful,
3574,despite,
3575,the,
3576,use,
3577,of,
3578,multiple,
3579,wire,
3580,cathetOer,
3581,and,
3582,sheath,
3583,combinations,
3584,.,
3585,The,
3586,patient,
3587,was,
3588,already,
3589,prepped,
3590,for,
3591,and,
3592,immediately,
3593,underwent,
3594,a,
3595,midline,
3596,laparotomy,
3597,as,
3598,therOe,
3599,was,
3600,obvious,
3601,concern,
3602,that,
3603,he,
3604,may,
3605,eitherO,
3606,decompensate,
3607,or,
3608,the,
3609,injury,
3610,might,
3611,not,
3612,be,
3613,amenable,
3614,to,
3615,endovascular,
3616,intervention,
3617,.,
3618,The,
3619,celiac,
3620,axis,
3621,and,
3622,aorta,
3623,were,
3624,explored,
3625,through,
3626,the,
3627,lesser,
3628,sac,
3629,and,
3630,control,
3631,of,
3632,the,
3633,celiac,
3634,origin,
3635,was,
3636,obtained,
3637,with,
3638,a,
3639,side-biting,
3640,aortic,
3641,clamp,
3642,with,
3643,scant,
3644,back-bleeding,
3645,from,
3646,the,
3647,distal,
3648,celiac,
3649,stump,
3650,.,
3651,The,
3652,splenic,
3653,artery,
3654,and,
3655,common,
3656,hepatic,
3657,artery,
3658,were,
3659,isolated,
3660,and,
3661,the,
3662,left,
3663,gastric,
3664,artery,
3665,was,
3666,ligated,
3667,.,
3668,The,
3669,gastroduodenal,
3670,artery,
3671,was,
3672,patent,
3673,however,
3674,worsening,
3675,hepatic,
3676,ischemia,
3677,was,
3678,visualized,
3679,during,
3680,the,
3681,case,
3682,this,
3683,ligation,
3684,alone,
3685,was,
3686,felt,
3687,to,
3688,be,
3689,unsafe,
3690,.,
3691,TherOefore,
3692,an,
3693,aorto-celiac,
3694,bypass,
3695,with,
3696,a,
3697,6-mm,
3698,Dacron,
3699,graft,
3700,was,
3701,performed,
3702,utilizing,
3703,the,
3704,supra-celiac,
3705,aorta,
3706,as,
3707,the,
3708,inﬂow,
3709,source,
3710,.,
3711,The,
3712,celiac,
3713,stump,
3714,was,
3715,over-sewn,
3716,.,
3717,A,
3718,temporary,
3719,abdominal,
3720,closure,
3721,was,
3722,performed,
3723,and,
3724,the,
3725,patient,
3726,was,
3727,transferred,
3728,to,
3729,the,
3730,surgical,
3731,intensive,
3732,care,
3733,unit,
3734,for,
3735,resuscitation,
3736,.,
3737,His,
3738,abdomen,
3739,was,
3740,closed,
3741,four,
3742,days,
3743,after,
3744,his,
3745,initial,
3746,operation,
3747,.,
3748,A,
3749,prolonged,
3750,hospital,
3751,course,
3752,ensued,
3753,with,
3754,complications,
3755,including,
3756,a,
3757,pancreatic,
3758,leak,
3759,with,
3760,pseudocyst,
3761,formation,
3762,necessitating,
3763,ERCP,
3764,and,
3765,endoscopic,
3766,cyst-gastrotomy,
3767,pneumonia,
3768,acute,
3769,kidney,
3770,injury,
3771,and,
3772,splenic,
3773,artery,
3774,pseudoaneurysm,
3775,managed,
3776,by,
3777,exclusion,
3778,and,
3779,embolization,
3780,.,
3781,The,
3782,patient,
3783,was,
3784,discharged,
3785,home,
3786,and,
3787,expired,
3788,22,
3789,months,
3790,after,
3791,his,
3792,trauma,
3793,from,
3794,acute,
3795,respiratory,
3796,failure,
3797,leading,
3798,to,
3799,hypoxic,
3800,brain,
3801,injury,
3802,.,
3803,Consent,
3804,was,
3805,obtained,
3806,for,
3807,the,
3808,publication,
3809,of,
3810,this,
3811,report,
3812,.,
3813,A,
3814,72,
3815,year-old,
3816,male,
3817,with,
3818,a,
3819,history,
3820,of,
3821,myocardial,
3822,infarction,
3823,and,
3824,stroke,
3825,(,
3826,without,
3827,any,
3828,residual,
3829,side,
3830,effects,
3831,),
3832,presented,
3833,with,
3834,a,
3835,recurrent,
3836,left-sided,
3837,subdural,
3838,hematoma,
3839,within,
3840,a,
3841,seven-month,
3842,period,
3843,.,
3844,The,
3845,patient,
3846,originally,
3847,presented,
3848,to,
3849,the,
3850,neurosurgical,
3851,clinic,
3852,complaining,
3853,of,
3854,a,
3855,two-day,
3856,history,
3857,of,
3858,personality,
3859,changes,
3860,urinary,
3861,incontinence,
3862,balance,
3863,instability,
3864,and,
3865,headaches,
3866,.,
3867,Physical,
3868,examination,
3869,was,
3870,signiﬁcant,
3871,for,
3872,a,
3873,decreased,
3874,level,
3875,of,
3876,consciousness,
3877,cognitive,
3878,impairment,
3879,ataxic,
3880,gait,
3881,speech,
3882,difﬁculty,
3883,right-sided,
3884,hemianopsia,
3885,mild,
3886,third,
3887,and,
3888,sixth,
3889,nerve,
3890,palsy,
3891,as,
3892,well,
3893,as,
3894,papilledema,
3895,on,
3896,fundoscopic,
3897,examination,
3898,.,
3899,A,
3900,computerized,
3901,tomography,
3902,(,
3903,CT,
3904,),
3905,image,
3906,revealed,
3907,a,
3908,chronic,
3909,recurrent,
3910,left-sided,
3911,subdural,
3912,hematoma,
3913,.,
3914,The,
3915,patient,
3916,was,
3917,admitted,
3918,from,
3919,the,
3920,emergency,
3921,department,
3922,and,
3923,the,
3924,subdural,
3925,hematoma,
3926,was,
3927,drained,
3928,with,
3929,placement,
3930,of,
3931,a,
3932,valveless,
3933,subdural,
3934,peritoneal,
3935,shunt,
3936,.,
3937,The,
3938,patient,
3939,in,
3940,the,
3941,supine,
3942,position,
3943,and,
3944,under,
3945,general,
3946,endotracheal,
3947,anesthesOia,
3948,was,
3949,prepped,
3950,and,
3951,draped,
3952,with,
3953,routine,
3954,sterile,
3955,methods,
3956,including,
3957,the,
3958,left,
3959,frontal,
3960,parietal,
3961,and,
3962,occipital,
3963,areas,
3964,in,
3965,addition,
3966,to,
3967,the,
3968,ipsilateral,
3969,side,
3970,of,
3971,the,
3972,chest,
3973,neck,
3974,and,
3975,abdomen,
3976,.,
3977,Endoscopy,
3978,was,
3979,used,
3980,to,
3981,pass,
3982,the,
3983,peritoneal,
3984,shunt,
3985,up,
3986,to,
3987,the,
3988,parieto-occipital,
3989,juncture,
3990,.,
3991,A,
3992,burr,
3993,hole,
3994,was,
3995,created,
3996,and,
3997,the,
3998,dura,
3999,opened,
4000,in,
4001,the,
4002,left,
4003,frontal,
4004,area,
4005,.,
4006,After,
4007,evacuation,
4008,of,
4009,the,
4010,hematoma,
4011,a,
4012,ventricular,
4013,cathetOer,
4014,was,
4015,connected,
4016,to,
4017,the,
4018,peritoneal,
4019,tubing,
4020,.,
4021,Physical,
4022,examination,
4023,two,
4024,days,
4025,postoperatively,
4026,revealed,
4027,complete,
4028,resolution,
4029,of,
4030,all,
4031,neurological,
4032,deﬁcits,
4033,.,
4034,The,
4035,patient,
4036,presented,
4037,to,
4038,a,
4039,one-month,
4040,follow-up,
4041,appointment,
4042,without,
4043,the,
4044,presence,
4045,of,
4046,any,
4047,neurological,
4048,symptoms,
4049,.,
4050,CT,
4051,imaging,
4052,of,
4053,the,
4054,brain,
4055,showed,
4056,complete,
4057,resolution,
4058,of,
4059,the,
4060,hematoma,
4061,with,
4062,no,
4063,new,
4064,recurrences,
4065,.,
4066,A,
4067,46,
4068,year,
4069,old,
4070,male,
4071,was,
4072,an,
4073,alcohol-intoxicated,
4074,restrained,
4075,passenger,
4076,in,
4077,a,
4078,head-on,
4079,motor,
4080,vehicle,
4081,collision,
4082,suffering,
4083,blunt,
4084,force,
4085,abdominal,
4086,trauma,
4087,.,
4088,At,
4089,the,
4090,collision,
4091,site,
4092,EMS,
4093,recorded,
4094,a,
4095,Glasgow,
4096,Coma,
4097,Score,
4098,of,
4099,15,
4100,with,
4101,stable,
4102,vital,
4103,signs,
4104,.,
4105,He,
4106,was,
4107,transferred,
4108,to,
4109,Cabell,
4110,Huntington,
4111,Hospital,
4112,where,
4113,he,
4114,was,
4115,intubated,
4116,and,
4117,found,
4118,to,
