,source,target
2228,Great_auk,Mancalla
2229,Great_auk,Praemancalla
2230,Great_auk,Alcodes
2231,Great_auk,Wood_engraving
2232,Great_auk,Thomas_Bewick
2233,Great_auk,A_History_of_British_Birds
2234,Orbital_period,Moons
2235,Orbital_period,Exoplanets
2236,Orbital_period,Star
2237,Standard_time,Coordinated_Universal_Time
2238,Standard_time,Secretary_of_Commerce
2239,Standard_time,National_Institute_of_Standards_and_Technology
2240,Danian,Scaphitidae
2241,Danian,Turkmenistan
2242,Danian,Den_Store_Danske_Encyklop%C3%A6di
2243,Danian,Cambridge_University_Press
2244,Danian,Template_talk:Paleogene_footer
2245,Danian,Template_talk:Geological_history_of_Earth
2246,Danian,Quaternary
2247,Ordovician,Rheic_Ocean
2248,Ordovician,Taconic_orogeny
2249,Ordovician,Marine_transgression
2250,Ordovician,Volcanic_arc
2251,Ordovician,Glacier
2252,Ordovician,L_chondrite
2253,Ordovician,Bivalvia
2254,Ordovician,Aragonite
2255,Carboniferous,Ammonites
2256,Carboniferous,Unconformity
2257,Carboniferous,Permo-Carboniferous_Glaciation
2258,Carboniferous,Orogeny
2259,Carboniferous,Supercontinent
2260,Bird,Opisthocomiformes
2261,Bird,Gruiformes
2262,Bird,Paleocene
2263,Bird,Charadriiformes
2264,Bird,Gaviiformes
2265,Silurian,Caveasphaera
2266,Silurian,Ediacaran_biota
2267,Silurian,Cambrian_explosion
2268,Precambrian,Water
2269,Precambrian,Unicellular_organism
2270,Precambrian,Evolution_of_photosynthesis
2271,Animal,Ernst_Haeckel
2272,Animal,Protozoa
2273,Animal,Molecular_phylogenetics
2274,Animal,Taxon
2275,Animal,Human_uses_of_animals
2276,Animal,Meat
2277,Devonian,Old_Red_Sandstone
2278,Devonian,Sampling_bias
2279,Permian,Hercosestria
2280,Permian,Reef
2281,Permian,Fossil
2282,Cambrian,Trilobite_zone
2283,Cambrian,Faunal_stages
2284,Cambrian,Trempealeauan
2285,Cambrian,Franconian_(Stage)
2286,Megaannum,Perihelion
2287,Megaannum,Aphelion
2288,Megaannum,Draconic_period
2289,Triassic,Cyanobacteria
2290,Triassic,Utah
2291,Triassic,Ocean
2292,Triassic,Coral
2293,Triassic,Reefs
2294,Triassic,Serpulidae
2295,Triassic,Microconchids
2296,Holocene,Mount_Logan
2297,Holocene,Ancient_Greek
2298,Holocene,Before_present
2299,Penguin,Monophyletic
2300,Sun,Carbon
2301,Sun,Iron
2302,Sun,Neon
2303,Sun,Nitrogen
2304,Earth,Solar_mass
2305,Earth,Density
2306,Flight_feather,American_woodcock
2307,Season,Cloudburst
2308,Season,Snow
2309,Season,Rain_and_snow_mixed
2310,Axial_tilt,Formation_and_evolution_of_the_Solar_System
2311,Axial_tilt,Numerical_methods
2312,Axial_tilt,Addend
2313,Earth%27s_orbit,Tropic_of_Capricorn
2314,Earth%27s_orbit,Stability_of_the_Solar_System
2315,Earth%27s_orbit,Laplace
2316,Earth%27s_orbit,Joseph_Louis_Lagrange
2317,Earth%27s_orbit,Gauss
2318,Chordate,Endostyle
2319,Chordate,Ventral
2320,Chordate,Mucus
2321,Chordate,Esophagus
2322,Taxonomy_(biology),Sociobiology
2323,Taxonomy_(biology),Systematics
2324,Taxonomy_(biology),Universal_Darwinism
2325,Taxonomy_(biology),Evolution_as_fact_and_theory
2326,Taxonomy_(biology),Social_effects_of_evolutionary_theory
2327,Taxonomy_(biology),Creation%E2%80%93evolution_controversy
2328,Emperor_penguin,Ross_Sea
2329,Emperor_penguin,Discovery_Expedition
2330,Great_auk,Carolus_Clusius
2331,Great_auk,Specific_name_(zoology)
2332,Great_auk,Latin
2333,Orbital_period,Binary_star
2334,Standard_time,United_States_Navy
2335,Standard_time,North_America_Railway_Hall_of_Fame
2336,Danian,Holocene
2337,Danian,Pleistocene
2338,Danian,Pliocene
2339,Ordovician,Waynesville_Formation
2340,Ordovician,Calcite_sea
2341,Ordovician,Calcite
2342,Carboniferous,Continent
2343,Carboniferous,Laurussia
2344,Carboniferous,Variscan_orogeny
2345,Carboniferous,Alleghenian_orogeny
2346,Carboniferous,Appalachian_Mountains
2347,Carboniferous,Ouachita_Mountains
2348,Bird,Procellariiformes
2349,Bird,Sphenisciformes
2350,Bird,Ciconiiformes
2351,Bird,Suliformes
2352,Bird,Pelecaniformes
2353,Silurian,Tetrapoda
2354,Silurian,Ape
2355,Silurian,Phanerozoic
2356,Silurian,Proterozoic
2357,Silurian,Archean
2358,Silurian,Hadean
2359,Silurian,Mesoarchean
2360,Precambrian,Eukaryote
2361,Precambrian,Multicellular_organism
2362,Precambrian,Arthropod
2363,Precambrian,Mollusca
2364,Precambrian,Evolutionary_history_of_plants
2365,Precambrian,Dinosaur
2366,Precambrian,Mammal
2367,Animal,Milk
2368,Animal,Egg
2369,Animal,Leather
2370,Animal,Wool
2371,Animal,Pet
2372,Animal,Working_animal
2373,Animal,Hunting_dog
2374,Animal,Embryo
2375,Animal,Alga
2376,Devonian,Western_Europe
2377,Devonian,Equator
2378,Devonian,Fossil
2379,Devonian,Climate
2380,Devonian,Geologic_time_scale
2381,Devonian,South_America
2382,Devonian,Temperate_climate
2383,Devonian,Series_(stratigraphy)
2384,Permian,Mollusca
2385,Permian,Echinoderm
2386,Permian,Brachiopod
2387,Cambrian,Archeocyathid
2388,Cambrian,Poleta_formation
2389,Cambrian,Death_Valley
2390,Cambrian,Small_shelly_fossils
2391,Cambrian,Ediacara_biota
2392,Cambrian,Carbon-13
2393,Cambrian,Plate_reconstruction
2394,Cambrian,Laurentia
2395,Megaannum,Lunar_node
2396,Megaannum,Eclipse
2397,Megaannum,Eclipse_season
2398,Megaannum,Lunar_precession
2399,Megaannum,Full_moon_cycle
2400,Megaannum,Perigee
2401,Triassic,Cephalopod
2402,Triassic,Actinopterygians
2403,Triassic,Megabias
2404,Triassic,Sauropterygia
2405,Triassic,Pachypleurosaurus
2406,Triassic,Nothosaur
2407,Holocene,Marine_transgression
2408,Holocene,Wisconsin_glaciation
2409,Holocene,Weichselian_glaciation
2410,Holocene,Llanquihue_glaciation
2411,Holocene,Chronozone
2412,Holocene,Boreal_(period)
2413,Holocene,Radiocarbon_dating
2414,Holocene,Blytt-Sernander_sequence
2415,Penguin,Anthropornis_nordenskjoeldi
2416,Penguin,Icadyptes_salasi
2417,Penguin,Peru
2418,Penguin,Toothed_whale
2419,Penguin,Clade
2420,Penguin,Antarctic_Peninsula
2421,Penguin,Autapomorph
2422,Sun,Silicon
2423,Sun,Magnesium
2424,Sun,Sulphur
2425,Sun,Star
2426,Sun,Solar_System
2427,Sun,Sphere
2428,Sun,Plasma_(physics)
2429,Sun,Incandescence
2430,Sun,Nuclear_fusion
2431,Sun,Energy
2432,Earth,Surface_gravity
2433,Earth,Gravity_of_Earth
2434,Earth,Moment_of_inertia_factor
2435,Earth,Escape_velocity
2436,Earth,Rotation_period
2437,Earth,Axial_tilt
2438,Flight_feather,Club-winged_manakin
2439,Flight_feather,Stridulation
2440,Flight_feather,Wilson%27s_snipe
2441,Flight_feather,Standard-winged_nightjar
2442,Flight_feather,Pennant-winged_nightjar
2443,Flight_feather,Ring-necked_pheasant
2444,Flight_feather,Indigobird
2445,Season,Snow_grains
2446,Season,Snow_roller
2447,Season,Slush
2448,Season,Index_of_meteorology_articles
2449,Season,Air_pollution
2450,Season,Atmosphere
2451,Season,Atmospheric_chemistry
2452,Axial_tilt,Moon
2453,Axial_tilt,Orbital_resonance
2454,Axial_tilt,Stability_of_the_Solar_System
2455,Earth%27s_orbit,Henri_Poincar%C3%A9
2456,Earth%27s_orbit,Kolmogorov
2457,Earth%27s_orbit,Vladimir_Arnold
2458,Earth%27s_orbit,J%C3%BCrgen_Moser
2459,Chordate,Iodine
2460,Chordate,Thyroid
2461,Chordate,Deuterostomes
2462,Chordate,Body_plan
2463,Taxonomy_(biology),Objections_to_evolution
2464,Emperor_penguin,Terra_Nova_Expedition
2465,Emperor_penguin,Least_concern
2466,Emperor_penguin,Near_threatened
2467,Emperor_penguin,World_Conservation_Union
2468,Emperor_penguin,Endangered_Species_Act
2469,Emperor_penguin,Effects_of_global_warming
2470,Great_auk,Flight_feather
2471,Great_auk,Vikings
2472,Great_auk,Inuit
2473,Great_auk,Convergent_evolution
2474,Great_auk,Whaling
2475,Great_auk,John_Gerrard_Keulemans
2476,Great_auk,Mancallinae
2477,Orbital_period,Solar_System
2478,Orbital_period,Fixed_stars
2479,Orbital_period,Celestial_sphere
2480,Orbital_period,Jupiter
2481,Orbital_period,Alpha_Centauri
2482,Orbital_period,Conjunction_(astronomy)
2483,Standard_time,Dominion_of_Newfoundland
2484,Standard_time,Atlantic_Time_Zone
2485,Standard_time,UTC-03:00
2486,Standard_time,Newfoundland_Time_Zone
2487,Standard_time,UTC%2B00:20
2488,Standard_time,Amsterdam
2489,Danian,Early_Cretaceous
2490,Danian,Late_Jurassic
2491,Danian,Middle_Jurassic
2492,Ordovician,Calcium_carbonate
2493,Ordovician,Carbonate_hardgrounds
2494,Ordovician,Ooid
2495,Ordovician,Greenhouse_and_icehouse_Earth
2496,Carboniferous,Eurasian_plate
2497,Carboniferous,Mesozoic
2498,Carboniferous,South_China_(continent)
2499,Carboniferous,Laurasia
2500,Bird,Eurypygiformes
2501,Bird,Phaethontiformes
2502,Bird,Cathartiformes
2503,Bird,Accipitriformes
2504,Bird,Strigiformes
2505,Silurian,Huronian_glaciation
2506,Silurian,Cryogenian
2507,Silurian,Andean-Saharan_glaciation
2508,Silurian,Karoo_Ice_Age
2509,Silurian,Quaternary_glaciation
2510,Precambrian,Aves
2511,Precambrian,Primate
2512,Precambrian,Early_Earth
2513,Precambrian,Age_of_Earth
2514,Precambrian,Origin_of_water_on_Earth
2515,Precambrian,Late_Heavy_Bombardment
2516,Animal,Autotroph
2517,Animal,Aerobic_respiration
2518,Animal,Biological_life_cycle
2519,Devonian,Bactritida
2520,Devonian,Nautiloidea
2521,Devonian,Agoniatitida
2522,Devonian,Goniatite
2523,Devonian,Clymeniida
2524,Devonian,Cephalopod
2525,Devonian,Mesozoic
2526,Permian,Invertebrate
2527,Permian,Fusulinida
2528,Permian,Protist
2529,Permian,Foraminifera
2530,Permian,Ammonoidea
2531,Permian,Cephalopod
2532,Cambrian,Baltica
2533,Cambrian,Siberia_(continent)
2534,Cambrian,Gondwana
2535,Cambrian,Snowball_Earth
2536,Cambrian,Ice_cap
2537,Megaannum,Full_moon
2538,Megaannum,Month
2539,Megaannum,Lunar_year
2540,Megaannum,Muslims
2541,Triassic,Placodont
2542,Triassic,Plesiosaur
2543,Triassic,Thalattosauria
2544,Triassic,Askeptosaurus
2545,Triassic,Ichthyosaur
2546,Holocene,Peat_moss
2547,Holocene,Eurasia
2548,Holocene,North_America
2549,Holocene,Northern_Europe
2550,Holocene,Climate_variability_and_change
2551,Holocene,Paleontologists
2552,Holocene,Faunal_stage
2553,Penguin,Adaptation_(biology)
2554,Penguin,Habitat
2555,Penguin,Burdigalian
2556,Penguin,Miocene
2557,Penguin,Carotenoid
2558,Penguin,Antarctic_Circumpolar_Current
2559,Penguin,Chattian
2560,Penguin,Pliocene
2561,Sun,Light
2562,Sun,Infrared
2563,Sun,Life
2564,Sun,Earth
2565,Sun,Solar_mass
2566,Earth,Albedo
2567,Earth,Geometric_albedo
2568,Earth,Bond_albedo
2569,Earth,Temperature
2570,Earth,Kelvin
2571,Earth,Atmospheric_pressure
2572,Earth,Pascal_(unit)
2573,Earth,Sea_level
2574,Earth,Nitrogen
2575,Flight_feather,Lyrebird
2576,Flight_feather,Bird-of-paradise
2577,Flight_feather,Ribbon-tailed_astrapia
2578,Flight_feather,Magnificent_bird-of-paradise
2579,Flight_feather,Woodcreeper
2580,Flight_feather,Treecreeper
2581,Flight_feather,Double-wattled_cassowary
2582,Flight_feather,Tachyeres
2583,Flight_feather,Titicaca_grebe
2584,Season,Atmospheric_convection
2585,Season,Atmospheric_physics
2586,Season,Atmospheric_river
2587,Season,Climate
2588,Season,Cloud_physics
2589,Season,Fog
2590,Season,Fog_season
2591,Axial_tilt,Orbit_of_the_Moon
2592,Axial_tilt,Tidal_acceleration
2593,Axial_tilt,Planetary_core
2594,Axial_tilt,Mantle_(geology)
2595,Axial_tilt,Mercury_(planet)
2596,Axial_tilt,Mars
2597,Axial_tilt,NASA
2598,Earth%27s_orbit,Jacques_Laskar
2599,Earth%27s_orbit,N-body_problem
2600,Earth%27s_orbit,Earth_phase
2601,Earth%27s_orbit,Earth%27s_rotation
2602,Earth%27s_orbit,Geocentric_orbit
2603,Earth%27s_orbit,Spaceship_Earth
2604,Earth%27s_orbit,Secular_phenomena
2605,Earth%27s_orbit,Frequency
2606,Earth%27s_orbit,National_Aeronautics_and_Space_Administration
2607,Chordate,Peritoneum
2608,Chordate,Mesoderm
2609,Chordate,"Taxonomy_of_invertebrates_(Brusca_%26_Brusca,_2003)"
2610,Chordate,Alimentary_canal
2611,Chordate,Atriopore
2612,Chordate,Vestibule_of_mouth
2613,Chordate,Cilium
2614,Taxonomy_(biology),Level_of_support_for_evolution
2615,Taxonomy_(biology),Index_of_evolutionary_biology_articles
2616,Taxonomy_(biology),Template_talk:Evolutionary_biology
2617,Taxonomy_(biology),Biology
2618,Emperor_penguin,Habitat_destruction
2619,Emperor_penguin,Ad%C3%A9lie_Land
2620,Emperor_penguin,El_Ni%C3%B1o
2621,Emperor_penguin,Woods_Hole_Oceanographic_Institution
2622,Emperor_penguin,Terre_Ad%C3%A9lie
2623,Emperor_penguin,Social_animal
2624,Emperor_penguin,Physiology
2625,Emperor_penguin,McMurdo_Sound
2626,Great_auk,Moult
2627,Great_auk,Wing
2628,Great_auk,Ontogenic
2629,Great_auk,Stac_an_Armin
2630,Great_auk,"St._Kilda,_Scotland"
2631,Great_auk,Faroe_Islands
2632,Great_auk,Iberian_Peninsula
2633,Great_auk,Cosquer_Cave
2634,Orbital_period,Opposition_(astronomy)
2635,Orbital_period,Orbital_resonance
2636,Orbital_period,General_relativity
2637,Orbital_period,Astrometry
2638,Orbital_period,Periodic_function
2639,Standard_time,Loenen_aan_de_Vecht
2640,Standard_time,Gorinchem
2641,Standard_time,London
2642,Standard_time,Berlin
2643,Standard_time,Central_European_Time
2644,Standard_time,Time_in_New_Zealand
2645,Standard_time,Telegraph
2646,Standard_time,Wellington
2647,Standard_time,James_Hector
2648,Standard_time,Meridian_(geography)
2649,Danian,Early_Jurassic
2650,Danian,Late_Triassic
2651,Danian,Middle_Triassic
2652,Danian,Early_Triassic
2653,Danian,Paleozoic
2654,Danian,Lopingian
2655,Danian,Guadalupian
2656,Danian,Cisuralian
2657,Ordovician,Late_Ordovician_glaciation
2658,Ordovician,Europe
2659,Ordovician,Panthalassic_Ocean
2660,Ordovician,Proto-Tethys_Ocean
2661,Ordovician,Paleo-Tethys_Ocean
2662,Ordovician,Khanty_Ocean
2663,Carboniferous,Panthalassa
2664,Carboniferous,Paleo-Tethys
2665,Carboniferous,Rheic_Ocean
2666,Carboniferous,South_America
2667,Carboniferous,North_America
2668,Carboniferous,Ural_Ocean
2669,Carboniferous,Baltica
2670,Carboniferous,Proto-Tethys_Ocean
2671,Carboniferous,North_China_(continent)
2672,Bird,Coliiformes
2673,Bird,Leptosomiformes
2674,Bird,Trogoniformes
2675,Bird,Bucerotiformes
2676,Bird,Coraciiformes
2677,Bird,Piciformes
2678,Bird,Cariamiformes
2679,Bird,Falconiformes
2680,Silurian,Timeline_of_glaciation
2681,Silurian,Francevillian_biota
2682,Silurian,Myr
2683,Silurian,Stratum
2684,Silurian,Wales
2685,Precambrian,Geological_history_of_oxygen
2686,Precambrian,Great_Oxidation_Event
2687,Precambrian,Evolution_of_fungi
2688,Precambrian,Caveasphaera
2689,Precambrian,Tetrapoda
2690,Precambrian,Ape
2691,Precambrian,Huronian_glaciation
2692,Animal,Coral
2693,Animal,Mussel
2694,Animal,Barnacle
2695,Animal,Sessility_(motility)
2696,Animal,Cellular_differentiation
2697,Animal,Extracellular_matrix
2698,Animal,Collagen
2699,Animal,Glycoprotein
2700,Devonian,Agnathan
2701,Devonian,Gnathostomata
2702,Devonian,Glacier
2703,Devonian,Apatite
2704,Devonian,Reef
2705,Permian,Nautilus
2706,Permian,Trilobite
2707,Permian,Conodonts
2708,Permian,Fungus
2709,Permian,Arthropod
2710,Permian,List_of_Permian_tetrapods
2711,Permian,Swamp
2712,Cambrian,Baltoscandia
2713,Cambrian,Transgression_(geology)
2714,Cambrian,Sub-Cambrian_peneplain
2715,Cambrian,Inland_sea_(geology)
2716,Cambrian,South_Pole
2717,Cambrian,Marpolia
2718,Cambrian,Land_plant
2719,Cambrian,Embryophyte
2720,Cambrian,Timeline_of_the_evolutionary_history_of_life
2721,Megaannum,Muslim_holidays
2722,Megaannum,Ramadan
2723,Megaannum,Ethiopian_calendar
2724,Megaannum,Egyptian_calendar
2725,Megaannum,Iranian_calendar
2726,Megaannum,Armenian_calendar
2727,Triassic,Saurichthys
2728,Triassic,Birgeria
2729,Triassic,Lungfish
2730,Triassic,Ceratodus
2731,Triassic,Temnospondyls
2732,Triassic,Tupilakosaurus
2733,Triassic,Thabanchuia
2734,Holocene,Mesolithic
2735,Holocene,Neolithic
2736,Holocene,Anthropocene
2737,Holocene,Paul_J._Crutzen
2738,Holocene,Plate_tectonics
2739,Holocene,40th_parallel_north
2740,Holocene,Post-glacial_rebound
2741,Holocene,Land_depression
2742,Holocene,Vermont
2743,Penguin,Latitude
2744,Penguin,Langhian
2745,Penguin,Tortonian
2746,Penguin,Global_cooling
2747,Penguin,Paleoclimatology
2748,Penguin,Quaternary_glaciation
2749,Sun,G-type_main-sequence_star
2750,Sun,Gravitational_collapse
2751,Sun,Molecular_cloud
2752,Sun,Formation_and_evolution_of_the_Solar_System
2753,Sun,Solar_core
2754,Sun,Star_formation
2755,Sun,Mass%E2%80%93energy_equivalence
2756,Earth,Oxygen
2757,Earth,Water_vapor
2758,Earth,Climate
2759,Earth,Argon
2760,Earth,Carbon_dioxide
2761,Earth,Neon
2762,Earth,Helium
2763,Earth,Methane
2764,Earth,Krypton
2765,Earth,Hydrogen
2766,Flight_feather,Emu
2767,Flight_feather,Cassowary
2768,Flight_feather,Kakapo
2769,Flight_feather,Eurasian_jackdaw
2770,Flight_feather,Family_(biology)
2771,Flight_feather,Arctic
2772,Flight_feather,Bird_migration
2773,Season,Cold_wave
2774,Season,Heat_wave
2775,Season,Jet_stream
2776,Season,Meteorology
2777,Season,Severe_weather
2778,Season,List_of_severe_weather_phenomena
2779,Season,Extreme_weather
2780,Season,Severe_weather_terminology_(Canada)
2781,Season,Severe_weather_terminology_(Japan)
2782,Axial_tilt,IAU
2783,Axial_tilt,Terrestrial_time
2784,Axial_tilt,Right_ascension
2785,Axial_tilt,Declination
2786,Earth%27s_orbit,Jean_Meeus
2787,Earth%27s_orbit,NASA
2788,Earth%27s_orbit,Jerry_Brotton
2789,Earth%27s_orbit,Institute_of_Physics_Publishing
2790,Earth%27s_orbit,Random_House
2791,Earth%27s_orbit,Template_talk:Orbits
2792,Chordate,Gonad
2793,Chordate,Ovary
2794,Chordate,Testicle
2795,Chordate,Nerves
2796,Chordate,Hepatic_caecum
2797,Chordate,Liver
2798,Taxonomy_(biology),Taxis
2799,Taxonomy_(biology),Scientific_method
2800,Taxonomy_(biology),Scientific
2801,Taxonomy_(biology),Circumscription_(taxonomy)
2802,Taxonomy_(biology),Organism
2803,Taxonomy_(biology),Taxon
2804,Taxonomy_(biology),Taxonomic_rank
2805,Taxonomy_(biology),Domain_(biology)
2806,Taxonomy_(biology),Kingdom_(biology)
2807,Taxonomy_(biology),Phylum
2808,Emperor_penguin,Auster_rookery
2809,Emperor_penguin,Polynya
2810,Emperor_penguin,Wind_chill
2811,Emperor_penguin,Leopard_seal
2812,Great_auk,Italy
2813,Great_auk,Rookery
2814,Great_auk,Baffin_Bay
2815,Great_auk,Gulf_of_St._Lawrence
2816,Great_auk,Polar_bear
2817,Great_auk,Papa_Westray
2818,Great_auk,Orkney_Islands
2819,Orbital_period,Astrophysics
2820,Orbital_period,Frame_of_reference
2821,Orbital_period,Opposition_(planets)
2822,Orbital_period,Moon
2823,Orbital_period,Earth
2824,Orbital_period,Nodal_period
2825,Orbital_period,Ecliptic
2826,Standard_time,Colonial_Time_Service_Observatory
2827,Standard_time,Morse_code
2828,Standard_time,International_Meridian_Conference
2829,Standard_time,Mecca_Time
2830,Standard_time,Time_standard
2831,Standard_time,National_Academy_of_Sciences
2832,Standard_time,National_Park_Service
2833,Standard_time,American_Meteorological_Society
2834,Danian,Pennsylvanian_(geology)
2835,Danian,Mississippian_(geology)
2836,Danian,Pridoli_epoch
2837,Danian,Ludlow_epoch
2838,Danian,Wenlock_epoch
2839,Danian,Llandovery_epoch
2840,Danian,Furongian
2841,Danian,Miaolingian
2842,Danian,Cambrian_Series_2
2843,Danian,Terreneuvian
2844,Danian,Proterozoic
2845,Ordovician,Ice_cap
2846,Ordovician,Diorama
2847,Ordovician,Plankton
2848,Ordovician,Graptolithina
2849,Ordovician,Trilobite
2850,Ordovician,Agnostida
2851,Ordovician,Ptychopariida
2852,Ordovician,Asaphida
2853,Carboniferous,Siberia_(continent)
2854,Carboniferous,Kazakhstania
2855,Carboniferous,Permo-Carboniferous
2856,Carboniferous,Wasatch_Mountains
2857,Carboniferous,Utah
2858,Carboniferous,Limestone
2859,Carboniferous,Sandstone
2860,Bird,Psittaciformes
2861,Bird,Passeriformes
2862,Bird,Synonym_(taxonomy)
2863,Bird,Warm-blooded
2864,Bird,Vertebrate
2865,Bird,Class_(biology)
2866,Bird,Feather
2867,Bird,Oviparity
2868,Silurian,Celts
2869,Silurian,Silures
2870,Silurian,Adam_Sedgwick
2871,Silurian,Latin
2872,Silurian,Geologic_time_scale
2873,Silurian,Charles_Lapworth
2874,Silurian,Geology_of_Gotland
2875,Silurian,Joachim_Barrande
2876,Silurian,Bohemia
2877,Precambrian,Cryogenian
2878,Precambrian,Andean-Saharan_glaciation
2879,Precambrian,Karoo_Ice_Age
2880,Precambrian,Quaternary_glaciation
2881,Precambrian,Timeline_of_glaciation
2882,Precambrian,Francevillian_biota
2883,Precambrian,Myr
2884,Precambrian,Geologic_era
2885,Precambrian,Ediacaran
2886,Animal,Exoskeleton
2887,Animal,Bone
2888,Animal,Spicule_(sponge)
2889,Animal,Cell_junction
2890,Animal,Tight_junction
2891,Animal,Gap_junction
2892,Animal,Desmosome
2893,Animal,Placozoa
2894,Devonian,Microorganism
2895,Devonian,Stromatoporoidea
2896,Devonian,Paleo-Tethys_Ocean
2897,Devonian,Plate_tectonics
2898,Devonian,Laurentia
2899,Devonian,Baltica
2900,Permian,Lycopodiophyta
2901,Permian,Lepidodendron
2902,Permian,Sigillaria
2903,Permian,Pteridospermatophyta
2904,Permian,Equisetopsida
2905,Permian,South_China_(continent)
2906,Permian,Glossopteris
2907,Permian,Ginkgoopsida
2908,Cambrian,Template_talk:Life_timeline
2909,Cambrian,Water
2910,Cambrian,Evolution_of_photosynthesis
2911,Cambrian,Eukaryote
2912,Cambrian,Arthropod
2913,Cambrian,Mollusca
2914,Cambrian,Evolutionary_history_of_plants
2915,Cambrian,Dinosaur
2916,Megaannum,Mesoamerican_calendars
2917,Megaannum,Aztec_calendar
2918,Megaannum,Haab%27
2919,Megaannum,Heliacal_rising
2920,Megaannum,Ecliptic
2921,Megaannum,Precession_of_the_equinoxes
2922,Triassic,Branchiosauridae
2923,Triassic,Micropholis_(amphibian)
2924,Triassic,Stereospondyli
2925,Triassic,Mastodonsaurus
2926,Triassic,Rhynchosaur
2927,Triassic,Phytosaurs
2928,Holocene,Michigan
2929,Holocene,Floodplain
2930,Holocene,Cave_Deposit
2931,Holocene,Tectonic_uplift
2932,Holocene,Scandinavia
2933,Holocene,Baltic_Sea
2934,Penguin,Middle_Miocene_Climate_Transition
2935,Penguin,Antarctic_ice_sheet
2936,Penguin,Autapomorphy
2937,Penguin,Grebe
2938,Penguin,Homoplasies
2939,Penguin,DNA_sequence
2940,Penguin,Flipper_(anatomy)
2941,Sun,Hydrogen_fusion
2942,Sun,Hydrostatic_equilibrium
2943,Sun,Red_giant
2944,Sun,Mercury_(planet)
2945,Sun,Venus
2946,Sun,White_dwarf
2947,Sun,Prehistoric_times
2948,Sun,The_Sun_in_culture
2949,Earth,Planet
2950,Earth,Astronomical_object
2951,Earth,Life
2952,Earth,Land
2953,Earth,Continent
2954,Earth,Island
2955,Earth,Water_distribution_on_Earth
2956,Flight_feather,Latitude
2957,Flight_feather,White-bellied_sea_eagle
2958,Flight_feather,Predator
2959,Flight_feather,Anseriformes
2960,Flight_feather,Wryneck
2961,Flight_feather,Dendrochronology
2962,Season,Severe_weather_terminology_(United_States)
2963,Season,Weather_forecasting
2964,Season,Weather_modification
2965,Season,Glossary_of_meteorology
2966,Season,Glossary_of_climate_change
2967,Season,Glossary_of_tornado_terms
2968,Season,Glossary_of_tropical_cyclone_terms
2969,Season,Template_talk:Weather
2970,Season,Ecology
2971,Axial_tilt,Jupiter
2972,Axial_tilt,Saturn
2973,Axial_tilt,Uranus
2974,Axial_tilt,Neptune
2975,Axial_tilt,Pluto
2976,Earth%27s_orbit,Box_orbit
2977,Earth%27s_orbit,Parabolic_trajectory
2978,Earth%27s_orbit,Circular_orbit
2979,Earth%27s_orbit,Elliptic_orbit
2980,Earth%27s_orbit,Highly_elliptical_orbit
2981,Earth%27s_orbit,Horseshoe_orbit
2982,Earth%27s_orbit,Hyperbolic_trajectory
2983,Chordate,Amphioxus
2984,Chordate,Vertebrate_Palaeontology_(Benton)
2985,Chordate,Fishes_of_the_World
2986,Chordate,Cladistics
2987,Chordate,Linnaean_taxonomy
2988,Chordate,Leptocardii
2989,Chordate,Urochordata
2990,Chordate,Ascidiacea
2991,Chordate,Thaliacea
2992,Taxonomy_(biology),Class_(biology)
2993,Taxonomy_(biology),Order_(biology)
2994,Taxonomy_(biology),Family_(biology)
2995,Taxonomy_(biology),Genus
2996,Taxonomy_(biology),Species
2997,Taxonomy_(biology),Carl_Linnaeus
2998,Taxonomy_(biology),Linnaean_taxonomy
2999,Emperor_penguin,Southern_giant_petrel
3000,Emperor_penguin,South_polar_skua
3001,Emperor_penguin,Orca
3002,Emperor_penguin,British_Antarctic_Survey
3003,Emperor_penguin,Satellite_imagery
3004,Emperor_penguin,Guano
3005,Emperor_penguin,Biological_life_cycle
3006,Emperor_penguin,Courtship
3007,Great_auk,"St_Kilda,_Scotland"
3008,Great_auk,Gr%C3%ADmsey
3009,Great_auk,Eldey_Island
3010,Great_auk,Geirfuglasker
3011,Great_auk,Funk_Island
3012,Great_auk,Newfoundland_and_Labrador
3013,Great_auk,Magdalen_Islands
3014,Great_auk,Cape_Cod
3015,Great_auk,Massachusetts
3016,Great_auk,Grand_Banks_of_Newfoundland
3017,Orbital_period,Line_of_nodes
3018,Orbital_period,Epoch_(astronomy)
3019,Orbital_period,Periapsis
3020,Orbital_period,Perihelion
3021,Orbital_period,Semi-major_axis
3022,Orbital_period,Tropical_year
3023,Orbital_period,Right_ascension
3024,Orbital_period,Equinox_(celestial_coordinates)
3025,Standard_time,Milwaukee_Journal_Sentinel
3026,Standard_time,Eviatar_Zerubavel
3027,Standard_time,Standard_time
3028,Danian,Neoproterozoic
3029,Danian,Ediacaran
3030,Danian,Cryogenian
3031,Danian,Tonian
3032,Danian,Mesoproterozoic
3033,Danian,Stenian
3034,Danian,Ectasian
3035,Danian,Calymmian
3036,Ordovician,Brachiopod
3037,Ordovician,Bryozoa
3038,Ordovician,Echinoderm
3039,Ordovician,Endocerid
3040,Ordovician,Cephalopod
3041,Ordovician,Nautiloid
3042,Ordovician,Orthoceras
3043,Carboniferous,Shale
3044,Carboniferous,Industrial_Revolution
3045,Carboniferous,Wood
