,word,is_legal
1897,linked,1
1898,regarding,0
1899,respect,0
1900,careful,0
1901,particles,0
1902,rivers,0
1903,soil,0
1904,selling,0
1905,save,0
1906,thinking,0
1907,concerns,0
1908,senior,0
1909,budget,0
1910,pull,0
1911,compounds,0
1912,principal,0
1913,introduction,0
1914,confirmed,1
1915,historic,0
1916,vehicle,0
1917,similarly,0
1918,boston,0
1919,texts,0
1920,fear,0
1921,eggs,0
1922,israeli,0
1923,manager,0
1924,pro,0
1925,stopped,1
1926,screen,0
1927,visitors,0
1928,couple,0
1929,finding,0
1930,rail,0
1931,publication,0
1932,unable,0
1933,ministry,0
1934,surrounding,0
1935,skin,0
1936,husband,0
1937,rural,0
1938,occupied,1
1939,biggest,0
1940,spirit,0
1941,transportation,0
1942,concluded,1
1943,revealed,1
1944,towns,0
1945,bell,0
1946,bishop,0
1947,degrees,0
1948,survey,0
1949,criminal,0
1950,obtained,1
1951,principles,0
1952,tribes,0
1953,signs,0
1954,carolina,0
1955,waves,0
1956,continues,0
1957,catch,0
1958,treated,1
1959,defeat,0
1960,blocks,0
1961,talking,0
1962,quarter,0
1963,sir,0
1964,historians,0
1965,poem,0
1966,portuguese,0
1967,newly,0
1968,bottom,0
1969,adding,0
1970,camera,0
1971,serving,0
1972,sounds,0
1973,mental,0
1974,fewer,0
1975,happen,0
1976,managed,1
1977,constructed,1
1978,lands,0
1979,historically,0
1980,investment,0
1981,coffee,0
1982,aspects,0
1983,file,0
1984,columbia,0
1985,palace,0
1986,calling,0
1987,administrative,0
1988,slavery,0
1989,unknown,0
1990,grown,0
1991,edge,0
1992,minimum,0
1993,massive,0
1994,seem,0
