,Word,num_occurrences
1649,eyes,1183
1650,eyesight,76
1651,eyespot,57
1652,f,902
1653,fabry,0
1654,faces,350
1655,facial,37765
1656,facilitate,35
1657,facilitates,18
1658,fact,7828
1659,factor,4797
1660,factories,9
1661,factors,409
1662,facts,604
1663,fade,194
1664,fading,65
1665,fair,17042
1666,fairly,153
1667,fall,8543
1668,fallen,125
1669,falling,244
1670,falls,814
1671,families,348
1672,family,19862
1673,fan,11229
1674,far,33966
1675,farm,12229
1676,farmer,4175
1677,farmers,222
1678,farmland,448
1679,farms,126
1680,farther,1426
1681,farthest,148
1682,fast,51630
1683,faster,11576
1684,fastest,102
1685,fat,28706
1686,father,7549
1687,fatigue,282
1688,fats,174
1689,faucet,795
1690,faucets,11
1691,faulting,76
1692,faults,24
1693,favored,311
1694,favorite,6281
1695,fear,1429
1696,feathers,117
1697,feature,31221
1698,features,1037
1699,fed,1089
1700,feed,5339
1701,feeding,2227
1702,feeds,176
1703,feel,5528
1704,feels,705
1705,feet,1882
1706,felipe,2
1707,fell,141
1708,felt,2240
1709,female,25075
1710,females,136
1711,fence,3934
1712,fern,5018
1713,fernandez,2
1714,ferris,37
1715,fertile,2679
1716,fertilization,82
1717,fertilized,27
1718,fertilizer,1278
1719,fertilizers,22
1720,fetus,712
1721,fever,827
1722,fewer,778
1723,fibers,286
1724,fibrous,11478
1725,field,24718
1726,fields,488
1727,fierce,677
1728,fifth,1821
1729,figure,19104
1730,filaments,43
1731,file,26688
1732,filings,7
1733,fill,2686
1734,filled,467
1735,filling,1920
1736,fills,33
1737,filter,8072
1738,filtered,164
1739,filterpaper,0
1740,filtration,1110
1741,final,3505
1742,finally,201
1743,financial,6317
1744,find,1247
1745,finding,530
1746,findings,109
1747,finds,162
1748,fine,10862
1749,finger,11895
1750,fingerprints,12
1751,finish,7486
1752,finished,336
1753,finishing,340
1754,fins,128
1755,fir,1551
1756,fire,15809
1757,fires,124
1758,fireworks,133
1759,first,147851
1760,firstaid,12
1761,firstlevel,0
1762,fish,22446
1763,fisheries,120
1764,fishing,3551
1765,fission,592
1766,fit,17384
1767,five,8159
1768,fixation,664
1769,fixed,1690
1770,flagellum,888
1771,flame,3273
1772,flammable,762
1773,flares,9
1774,flash,4513
1775,flashlight,1328
1776,flat,11804
1777,flats,102
1778,flattened,146
1779,flawed,207
1780,flew,27
1781,flexibility,289
1782,flexible,13458
1783,flickers,4
1784,flies,162
1785,flight,10230
1786,flipping,32
1787,float,1789
1788,floating,814
1789,floats,23
1790,flood,2580
1791,flooded,60
1792,flooding,146
1793,floor,14431
1794,floors,73
1795,florida,3862
1796,flosses,0
1797,flossing,5
1798,flour,2721
1799,flourish,380
1800,flow,11871
1801,flower,10069
1802,flowering,1163
1803,flowers,6078
1804,flowing,111
1805,flows,458
1806,fluctuate,4
1807,fluctuations,20
1808,fluid,16466
1809,fluids,108
1810,fluorescent,2606
1811,fluorine,164
1812,fly,10771
1813,flying,5155
1814,foam,3991
1815,focused,186
1816,focuses,23
1817,fog,1346
1818,folded,224
1819,folding,335
1820,follow,240
1821,followed,499
1822,following,410
1823,follows,101
1824,food,33064
1825,foods,833
1826,football,10198
1827,footprint,212
1828,force,16370
1829,forces,958
1830,forecast,1578
1831,forecasting,236
1832,foreign,12066
1833,forest,7819
1834,forested,71
1835,forests,149
1836,fork,2354
1837,form,23219
1838,formation,3639
1839,formations,27
1840,formed,775
1841,forming,461
1842,forms,949
1843,formula,1387
1844,formulating,16
1845,forth,155
1846,forward,3048
1847,fossil,2170
1848,fossilization,8
1849,fossilized,17
1850,fossils,23
1851,found,2630
1852,four,10463
1853,fourchambered,0
1854,fourmonth,0
1855,fox,8009
1856,fractured,38
1857,fracturing,6
1858,freckles,2
1859,free,208359
1860,freely,96
1861,freeze,1359
1862,freezer,1277
1863,freezes,10
1864,freezing,707
1865,frequencies,84
1866,frequency,3477
1867,frequent,6967
1868,fresh,24802
1869,freshwater,2872
1870,friction,1314
1871,frictional,87
1872,frictionless,17
1873,friend,6940
1874,friendly,7713
1875,friends,1180
1876,frog,8203
1877,frogs,112
1878,front,20177
1879,frosted,534
1880,frozen,446
1881,fruit,10227
1882,fruits,624
1883,frying,218
1884,ft,213
1885,fuel,10612
1886,fueled,19
1887,fuelefficient,0
1888,fueling,26
1889,fuels,103
1890,full,75817
1891,fully,315
1892,function,3144
1893,functioning,277
1894,functions,330
1895,fungi,555
1896,fungus,2229
1897,funnel,551
1898,fur,3676
1899,furniture,9904
1900,fuses,15
1901,fusion,2682
1902,future,18809
1903,fwc,0
1904,g,1054
1905,gabbro,35
1906,gain,2280
1907,gained,93
1908,gains,99
1909,galaxies,36
1910,galaxy,900
1911,galilei,3
1912,galileo,103
1913,gallbladder,10146
1914,gallons,14
1915,gamete,107
1916,gametes,37
1917,gametophyte,64
1918,garbage,2381
1919,garcia,9
1920,garden,13670
1921,gardens,271
1922,gas,18424
1923,gaseous,826
1924,gases,237
1925,gasoline,3747
1926,gasolinefueled,0
1927,gasolinepowered,0
1928,gather,612
1929,gathered,97
1930,gauge,3127
1931,gauges,21
1932,gave,180
1933,gcm,12
1934,gemini,635
1935,gene,1944
1936,general,108421
1937,generally,13231
1938,generate,226
1939,generated,118
1940,generation,7675
1941,generations,102
1942,generous,3209
1943,genes,111
1944,genetic,2620
1945,genetically,237
1946,genome,420
1947,genotype,194
1948,genotypes,0
1949,genus,21629
1950,geode,91
1951,geographic,1095
1952,geographical,954
1953,geographically,40
1954,geologic,413
1955,geological,560
1956,geologist,1265
1957,geologists,2
1958,geology,201
1959,georgia,605
1960,geothermal,360
1961,germination,237
1962,get,1743
1963,gets,896
1964,getting,386
1965,giant,10982
1966,giants,46
1967,gibbous,11
1968,gill,490
1969,gills,107
1970,girl,34500
1971,girls,4804
1972,giselle,3
1973,give,846
1974,given,793
1975,gives,442
1976,giving,503
1977,glacial,512
1978,glaciation,87
1979,glacier,973
1980,glaciers,13
1981,glands,145
1982,glass,19186
1983,glasses,127
1984,glassware,449
1985,global,4928
1986,globe,1916
1987,glories,3
1988,gloves,98
1989,glowed,0
1990,glucose,1255
1991,glue,1468
1992,glycerol,178
1993,gml,4
1994,go,1481
1995,goat,4350
1996,goats,130
1997,goes,850
1998,goggles,94
1999,going,1702
2000,gold,20046
2001,golden,16372
2002,goldfish,484
2003,gone,49
2004,good,363682
2005,got,399
2006,gradual,953
2007,gradually,86
2008,graduated,114
2009,grains,182
2010,gram,384
2011,grams,54
2012,granite,1966
2013,granulated,112
2014,granules,24
2015,grape,2631
2016,graph,642
2017,graphs,16
2018,grass,8375
2019,grasses,182
2020,grasshopper,1586
2021,grassland,589
2022,grasslands,43
2023,grassy,460
2024,gravel,1037
2025,gravitational,587
2026,gravity,1991
2027,gray,5159
2028,grazing,932
2029,great,76582
2030,greater,32443
2031,greatest,9883
2032,greatly,107
2033,greece,992
2034,greeks,59
2035,green,35772
2036,greener,458
2037,greenhouse,1907
2038,greta,7
2039,grew,205
2040,grilling,140
2041,grinding,306
2042,grocery,2413
2043,ground,13525
2044,groundwater,348
2045,group,41703
2046,grouped,20
2047,groups,732
2048,grouse,2849
2049,grow,1403
2050,growing,612
2051,grown,1138
2052,grows,343
2053,growth,15258
2054,guanine,127
2055,guess,943
2056,guide,8829
2057,guinea,2408
2058,gulf,2561
2059,gull,1536
2060,gum,13971
2061,gymnasium,438
2062,h,726
2063,habit,2948
2064,habitat,3040
2065,habitats,80
2066,habits,95
2067,hail,464
2068,hailstorm,47
2069,hair,14170
2070,hairs,154
2071,half,5231
2072,halve,0
2073,hammer,1714
2074,hand,30655
2075,handle,4680
2076,hands,1017
2077,handwriting,208
2078,happen,96
2079,happened,31
2080,happens,84
2081,hard,30118
2082,hardest,22
2083,hardness,181
2084,hardware,7471
2085,harm,1358
2086,harmed,2
2087,harmful,4714
2088,harnessing,3
2089,harsh,2059
2090,hartley,19
2091,harvest,3023
2092,harvested,71
2093,hat,6777
2094,hatch,882
2095,hatching,139
2096,hawaii,374
2097,hawk,5800
2098,hawks,45
2099,hay,1554
2100,hazardous,3049
2101,hcl,28
2102,headaches,1
2103,heading,1361
2104,heal,107
2105,heals,21
2106,health,11767
2107,healthier,2304
2108,healthy,11437
2109,hear,143
2110,heard,123
2111,hearing,13554
2112,heart,25069
2113,heat,8002
2114,heated,191
2115,heater,2407
2116,heating,3559
2117,heats,21
2118,heavier,4469
2119,heavy,40471
2120,height,1613
2121,heights,210
2122,held,394
2123,helens,6
2124,helium,866
2125,heliumfilled,0
2126,helmet,2360
2127,help,6754
2128,helped,113
2129,helpful,4203
2130,helps,247
2131,hematite,282
2132,hemisphere,22995
2133,henri,32
2134,herbicides,5
2135,herbivore,360
2136,herbivores,0
2137,herd,202
2138,heredity,142
2139,herring,1674
2140,heterotroph,28
2141,heterotrophs,0
2142,heterozygous,122
2143,hibernate,22
2144,hibernation,30
2145,hidden,938
2146,hide,1408
2147,high,103613
2148,higher,42043
2149,highest,526
2150,highly,650
2151,highpressure,0
2152,hill,8813
2153,hills,1034
2154,hillside,615
2155,himalayas,58
2156,hind,1752
2157,hire,1452
2158,history,4262
2159,hit,6355
2160,hitting,201
2161,hold,5402
2162,holding,842
2163,holds,452
2164,hole,8178
2165,holes,239
2166,hollow,2767
2167,home,44970
2168,homeostasis,4
2169,homes,792
2170,homework,251
2171,homologous,81
2172,homozygous,147
2173,horizontal,6094
2174,horizontally,38
2175,hormone,2267
2176,horse,17028
2177,horses,599
2178,horseshoe,2080
2179,hospitals,76
2180,hot,65714
2181,hotter,2003
2182,hottest,48
2183,hour,2724
2184,hourly,451
2185,hours,335
2186,house,38453
2187,household,3015
2188,houseplant,161
2189,houses,411
2190,however,3273
2191,human,22965
2192,humans,337
2193,humid,732
2194,humidity,368
2195,humus,121
2196,hundred,1902
2197,hungry,812
2198,hunt,452
2199,hunted,592
2200,hunting,2325
2201,hunts,29
2202,hurricane,1737
2203,hurricanes,29
2204,hybrid,2966
2205,hydraulic,1098
2206,hydroelectric,258
2207,hydroelectricity,29
2208,hydrogen,3893
2209,hydropower,54
2210,hydrosphere,28
2211,hydroxide,275
2212,hypotheses,10
2213,hypothesis,362
2214,hypothesized,8
2215,hypothesizes,0
2216,hzn,0
2217,ice,10118
2218,iced,264
2219,idea,3111
2220,ideas,789
2221,identical,5642
2222,identification,807
2223,identified,176
2224,identify,101
2225,igneous,203
2226,ignited,15
2227,ill,1194
2228,illness,716
2229,illuminating,90
2230,illustrated,341
2231,illustrates,1
2232,image,20735
2233,images,844
2234,imbalance,39
2235,immediately,162
2236,immune,4815
2237,immunity,272
2238,immunodeficiencies,0
2239,impact,7074
2240,impacts,35
2241,implement,756
2242,importance,228
2243,important,128059
2244,importation,238
2245,impossible,2754
2246,improve,189
2247,improved,132
2248,improves,51
2249,improving,51
2250,impulse,358
2251,impulses,57
2252,impurities,40
2253,inability,126
2254,incandescent,1225
2255,incisions,11
2256,incline,316
2257,include,656
2258,included,472
2259,includes,1046
2260,including,1522
2261,incomplete,3384
2262,inconsistent,1678
2263,increase,8409
2264,increased,208
2265,increases,204
2266,increasing,308
2267,indefinite,485
2268,independent,25654
2269,india,1273
2270,indicate,223
2271,indicated,78
2272,indicates,175
2273,indication,136
2274,indicator,3571
2275,individual,12146
2276,individuals,197
2277,indoor,3168
2278,industrial,7664
2279,industries,389
2280,industry,5151
2281,inertia,482
2282,inexhaustible,48
2283,inexpensive,2498
2284,infected,340
2285,infecting,5
2286,infection,4265
2287,infectious,1076
2288,inference,248
2289,inferred,32
2290,infiltration,528
2291,inflate,12
2292,influence,4335
2293,influenced,118
2294,influences,65
2295,inform,75
2296,information,12666
2297,informed,371
2298,infrared,1624
2299,ingredients,258
2300,inhabit,24
2301,inhabitant,1133
2302,inhabited,60
2303,inhale,41
2304,inherit,33
2305,inheritance,265
2306,inherited,150
2307,initial,12454
2308,initially,261
2309,injuries,119
2310,inland,535
2311,inner,3877
2312,inorganic,746
2313,input,7284
2314,inquiring,3
2315,inquiry,988
2316,insect,6386
2317,insecticide,461
2318,insecticides,8
2319,insects,360
2320,insert,2219
2321,inside,11537
2322,insoluble,265
2323,instead,154
2324,instructions,213
2325,instruments,301
2326,insulated,302
2327,insulation,1799
2328,insulator,366
2329,insulin,1486
2330,integumentary,56
2331,intelligence,3803
2332,intelligent,3922
2333,intended,562
2334,intense,5684
2335,intensified,6
2336,intensifies,0
2337,interact,29
2338,interacted,0
2339,interaction,5172
2340,interbreed,1
2341,interfere,7
2342,interference,1548
2343,interior,7963
2344,internal,8205
2345,internet,21050
2346,interpret,50
2347,interrupts,25
2348,intervals,69
2349,interviews,31
2350,intestine,14505
2351,intestines,85
2352,introduce,62
2353,introduced,327
2354,introduction,3236
2355,intrusive,1222
2356,invading,51
2357,invalid,1633
2358,invasion,230
2359,invasive,1562
2360,invented,124
2361,invention,1340
2362,invertebrate,452
2363,invertebrates,33
2364,investigate,16
2365,investigated,4
2366,investigates,20
2367,investigating,15
2368,investigation,586
2369,investigations,79
2370,involve,63
2371,iodine,563
2372,ion,3033
2373,irene,10
2374,iron,14298
2375,irregular,3947
2376,irregularly,21
2377,island,12288
2378,islands,8359
2379,isotope,603
2380,isotopes,26
2381,issued,184
2382,issues,1041
2383,item,15563
2384,items,991
2385,ivy,1170
2386,j,405
2387,jackrabbit,942
2388,jake,37
2389,janitor,654
2390,january,785
2391,jar,2043
2392,jars,26
2393,jaws,104
2394,jefferson,407
2395,jenny,534
2396,jeremy,58
2397,jerry,374
2398,jet,6255
2399,jetfueled,0
2400,jetpowered,0
2401,jewelry,6603
2402,jo,29
2403,jobs,1351
2404,jog,74
2405,john,8900
2406,join,278
2407,joining,75
2408,jordan,773
2409,joshua,109
2410,joules,5
2411,journal,5655
2412,juice,10856
2413,july,287
2414,jump,3269
2415,jumping,1450
2416,june,1089
2417,jupiter,416
2418,k,1216
2419,kangaroo,3130
2420,kangaroos,23
2421,kcl,8
2422,kclo,1
2423,keen,1039
2424,keep,3707
2425,keeps,167
2426,kentucky,984
2427,kept,270
2428,kernels,52
2429,keys,321
2430,kg,55
2431,kicked,16
2432,kicks,39
2433,kidney,1564
2434,kidneys,39
2435,kids,1238
2436,kill,428
2437,killed,150
2438,kills,144
2439,kilogram,62
2440,kilometer,152
2441,kilometers,43
2442,kilowatts,0
2443,kind,8699
2444,kinds,75
2445,kinetic,1380
2446,kingdom,2370
2447,kira,9
2448,kit,11710
2449,kitchen,8443
2450,kitchens,28
2451,kite,2318
2452,kitten,1577
2453,km,117
2454,kmh,1
2455,kmsec,0
2456,knife,4008
2457,knitted,171
2458,know,862
2459,knowledge,6447
2460,known,897
2461,l,926
2462,lab,5956
2463,label,6983
2464,labeled,46
2465,laboratory,6170
2466,lack,450
2467,lacks,57
2468,lactic,138
2469,laid,236
2470,lake,11242
2471,lakes,1087
2472,lamp,5481
2473,land,13706
2474,landdwelling,0
2475,landfill,964
2476,landfills,2
2477,landforms,0
2478,landing,3002
2479,lands,166
2480,landscape,5423
2481,landscaping,980
2482,landslide,35
2483,landslides,2
2484,language,7593
2485,large,113026
2486,largemouth,414
2487,larger,32375
2488,largescale,11
2489,largest,1069
2490,larva,638
2491,larval,242
2492,las,166
2493,lasers,34
2494,last,25545
2495,lasts,356
2496,late,2903
2497,later,1716
2498,latest,426
2499,latex,2499
2500,latitude,802
2501,laundry,1811
2502,lava,1089
2503,law,10303
2504,lawn,2409
2505,lawns,35
2506,laws,342
2507,lay,1433
2508,layer,8286
2509,layers,162
2510,laying,88
2511,lays,32
2512,leaching,214
2513,lead,10274
2514,leading,1581
2515,leaf,10628
2516,leafeating,4
2517,leaks,10
2518,lean,1474
2519,learn,492
2520,learned,204
2521,learning,5269
2522,learns,13
2523,least,1753
2524,leather,15069
2525,leave,568
2526,leaves,3752
2527,leaving,103
2528,led,6197
2529,left,6046
2530,leg,22614
2531,legs,1277
2532,lemon,3664
2533,lemonade,385
2534,length,8882
2535,lens,40899
2536,lenses,128
2537,leopard,2719
2538,less,71964
2539,lets,78
2540,letter,9362
2541,letting,57
2542,level,24264
2543,levels,280
2544,lever,1523
2545,library,12680
2546,lick,1260
2547,lid,12669
2548,lie,5023
2549,life,32555
2550,lifecycle,75
2551,lifting,326
2552,light,75651
2553,lightbulb,151
2554,lighter,6077
2555,lightning,2136
2556,lights,412
2557,lightweight,8125
2558,lightyear,2
2559,lightyears,2
2560,like,777
2561,likelihood,117
2562,likely,1837
2563,likes,64
2564,limbs,174
2565,lime,1778
2566,limestone,1617
2567,limit,6484
2568,limited,7544
2569,limiting,132
2570,limits,126
2571,line,35478
2572,lined,589
2573,lines,749
2574,lining,1811
2575,linked,198
2576,lion,4749
2577,lions,229
2578,lipid,783
2579,liquid,12599
2580,liquids,122
2581,lisa,78
2582,list,3661
2583,lists,79
2584,lit,141
2585,liter,85
2586,liters,19
2587,lithium,1084
2588,lithosphere,91
2589,lithospheric,14
2590,litmus,211
2591,litter,1162
2592,little,38933
2593,livable,183
2594,live,7894
2595,lived,309
2596,liver,19450
2597,lives,430
2598,livestock,1074
2599,living,1972
2600,lizard,9618
2601,load,7997
2602,local,19136
2603,located,546
2604,location,13930
2605,locations,247
2606,lodges,5
2607,log,6136
2608,loggerhead,658
2609,loggers,8
2610,logging,534
2611,long,46691
2612,longer,11246
2613,longest,95
2614,longitude,250
2615,longitudinal,537
2616,longterm,63
2617,look,4179
2618,looked,611
2619,looking,5265
2620,looks,2102
2621,loose,6031
2622,loosen,3
2623,lose,313
2624,loses,52
2625,losing,120
2626,loss,9921
2627,lost,580
2628,lot,14694
2629,lotion,1745
2630,lots,204
2631,loud,6690
2632,louisiana,433
2633,low,58898
2634,lower,30629
2635,lowered,47
2636,lowers,40
2637,lowest,390
2638,lowpressure,0
2639,lumber,1091
2640,lumps,12
2641,lunar,503
2642,lung,1852
2643,lungs,151
2644,lustrous,464
2645,lyse,0
2646,lysosome,35
2647,lysosomes,0
2648,lysozyme,69
2649,machine,18862
2650,machines,362
2651,macromolecule,118
2652,macromolecules,4
2653,made,3897
2654,magma,391
2655,magnesium,1202
2656,magnet,2705
2657,magnetic,8146
2658,magnetism,399
2659,magnetizing,0
2660,magnets,45
2661,magnification,459
2662,magnifying,137
2663,main,5796
2664,maine,464
2665,mainly,227
2666,maintain,158
2667,maintaining,50
2668,maintains,87
2669,major,57095
2670,majority,1256
2671,make,2095
2672,makes,887
2673,makeup,2013
2674,making,1485
2675,malleable,484
2676,mammal,3695
2677,mammals,254
2678,man,82270
2679,manage,432
2680,management,7263
2681,mangrove,373
2682,manipulated,20
2683,mantle,877
2684,manufacture,362
2685,manufactured,123
2686,manufacturers,205
2687,manufacturing,2360
2688,many,5088
2689,map,12334
2690,maps,276
2691,marble,2858
2692,march,3741
2693,margin,1071
2694,margins,38
2695,marie,77
2696,marigolds,11
2697,marine,6750
2698,marked,440
2699,marker,2891
2700,market,27993
2701,marketing,5590
2702,markings,104
2703,mars,151
2704,marsh,3307
2705,marshall,975
2706,marshmallows,4
2707,marshy,61
2708,marta,10
2709,martin,2191
2710,martins,10
2711,mary,854
2712,maryland,471
2713,masks,35
2714,mass,8688
2715,massachusetts,263
2716,masses,141
2717,massive,11050
2718,mat,2568
2719,match,5931
2720,matched,9
2721,matches,95
2722,matching,736
2723,mate,3403
2724,material,25311
2725,materials,1037
2726,mates,25
2727,mathematical,1521
2728,mating,256
2729,matt,1424
2730,matter,6465
2731,maturation,353
2732,mature,15424
2733,matures,70
2734,maximum,5084
2735,maxwell,83
2736,may,16260
2737,maze,841
2738,meadow,2865
2739,meal,5331
2740,meals,191
2741,mean,5235
2742,means,963
2743,measurable,350
2744,measure,8826
2745,measured,292
2746,measurement,2117
2747,measurements,61
2748,measures,254
2749,measuring,1132
2750,meat,8582
2751,meats,62
2752,mechanical,4114
2753,mechanism,6928
2754,media,6608
2755,median,793
2756,medication,3814
2757,medications,40
2758,medicine,7920
2759,medicines,115
2760,medium,8397
2761,meet,7835
2762,meetings,201
2763,meiosis,82
2764,melinda,6
2765,melt,1061
2766,melted,25
2767,melting,878
2768,melts,36
2769,meltwater,45
2770,members,1063
2771,membrane,30840
2772,membranebound,4
2773,membranes,61
2774,men,2848
2775,mesophyll,10
2776,message,3881
2777,messages,261
2778,messenger,1930
2779,metabolic,965
2780,metabolism,1177
2781,metal,16036
2782,metals,556
2783,metamorphic,100
2784,metamorphosis,239
2785,metaphase,3
2786,meteor,563
2787,meteorite,377
2788,meteoroids,2
2789,meteorologist,618
2790,meteors,5
2791,meter,3466
2792,meters,248
2793,methane,773
2794,method,7770
2795,methods,326
2796,mexico,3696
2797,mg,274
2798,mgbr,0
2799,mgcl,0
2800,mh,65
2801,miami,1033
2802,mice,137
2803,michael,758
2804,michigan,1004
2805,miconia,0
2806,microorganism,183
2807,microorganisms,66
2808,microphone,1847
2809,microscope,1030
2810,microscopes,32
2811,midday,102
2812,middle,14558
2813,midnight,308
2814,midocean,0
2815,might,3236
2816,migrate,26
2817,migrated,24
2818,migrates,15
2819,migrating,22
2820,migration,783
2821,migratory,1557
2822,mild,1782
2823,mileage,393
2824,miles,866
2825,milk,8303
2826,milky,674
2827,milliliter,13
2828,milliliters,0
2829,millimeter,102
2830,millimeters,5
2831,millions,42
2832,mills,319
2833,mimic,663
2834,mina,39
2835,mine,302
2836,mineral,4070
2837,minerals,184
2838,mining,1875
2839,minutes,120
2840,mirror,4735
2841,mirrors,69
2842,missing,859
2843,missy,58
2844,mistakes,160
2845,mitochondria,6
2846,mitochondrion,69
2847,mitosis,92
2848,mitotic,138
2849,mix,6421
2850,mixed,866
2851,mixer,1508
2852,mixes,47
2853,mixing,619
2854,mixture,4448
2855,mixtures,22
2856,ml,131
2857,mode,2751
2858,model,24092
2859,models,1229
2860,moderate,2491
2861,modern,27378
2862,modification,2234
2863,modified,236
2864,modify,184
2865,moist,1321
2866,moisture,820
2867,mold,2180
2868,molding,934
2869,molecular,3079
2870,molecule,3229
2871,molecules,160
2872,molly,469
2873,molten,86
2874,momentum,545
2875,monarch,603
2876,monday,808
2877,money,9444
2878,monica,106
2879,monitoring,1511
2880,monoxide,269
2881,month,3113
2882,months,212
2883,moon,5241
2884,moonearthsun,0
2885,moonlight,608
2886,moons,33
2887,moonsunearth,0
2888,moose,453
2889,morning,2877
2890,mosquitoes,27
2891,moss,857
2892,mostly,614
2893,moth,10663
2894,mother,10286
2895,moths,113
2896,motion,41621
2897,motivated,364
2898,motor,22326
2899,mount,3061
2900,mountain,17649
2901,mountainous,576
2902,mountains,1011
2903,mouse,14502
2904,mouth,37910
2905,mouths,44
2906,move,1480
2907,moved,107
2908,movement,9588
2909,movements,180
2910,moves,529
2911,movie,23560
2912,moving,1566
2913,mr,645
2914,mrna,537
2915,ms,429
2916,much,88195
2917,mud,3451
2918,muffler,504
2919,multicellular,125
2920,multiple,4759
2921,muscle,95689
2922,muscles,396
2923,muscular,2766
2924,mushroom,1778
2925,music,13177
2926,musical,6852
2927,mussels,22
2928,must,2873
2929,mutate,6
2930,mutating,4
2931,mutation,953
2932,mutations,8
2933,mutualism,2
2934,n,1342
2935,na,130
2936,nacl,16
2937,nail,13674
2938,nails,223
2939,name,12474
2940,named,384
2941,names,635
2942,nanotubes,0
2943,naoh,7
2944,naomi,13
2945,narrow,7734
2946,national,15272
2947,native,13771
2948,natural,71933
2949,naturally,989
2950,nature,8421
2951,nausea,99
2952,navigation,1519
2953,ne,221
2954,near,6704
2955,nearby,7140
2956,nearest,116
2957,nearly,667
2958,nebula,456
2959,necessary,7595
2960,need,18789
2961,needed,141
2962,needle,2642
2963,needles,167
2964,needs,602
2965,negative,18067
2966,negatively,22
2967,neighborhood,4001
2968,neither,66
2969,neon,1673
2970,neptune,157
2971,nerve,92752
2972,nerves,170
2973,nervous,51778
2974,nest,1766
2975,nesting,318
2976,nestlings,0
2977,nests,66
2978,net,8309
2979,neutral,3955
2980,neutralization,225
2981,neutralize,9
2982,neutron,1058
2983,neutrons,42
2984,nevada,390
2985,new,394262
2986,newer,2367
2987,newly,117
2988,newspaper,6979
2989,newspapers,127
2990,newton,321
2991,newtons,29
2992,next,8316
2993,nh,158
2994,nicer,1282
2995,niche,1513
2996,nick,1440
2997,nickel,1794
2998,night,10471
2999,ninth,353
3000,nio,6
3001,nitrates,13
3002,nitrogen,1789
3003,nocturnal,358
3004,noise,2562
3005,nonaggressive,7
3006,noncommercial,135
3007,nonconductor,67
3008,noninfectious,10
3009,nonliving,30
3010,nonmagnetic,24
3011,nonnative,29
3012,nonreactive,11
3013,nonrenewable,27
3014,nonstick,242
3015,nonvascular,45
3016,nonwoody,2
3017,noon,159
3018,normal,23358
3019,normally,1172
3020,north,39637
3021,northeast,839
3022,northeastern,869
3023,northern,9869
3024,northward,81
3025,northwest,1661
3026,nose,13862
3027,note,9805
3028,notebook,2805
3029,notes,438
3030,nothing,842
3031,notice,529
3032,noticed,56
3033,notices,41
3034,notify,25
3035,november,494
3036,nt,4093
3037,nuclear,6333
3038,nuclei,93
3039,nucleic,119
3040,nucleotides,32
3041,nucleus,40873
3042,number,24902
3043,numbers,682
3044,numerous,11310
3045,nurse,8393
3046,nutrient,1763
3047,nutrientladen,0
3048,nutrientrich,1
3049,nutrients,74
3050,nutrition,2589
3051,nutritional,2279
3052,oak,9481
3053,object,13416
3054,objective,4988
3055,objects,515
3056,observation,904
3057,observations,81
3058,observe,71
3059,observed,393
3060,observes,18
3061,observing,150
3062,obsolete,754
3063,obtain,97
3064,obtained,364
3065,obtaining,55
3066,obtains,33
3067,occupied,187
3068,occupies,18
3069,occur,197
3070,occurred,81
3071,occurrence,222
3072,occurrences,25
3073,occurring,280
3074,occurs,543
3075,ocean,7216
3076,oceanic,525
3077,oceans,57
3078,october,525
3079,odor,392
3080,officers,249
3081,offspring,2228
3082,often,12643
3083,oh,378
3084,ohms,17
3085,oil,22222
3086,old,136731
3087,older,17252
3088,omitted,21
3089,omnivores,0
3090,one,153697
3091,onehalf,3
3092,onehundred,0
3093,ones,801
3094,onethird,3
3095,oneyear,5
3096,onto,487
3097,ontonagon,0
3098,opaque,3319
3099,open,56395
3100,opened,199
3101,opening,3115
3102,opens,92
3103,operate,499
3104,operating,2702
3105,opinion,1630
3106,opportunities,408
3107,opportunity,1269
3108,opposes,31
3109,opposing,161
3110,opposite,3061
3111,options,529
3112,oral,4729
3113,orange,17464
3114,orbit,1383
3115,orbited,4
3116,orbiting,39
3117,orbits,20
3118,order,6529
3119,ordered,49
3120,ordering,338
3121,ore,1001
3122,organ,29484
3123,organelles,7
3124,organic,13454
3125,organism,1152
3126,organisms,249
3127,organization,2959
3128,organize,155
3129,organized,465
3130,organizing,169
3131,organs,309
3132,origin,2944
3133,original,11928
3134,originally,277
3135,originate,13
3136,orion,328
3137,osmosis,147
3138,others,565
3139,otherwise,123
3140,outcome,3827
3141,outcroppings,1
3142,outdated,1506
3143,outdoor,6741
3144,outer,3420
3145,outlets,35
3146,outline,1739
3147,output,8437
3148,outside,13493
3149,oven,2325
3150,overabundance,5
3151,overall,8334
3152,overcome,28
3153,overcrowding,5
3154,overfishing,1
3155,overgrowth,18
3156,overhead,2287
3157,overhunting,0
3158,overload,629
3159,overlying,20
3160,overnight,673
3161,overpopulate,0
3162,overpopulated,2
3163,ovule,106
3164,owls,26
3165,owners,219
3166,oxide,1701
3167,oxides,21
3168,oxygen,3774
3169,ozone,1246
3170,pacific,6616
3171,package,15176
3172,pail,305
3173,pain,4819
3174,paint,6350
3175,pair,2770
3176,pairs,166
3177,palm,13701
3178,palms,181
3179,pan,4027
3180,pandemic,208
3181,pane,1269
3182,panels,118
3183,paper,17970
3184,papers,992
3185,parachutes,4
3186,paragraph,438
3187,parallel,3717
3188,paramecium,71
3189,parasites,57
3190,parasitic,749
3191,parasitism,15
