,Word,Tag
2103,anticoagulation,
2104,and,
2105,intensive,
2106,physiotherOapy,
2107,.,
2108,Her,
2109,maximal,
2110,power,
2111,was,
2112,2/5,
2113,in,O
2114,the,O
2115,upper,
2116,limb,
2117,and,
2118,3/5,
2119,in,O
2120,the,O
2121,lower,
2122,limb,
2123,.,
2124,With,O
2125,physiotherOapy,
2126,,
2127,she,
2128,started,
2129,regaining,
2130,strength,
2131,and,
2132,by,
2133,the,O
2134,third,
2135,postoperative,
2136,day,
2137,,
2138,she,
2139,had,
2140,regained,
2141,full,
2142,power,
2143,and,
2144,could,
2145,write,
2146,and,
2147,walk,
2148,independently,
2149,.,
2150,Follow,
2151,up,
2152,Doppler,
2153,showed,
2154,no,
2155,recanalization,
2156,.,
2157,The,O
2158,rest,
2159,post-op,
2160,period,
2161,was,
2162,uneventful,
2163,and,
2164,the,O
2165,patient,
2166,was,
2167,discharged,
2168,home,
2169,neurologically,
2170,intact,
2171,,
2172,on,
2173,antithrombotic,
2174,therOapy,
2175,.,
2176,We,
2177,describe,
2178,the,O
2179,case,
2180,of,
2181,a,
2182,15,
2183,year,
2184,old,
2185,boy,
2186,who,
2187,presented,
2188,with,O
2189,generalised,
2190,abdominal,
2191,pain,O
2192,following,
2193,a,
2194,seemingly,
2195,minor,
2196,collision,
2197,at,
2198,weekend,
2199,soccer,
2200,.,
2201,Investigation,
2202,revealed,
2203,a,
2204,grade,
2205,IV,
2206,pancreatic,
2207,injury,
2208,that,
2209,was,
2210,subsequently,
2211,managed,
2212,with,O
2213,pancreatic,
2214,stent,
2215,insertion,
2216,by,
2217,endoscopic,
2218,retrograde,
2219,cholangiopancreatography,
2220,(,
2221,ERCP,
2222,),
2223,and,
2224,total,
2225,parenteral,
2226,nutrition,
2227,(,
2228,TPN,
2229,),
2230,prior,
2231,to,
2232,recommencing,
2233,low,
2234,fat,
2235,diet,
2236,10,
2237,days,
2238,post-injury,
2239,.,
2240,A,
2241,previously,
2242,well,
2243,15,
2244,year,
2245,old,
2246,male,
2247,presented,
2248,to,
2249,the,O
2250,Emergency,
2251,department,
2252,at,
2253,1600,
2254,h,
2255,,
2256,4,
2257,hours,
2258,after,
2259,a,
2260,seemingly,
2261,minor,
2262,blunt,
2263,abdominal,
2264,injury,
2265,during,
2266,a,
2267,weekend,
2268,soccer,
2269,match,
2270,.,
2271,Initially,
2272,following,
2273,the,O
2274,impact,
2275,of,
2276,anotherO,
2277,player,
2278,'s,
2279,knee,
2280,to,
2281,the,O
2282,abdomen,
2283,,
2284,the,O
2285,adolescent,
2286,rested,
2287,out,
2288,of,
2289,the,O
2290,game,
2291,for,
2292,half,
2293,an,
2294,hour,
2295,before,
2296,returning,
2297,to,
2298,play,
2299,the,O
2300,second,
2301,half,
2302,.,
2303,Following,
2304,the,O
2305,game,
2306,,
2307,he,
2308,returned,
2309,home,
2310,,
2311,tolerated,
2312,an,
2313,afternoon,
2314,meal,
2315,before,
2316,the,O
2317,gradual,
2318,onset,
2319,of,
2320,constant,
2321,,
2322,dull,
2323,,
2324,severe,
2325,,
2326,non-radiating,
2327,,
2328,generalised,
2329,abdominal,
2330,pain,O
2331,that,
2332,was,
2333,not,
2334,exacerbated,
2335,by,
2336,movement,
2337,.,
2338,Due,
2339,to,
2340,family,
2341,concerns,
2342,,
2343,the,O
2344,patient,
2345,presented,
2346,to,
2347,our,
2348,Level,
2349,I,
2350,Tertiary,
2351,referral,
2352,trauma,
2353,centre,
2354,by,
2355,own,
2356,means,
2357,.,
2358,He,
2359,was,
2360,normotensive,
2361,and,
2362,not,
2363,tachycardic,
2364,.,
2365,The,O
2366,patient,
2367,had,
2368,no,
2369,signiﬁcant,
2370,medical,
2371,history,
2372,.,
2373,Physical,
2374,examination,
2375,revealed,
2376,a,
2377,guarded,
2378,abdomen,
2379,.,
2380,Focused,
2381,Assessment,
2382,with,O
2383,Sonography,
2384,for,
2385,Trauma,
2386,(,
2387,FAST,
2388,),
2389,suggested,
2390,a,
2391,trace,
2392,of,
2393,free,
2394,ﬂuid,
2395,in,O
2396,the,O
2397,sagittal,
2398,pelvic,
2399,image,
2400,.,
2401,The,O
2402,initial,
2403,blood,
2404,pathology,
2405,was,
2406,normal,
2407,except,
2408,for,
2409,an,
2410,elevation,
2411,of,
2412,amylase,
2413,410,
2414,units/l,
2415,,
2416,lipase,
2417,771,
2418,units/l,
2419,and,
2420,white,
2421,cell,
2422,count,
2423,12.2,
2424,×,
2425,109/l,
2426,.,
2427,He,
2428,was,
2429,admitted,
2430,for,
2431,observation,
2432,and,
2433,serial,
2434,clinical,
2435,and,
2436,FAST,
2437,assessments,
2438,.,
2439,The,O
2440,patient,
2441,'s,
2442,symptoms,
2443,failed,
2444,to,
2445,improve,
2446,after,
2447,24,
2448,h,
2449,observation,
2450,,
2451,during,
2452,which,
2453,time,
2454,he,
2455,developed,
2456,shoulder,
2457,tip,
2458,and,
2459,central,
2460,back,
2461,pain,O
2462,.,
2463,A,
2464,repeat,
2465,FAST,
2466,24,
2467,h,
2468,post-admission,
2469,again,O
2470,revealed,
2471,possible,
2472,trace,
2473,free,
2474,ﬂuid,
2475,in,O
2476,the,O
2477,sagittal,
2478,pelvic,
2479,images,
2480,with,O
2481,new,
2482,concerns,
2483,regarding,
2484,trace,
2485,free,
2486,ﬂuid,
2487,to,
2488,the,O
2489,spleno-renal,
2490,angle,
2491,.,
2492,A,
2493,computed,
2494,tomography,
2495,(,
2496,CT,
2497,),
2498,scan,
2499,was,
2500,performed,
2501,with,O
2502,intravenous,
2503,contrast,
2504,.,
2505,This,
2506,revealed,
2507,a,
2508,transverse,
2509,laceration,
2510,through,
2511,the,O
2512,neck,
2513,of,
2514,the,O
2515,pancreas,
2516,with,O
2517,normal,
2518,enhancement,
2519,of,
2520,the,O
2521,pancreas,
2522,and,
2523,no,
2524,pancreatic,
2525,duct,
2526,dilatation,
2527,consistent,
2528,with,O
2529,American,
2530,Association,
2531,for,
2532,the,O
2533,Surgery,
2534,of,
2535,Trauma,
2536,(,
2537,AAST,
2538,),
2539,Organ,
2540,Injury,
2541,Scale,
2542,(,
2543,OIS,
2544,),
2545,grade,
2546,IV,
2547,injury,
2548,.,
2549,Additionally,
2550,therOe,
2551,was,
2552,a,
2553,small,
2554,volume,
2555,,
2556,low,
2557,density,
2558,intraperitoneal,
2559,ﬂuid,
2560,,
2561,retroperitoneal,
2562,stranding,
2563,,
2564,omental,
2565,contusion,
2566,and,
2567,a,
2568,small,
2569,linear,
2570,laceration,
2571,of,
2572,the,O
2573,posterior,
2574,left,
2575,kidney,
2576,without,
2577,peri-nephric,
2578,collection,
2579,(,
2580,AAST-OIS,
2581,Grade,
2582,II,
2583,injury,
2584,),
2585,.,
2586,TherOe,
2587,was,
2588,no,
2589,injury,
2590,to,
2591,the,O
2592,otherO,
2593,solid,
2594,organs,
2595,or,
2596,the,O
2597,duodenum,
2598,.,
2599,The,O
2600,patient,
2601,was,
2602,kept,
2603,nil,
2604,by,
2605,mouth,
2606,with,O
2607,intravenous,
2608,antibiotics,
2609,,
2610,TPN,
2611,and,
2612,octreotide,
2613,100,
2614,mg,
2615,three,
2616,times,
2617,a,
2618,day,
2619,via,
2620,a,
2621,percutaneous,
2622,inserted,
2623,central,
2624,cathetOer,
2625,(,
2626,PICC,
2627,),
2628,.,
2629,Ongoing,
2630,central,
2631,abdominal,
2632,pain,O
2633,consistent,
2634,with,O
2635,acute,
2636,pancreatitis,
2637,prompted,
2638,furtherO,
2639,imaging,
2640,on,
2641,day,
2642,2,
2643,by,
2644,magnetic,
2645,resonance,
2646,cholangiopancreatography,
2647,(,
2648,MRCP,
2649,),
2650,.,
2651,This,
2652,conﬁrmed,
2653,the,O
2654,CT,
2655,ﬁndings,
2656,and,
2657,the,O
2658,patient,
2659,was,
2660,booked,
2661,for,
2662,ERCP,
2663,the,O
2664,following,
2665,day,
2666,.,
2667,At,
2668,ERCP,
2669,,
2670,the,O
2671,pancreatic,
2672,duct,
2673,was,
2674,selectively,
2675,cannulated,
2676,and,
2677,contrast,
2678,extravasation,
2679,was,
2680,seen,
2681,at,
2682,the,O
2683,pancreatic,
2684,neck,
2685,.,
2686,A,
2687,5,
2688,cm,
2689,5Fr,
2690,pigtail,
2691,plastic,
2692,stent,
2693,was,
2694,inserted,
2695,across,
2696,the,O
2697,defect,
2698,and,
2699,the,O
2700,patient,
2701,remained,
2702,on,
2703,TPN,
2704,and,
2705,octreotide,
2706,for,
2707,10,
2708,days,
2709,.,
2710,Repeat,
2711,MRCP,
2712,10,
2713,days,
2714,later,
2715,showed,
2716,a,
2717,contiguous,
2718,main,O
2719,pancreatic,
2720,duct,
2721,of,
2722,normal,
2723,calibre,
2724,and,
2725,appearance,
2726,with,O
2727,no,
2728,evidence,
2729,of,
2730,transection,
2731,and,
2732,improvement,
2733,of,
2734,the,O
2735,peri-pancreatic,
2736,oedema,
2737,.,
2738,The,O
2739,patient,
2740,was,
2741,allowed,
2742,to,
2743,resume,
2744,a,
2745,low,
2746,fat,
2747,diet,
2748,and,
2749,TPN,
2750,was,
2751,weaned,
2752,and,
2753,ceased,
2754,.,
2755,The,O
2756,patient,
2757,returned,
2758,home,
2759,on,
2760,pantoprazole,
2761,40,
2762,mg,
2763,daily,
2764,,
2765,he,
2766,was,
2767,electively,
2768,brought,
2769,back,
2770,to,
2771,hospital,
2772,12,
2773,days,
2774,later,
2775,for,
2776,ERCP,
2777,and,
2778,stent,
2779,removal,
2780,.,
2781,At,
2782,ERCP,
2783,the,O
2784,pigtail,
2785,stent,
2786,was,
2787,not,
2788,seen,
2789,,
2790,having,
2791,likely,
2792,passed,
2793,out,
2794,,
2795,and,
2796,therOe,
2797,was,
2798,no,
2799,evidence,
2800,of,
2801,extravasation,
2802,of,
2803,contrast,
2804,,
2805,consistent,
2806,with,O
2807,resolution,
2808,of,
2809,injury,
2810,.,
2811,Follow-up,
2812,as,
2813,an,
2814,outpatient,
2815,was,
2816,without,
2817,incident,
2818,over,
2819,a,
2820,three-month,
2821,period,
2822,.,
2823,The,O
2824,patient,
2825,has,
2826,been,
2827,advised,
2828,not,
2829,to,
2830,partake,
2831,in,O
2832,contact,
2833,sports,
2834,for,
2835,six,
2836,months,
2837,.,
2838,A,
2839,25-year-old,
2840,male,
2841,camel,
2842,caregiver,
2843,presented,
2844,to,
2845,the,O
2846,Emergency,
2847,Department,
2848,of,
2849,Al-Ain,O
2850,Hospital,
2851,1,
2852,h,
2853,after,
2854,being,
2855,bitten,
2856,several,
2857,times,
2858,in,O
2859,the,O
2860,left,
2861,side,
2862,of,
2863,his,
2864,head,
2865,and,
2866,neck,
2867,by,
2868,a,
2869,15-year-old,
2870,male,
2871,camel,
2872,.,
2873,The,O
2874,injury,
2875,occurred,
2876,in,O
2877,the,O
2878,farm,
2879,while,
2880,the,O
2881,patient,
2882,was,
2883,trying,
2884,to,
2885,feed,
2886,the,O
2887,camel,
2888,.,
2889,The,O
2890,camel,
2891,turned,
2892,aggressive,
2893,and,
2894,strongly,
2895,and,
2896,repeatedly,
2897,gripped,
2898,the,O
2899,patient,
2900,'s,
2901,face,
2902,between,
2903,its,
2904,jaws,
2905,,
2906,lifting,
2907,the,O
2908,patient,
2909,up,
2910,in,O
2911,the,O
2912,air,
2913,while,
2914,shaking,
2915,and,
2916,throwing,
2917,him,
2918,forcefully,
2919,to,
2920,the,O
2921,ground,
2922,.,
2923,ThesOe,
2924,bites,
2925,were,
2926,repeated,
2927,four,
2928,times,
2929,to,
2930,the,O
2931,patient,
2932,'s,
2933,face,
2934,and,
2935,neck,
2936,.,
2937,The,O
2938,patient,
2939,was,
2940,able,
2941,to,
2942,rescue,
2943,himself,
2944,only,
2945,after,
2946,putting,
2947,his,
2948,headscarf,
2949,inside,
2950,the,O
2951,camel,
2952,'s,
2953,mouth,
2954,.,
2955,On,
2956,clinical,
2957,examination,
2958,,
2959,the,O
2960,patient,
2961,was,
2962,fully,
2963,conscious,
2964,,
2965,alert,
2966,,
2967,but,
2968,in,O
2969,severe,
2970,distress,
2971,.,
2972,His,
2973,blood,
2974,pressure,
2975,was,
2976,159/91,
2977,mm,
2978,Hg,
2979,.,
2980,Pulse,
2981,rate,
2982,was,
2983,47,
2984,beats,
2985,per,
2986,minute,
2987,,
2988,and,
2989,body,
2990,temperature,
2991,was,
2992,36.5,
2993,°C,
2994,.,
2995,TherOe,
2996,were,
2997,multiple,
2998,puncture,
2999,and,
3000,laceration,
3001,wounds,
3002,on,
3003,the,O
3004,left,
3005,side,
3006,of,
3007,his,
3008,face,
3009,and,
3010,neck,
3011,.,
3012,Inspection,
3013,of,
3014,the,O
3015,facial,
3016,wounds,
3017,showed,
3018,a,
3019,swollen,
3020,left,
3021,eye,
3022,with,O
3023,lacerations,
3024,on,
3025,the,O
3026,eyelid,
3027,and,
3028,eyebrow,
3029,with,O
3030,extensive,
3031,subconjunctival,
3032,hemorrhage,
3033,.,
3034,An,
3035,approximately,
3036,13,
3037,cm,
3038,lacerated,
3039,wound,
3040,on,
3041,the,O
3042,left,
3043,side,
3044,of,
3045,the,O
3046,face,
3047,extended,
3048,from,
3049,the,O
3050,temporal,
3051,region,
3052,to,
3053,the,O
3054,left,
3055,chin,O
3056,with,O
3057,surrounding,
3058,skin,O
3059,erythemOa,
3060,.,
3061,TherOe,
3062,was,
3063,bleeding,
3064,from,
3065,the,O
3066,left,
3067,ear,
3068,with,O
3069,a,
3070,laceration,
3071,of,
3072,the,O
3073,crus,
3074,of,
3075,the,O
3076,left,
3077,helix,
3078,.,
3079,Neck,
3080,inspection,
3081,showed,
3082,a,
3083,7,
3084,cm,
3085,laceration,
3086,in,O
3087,the,O
3088,left,
3089,submandibular,
3090,area,
3091,with,O
3092,no,
3093,obvious,
3094,injury,
3095,to,
3096,the,O
3097,adjacent,
3098,great,
3099,vessels,
3100,.,
3101,The,O
3102,patient,
3103,was,
3104,given,
3105,0.5,
3106,ml,
3107,of,
3108,tetanus,
3109,toxoid,
3110,vaccine,
3111,intramuscularly,
3112,and,
3113,was,
3114,admitted,
3115,to,
3116,the,O
3117,hospital,
3118,.,
3119,A,
3120,trauma,
3121,computed,
3122,tomography,
3123,(,
3124,CT,
3125,),
3126,was,
3127,performed,
3128,to,
3129,detect,
3130,otherO,
3131,injuries,
3132,.,
3133,Maxillofacial,
3134,CT,
3135,without,
3136,contrast,
3137,showed,
3138,a,
3139,comminuted,
3140,fracture,
3141,of,
3142,the,O
3143,left,
3144,nasal,
3145,bone,
3146,,
3147,a,
3148,fracture,
3149,of,
3150,the,O
3151,medial,
3152,orbital,
3153,wall,
3154,with,O
3155,sagging,
3156,of,
3157,medial,
3158,rectus,
3159,muscle,
3160,into,
3161,the,O
3162,fracture,
3163,space,
3164,,
3165,medial,
3166,rectus,
3167,muscle,
3168,hematoma,
3169,,
3170,fracture,
3171,of,
3172,lacrimal,
3173,bone,
3174,and,
3175,displacement,
3176,of,
3177,piece,
3178,of,
3179,it,
3180,into,
3181,the,O
3182,orbit,
3183,,
3184,left,
3185,preseptal,
3186,hematoma,
3187,,
3188,complete,
3189,opaciﬁcation,
3190,of,
3191,left,
3192,intraocular,
3193,content,
3194,,
3195,crystalline,
3196,lens,
3197,was,
3198,not,
3199,identiﬁed,
3200,,
3201,and,
3202,the,O
3203,eye,
3204,appeared,
3205,as,
3206,one,
3207,chamber,
3208,with,O
3209,loss,
3210,of,
3211,the,O
3212,eyewall,
3213,integrity,
3214,.,
3215,Although,
3216,the,O
3217,left,
3218,optic,
3219,nerve,
3220,appeared,
3221,stretched,
3222,,
3223,therOe,
3224,were,
3225,no,
3226,obvious,
3227,CT,
3228,ﬁndings,
3229,for,
3230,its,
3231,injury,
3232,.,
3233,CT,
3234,angiographic,
3235,study,
3236,of,
3237,the,O
3238,neck,
3239,arteries,
3240,showed,
3241,no,
3242,evidence,
3243,of,
3244,active,
3245,extravasation,
3246,,
3247,dissection,
3248,or,
3249,thrombosis,
3250,.,
3251,Prophylactic,
3252,antibiotic,
3253,using,
3254,intravenous,
3255,ceftriaxone,
3256,and,
3257,metronidazole,
3258,was,
3259,commenced,
3260,.,
3261,The,O
3262,patient,
3263,was,
3264,taken,
3265,to,
3266,the,O
3267,operation,
3268,room,
3269,,
3270,and,
3271,the,O
3272,wounds,
3273,were,
3274,explored,
3275,and,
3276,debrided,
3277,under,
3278,general,
3279,anesthesOia,
3280,.,
3281,Upper,
3282,lid,
3283,(,
3284,2,
3285,cm,
3286,),
3287,full,
3288,thickness,
3289,laceration,
3290,,
3291,eyebrow,
3292,(,
3293,3.5,
3294,cm,
3295,),
3296,,
3297,lateral,
3298,to,
3299,lateral,
3300,canthal,
3301,area,
3302,laceration,
3303,and,
3304,inferior,
3305,bulbar,
3306,conjunctiva,
3307,were,
3308,repaired,
3309,.,
3310,TherOe,
3311,was,
3312,a,
3313,massive,
3314,corneal,
3315,laceration,
3316,with,O
3317,expulsion,
3318,of,
3319,the,O
3320,eye,
3321,content,
3322,.,
3323,Salvaging,
3324,the,O
3325,left,
3326,eye,
3327,was,
3328,not,
3329,possible,
3330,,
3331,and,
3332,evisceration,
3333,of,
3334,the,O
3335,eye,
3336,was,
3337,performed,
3338,.,
3339,Intraoperative,
3340,examination,
3341,of,
3342,the,O
3343,left,
3344,cheek,
3345,wound,
3346,site,
3347,revealed,
3348,macerated,
3349,muscle,
3350,with,O
3351,a,
3352,deep,
3353,wound,
3354,penetrating,
3355,the,O
3356,underlying,
3357,superﬁcial,
3358,musculoaponeurotic,
3359,system,
3360,.,
3361,The,O
3362,left,
3363,Parotid,
3364,duct,
3365,was,
3366,partially,
3367,transected,
3368,over,
3369,the,O
3370,masseter,
3371,muscle,
3372,.,
3373,This,
3374,was,
3375,approximated,
3376,and,
3377,primarily,
3378,repaired,
3379,using,
3380,Nylon,
3381,8/0,
3382,sutures,
3383,,
3384,and,
3385,the,O
3386,parotid,
3387,gland,
3388,capsule,
3389,was,
3390,also,
3391,sutured,
3392,.,
3393,The,O
3394,buccal,
3395,branch,
3396,of,
3397,the,O
3398,facial,
3399,nerve,
3400,could,
3401,not,
3402,be,
3403,identiﬁed,
3404,.,
3405,The,O
3406,nasal,
3407,bone,
3408,fracture,
3409,was,
3410,managed,
3411,with,O
3412,closed,
3413,reduction,
3414,.,
3415,The,O
3416,lacerations,
3417,of,
3418,the,O
3419,left,
3420,auricle,
3421,and,
3422,the,O
3423,left,
3424,submandibular,
3425,region,
3426,were,
3427,closed,
3428,in,O
3429,layers,
3430,.,
3431,On,
3432,a,
3433,postoperative,
3434,day,
3435,6,
3436,,
3437,the,O
3438,patient,
3439,developed,
3440,a,
3441,small,
3442,left-sided,
3443,sialocele,
3444,which,
3445,has,
3446,rapidly,
3447,progressed,
3448,into,
3449,a,
3450,ﬁstula,
3451,.,
3452,This,
3453,was,
3454,managed,
3455,with,O
3456,Hyoscine,
3457,tablets,
3458,,
3459,transdermal,
3460,scopolamine,
3461,,
3462,and,
3463,pressure,
3464,dressing,
3465,.,
3466,A,
3467,favorable,
3468,response,
3469,was,
3470,observed,
3471,after,
3472,three,
3473,days,
3474,.,
3475,The,O
3476,patient,
3477,was,
3478,discharged,
3479,home,
3480,on,
3481,day,
3482,9,
3483,in,O
3484,a,
3485,good,
3486,general,
3487,condition,
3488,and,
3489,was,
3490,placed,
3491,on,
3492,Clindamycin,O
3493,600,
3494,mg,
3495,4,
3496,times,
3497,a,
3498,day,
3499,,
3500,Hyoscine,
3501,20,
3502,mg,
3503,3,
3504,times,
3505,a,
3506,day,
3507,,
3508,and,
3509,Erythromycin,O
3510,0.5%,
3511,ophthalmic,
3512,ointment,
3513,.,
3514,A,
3515,follow,
3516,up,
3517,at,
3518,one,
3519,month,
3520,showed,
3521,a,
3522,satisfactory,
3523,scar,
3524,,
3525,completely,
3526,healed,
3527,salivary,
3528,ﬁstula,
3529,,
3530,and,
3531,a,
3532,residual,
3533,weak,
3534,upper,
3535,lip,
3536,function,
3537,.,
3538,The,O
3539,patient,
3540,gave,
3541,written,
3542,informed,
3543,consent,
3544,for,
3545,publication,
3546,of,
3547,his,
3548,clinical,
3549,images,
3550,in,O
3551,this,
3552,manuscript,
3553,.,
3554,A,
3555,75-year-old,
3556,male,
3557,with,O
3558,history,
3559,of,
3560,atrial,
3561,ﬁbrillation,
3562,on,
3563,Rivaroxaban,
3564,was,
3565,struck,
3566,by,
3567,a,
3568,motor,
3569,vehicle,
3570,.,
3571,Upon,
3572,arrival,
3573,he,
3574,was,
3575,hypotensive,
3576,but,
3577,with,O
3578,a,
3579,Glasgow,
3580,Coma,
3581,Score,
3582,of,
3583,15,
3584,.,
3585,A,
3586,strategy,
3587,of,
3588,permissive,
3589,hypotension,
3590,was,
3591,maintained,
3592,based,
3593,upon,
3594,the,O
3595,patient,
3596,'s,
3597,mental,
3598,status,
3599,.,
3600,Plain,O
3601,radiographs,
3602,and,
3603,CT,
3604,imaging,
3605,were,
3606,obtained,
3607,and,
3608,demonstrated,
3609,multiple,
3610,rib,
3611,fractures,
3612,and,
3613,a,
3614,celiac,
3615,artery,
3616,injury,
3617,with,O
3618,contrast,
3619,extravasation,
3620,and,
3621,associated,
3622,hematoma,
3623,.,
3624,He,
3625,was,
3626,immediately,
3627,transported,
3628,to,
3629,our,
3630,hybrid,
3631,operating,
3632,room,
3633,and,
3634,placed,
3635,under,
3636,general,
3637,anesthesOia,
3638,.,
3639,Percutaneous,
3640,femoral,
3641,artery,
3642,access,
3643,was,
3644,obtained,
3645,and,
3646,aortography,
3647,was,
3648,performed,
3649,.,
3650,This,
3651,demonstrated,
3652,a,
3653,complete,
3654,avulsion,
3655,of,
3656,the,O
3657,celiac,
3658,artery,
3659,with,O
3660,distal,
3661,reconstitution,
3662,via,
3663,retrograde,
3664,ﬁling,
3665,from,
3666,the,O
3667,superior,
3668,mesenteric,
3669,artery,
3670,.,
3671,Initially,
3672,,
3673,given,
3674,the,O
3675,stability,
3676,of,
3677,the,O
3678,patient,
3679,,
3680,attempts,
3681,were,
3682,made,
3683,to,
3684,traverse,
3685,the,O
3686,injury,
3687,to,
3688,perform,
3689,endovascular,
3690,intervention,
3691,in,O
3692,a,
3693,hybrid,
3694,operating,
3695,room,
3696,but,
3697,thesOe,
3698,were,
3699,unsuccessful,
3700,despite,
3701,the,O
3702,use,
3703,of,
3704,multiple,
3705,wire,
3706,,
3707,cathetOer,
3708,,
3709,and,
3710,sheath,
3711,combinations,
3712,.,
3713,The,O
3714,patient,
3715,was,
3716,already,
3717,prepped,
3718,for,
3719,and,
3720,immediately,
3721,underwent,
3722,a,
3723,midline,
3724,laparotomy,
3725,,
3726,as,
3727,therOe,
3728,was,
3729,obvious,
3730,concern,
3731,that,
3732,he,
3733,may,
3734,eitherO,
3735,decompensate,
3736,or,
3737,the,O
3738,injury,
3739,might,
3740,not,
3741,be,
3742,amenable,
3743,to,
3744,endovascular,
3745,intervention,
3746,.,
3747,The,O
3748,celiac,
3749,axis,
3750,and,
3751,aorta,
3752,were,
3753,explored,
3754,through,
3755,the,O
3756,lesser,
3757,sac,
3758,and,
3759,control,
3760,of,
3761,the,O
3762,celiac,
3763,origin,O
3764,was,
3765,obtained,
3766,with,O
3767,a,
3768,side-biting,
3769,aortic,
3770,clamp,
3771,with,O
3772,scant,
3773,back-bleeding,
3774,from,
3775,the,O
3776,distal,
3777,celiac,
3778,stump,
3779,.,
3780,The,O
3781,splenic,
3782,artery,
3783,and,
3784,common,
3785,hepatic,
3786,artery,
3787,were,
3788,isolated,
3789,and,
3790,the,O
3791,left,
3792,gastric,
3793,artery,
3794,was,
3795,ligated,
3796,.,
3797,The,O
3798,gastroduodenal,
3799,artery,
3800,was,
3801,patent,
3802,,
3803,however,
3804,,
3805,worsening,
3806,hepatic,
3807,ischemia,
3808,was,
3809,visualized,
3810,during,
3811,the,O
3812,case,
3813,this,
3814,ligation,
3815,alone,
3816,was,
3817,felt,
3818,to,
3819,be,
3820,unsafe,
3821,.,
3822,TherOefore,
3823,an,
3824,aorto-celiac,
3825,bypass,
3826,with,O
3827,a,
3828,6-mm,
3829,Dacron,
3830,graft,
3831,was,
3832,performed,
3833,utilizing,
3834,the,O
3835,supra-celiac,
3836,aorta,
3837,as,
3838,the,O
3839,inﬂow,
3840,source,
3841,.,
3842,The,O
3843,celiac,
3844,stump,
3845,was,
3846,over-sewn,
3847,.,
3848,A,
3849,temporary,
3850,abdominal,
3851,closure,
3852,was,
3853,performed,
3854,and,
3855,the,O
3856,patient,
3857,was,
3858,transferred,
3859,to,
3860,the,O
3861,surgical,
3862,intensive,
3863,care,
3864,unit,
3865,for,
3866,resuscitation,
3867,.,
3868,His,
3869,abdomen,
3870,was,
3871,closed,
3872,four,
3873,days,
3874,after,
3875,his,
3876,initial,
3877,operation,
3878,.,
3879,A,
3880,prolonged,
3881,hospital,
3882,course,
3883,ensued,
3884,with,O
3885,complications,
3886,including,
3887,a,
3888,pancreatic,
3889,leak,
3890,with,O
3891,pseudocyst,
3892,formation,
3893,necessitating,
3894,ERCP,
3895,and,
3896,endoscopic,
3897,cyst-gastrotomy,
3898,,
3899,pneumonia,
3900,,
3901,acute,
3902,kidney,
3903,injury,
3904,,
3905,and,
3906,splenic,
3907,artery,
3908,pseudoaneurysm,
3909,managed,
3910,by,
3911,exclusion,
3912,and,
3913,embolization,
3914,.,
3915,The,O
3916,patient,
3917,was,
3918,discharged,
3919,home,
3920,and,
3921,expired,
3922,22,
3923,months,
3924,after,
3925,his,
3926,trauma,
3927,from,
3928,acute,
3929,respiratory,
3930,failure,
3931,leading,
3932,to,
3933,hypoxic,
3934,brain,O
3935,injury,
3936,.,
3937,Consent,
3938,was,
3939,obtained,
3940,for,
3941,the,O
3942,publication,
3943,of,
3944,this,
3945,report,
3946,.,
3947,A,
3948,72,
3949,year-old,
3950,male,
3951,with,O
3952,a,
3953,history,
3954,of,
3955,myocardial,
3956,infarction,
3957,and,
3958,stroke,
3959,(,
3960,without,
3961,any,
3962,residual,
3963,side,
3964,effects,
3965,),
3966,presented,
3967,with,O
3968,a,
3969,recurrent,
3970,left-sided,
3971,subdural,
3972,hematoma,
3973,within,O
3974,a,
3975,seven-month,
3976,period,
3977,.,
3978,The,O
3979,patient,
3980,originally,
3981,presented,
3982,to,
3983,the,O
3984,neurosurgical,
3985,clinic,
3986,complaining,
3987,of,
3988,a,
3989,two-day,
3990,history,
3991,of,
3992,personality,
3993,changes,
3994,,
3995,urinary,
3996,incontinence,
3997,,
3998,balance,
3999,instability,
4000,,
4001,and,
4002,headaches,
4003,.,
4004,Physical,
4005,examination,
4006,was,
4007,signiﬁcant,
4008,for,
4009,a,
4010,decreased,
4011,level,
4012,of,
4013,consciousness,
4014,,
4015,cognitive,
4016,impairment,
4017,,
4018,ataxic,
4019,gait,
4020,,
4021,speech,
4022,difﬁculty,
4023,,
4024,right-sided,
4025,hemianopsia,
4026,,
4027,mild,
4028,third,
4029,and,
4030,sixth,
4031,nerve,
4032,palsy,
4033,,
4034,as,
4035,well,
4036,as,
4037,papilledema,
4038,on,
4039,fundoscopic,
4040,examination,
4041,.,
4042,A,
4043,computerized,
4044,tomography,
4045,(,
4046,CT,
4047,),
4048,image,
4049,revealed,
4050,a,
4051,chronic,
4052,recurrent,
4053,left-sided,
4054,subdural,
4055,hematoma,
4056,.,
4057,The,O
4058,patient,
4059,was,
4060,admitted,
4061,from,
4062,the,O
4063,emergency,
4064,department,
4065,and,
4066,the,O
4067,subdural,
4068,hematoma,
4069,was,
4070,drained,
4071,with,O
4072,placement,
4073,of,
4074,a,
4075,valveless,
4076,subdural,
4077,peritoneal,
4078,shunt,
4079,.,
4080,The,O
4081,patient,
4082,,
4083,in,O
4084,the,O
4085,supine,
4086,position,
4087,and,
4088,under,
