,Unnamed: 0,pos,neutral,neg
1217,General,4,0,0
1218,Dynamics,2,0,0
1219,idk,1,0,0
1220,lot,4,0,3
1221,mine,1,0,0
1222,tied,1,0,0
1223,SGNL,1,0,0
1224,ONCY,1,0,0
1225,GL,2,0,0
1226,Got,2,0,0
1227,push,3,0,2
1228,sweepers,2,0,0
1229,May,2,0,2
1230,Bary,0,0,1
1231,Port,0,0,1
1232,Unloaded,0,0,1
1233,Worth,2,0,1
1234,Ensign,0,0,1
1235,Group,0,0,1
1236,Inc,6,0,5
1237,ENSG,0,0,1
1238,wek,4,0,1
1239,snatch,1,0,0
1240,blinked,1,0,0
1241,eye,2,0,0
1242,continues,3,0,1
1243,Hit,0,0,1
1244,Lawsuit,0,0,1
1245,Russian,0,0,1
1246,Search,2,0,1
1247,Engine,0,0,1
1248,CO,1,0,0
1249,regular,0,0,1
1250,scrappy,0,0,1
1251,usually,0,0,2
1252,presents,0,0,1
1253,margins,0,0,3
1254,less,4,0,5
1255,tape,5,0,0
1256,avg,3,0,0
1257,alot,2,0,1
1258,every,9,0,1
1259,Bid,0,0,1
1260,Reargument,0,0,1
1261,Denied,0,0,1
1262,Judge,0,0,2
1263,upcoming,1,0,0
1264,Yahoo,3,0,2
1265,CN,1,0,0
1266,CBSNews,1,0,0
1267,response,0,0,1
1268,thoughts,0,0,1
1269,Nikesh,0,0,1
1270,fit,0,0,1
1271,visionary,1,0,1
1272,aspects,0,0,1
1273,weekly,11,0,2
1274,statistics,1,0,0
1275,real,3,0,3
1276,losers,0,0,6
1277,Ms,0,0,1
1278,Nasdaq,2,0,1
1279,transactions,0,0,1
1280,profit,2,0,5
1281,sad,0,0,1
1282,Vertex,1,0,0
1283,Monthly,1,0,0
1284,hi,3,0,0
1285,lo,1,0,0
1286,intract,1,0,0
1287,broker,0,0,1
1288,leave,2,0,2
1289,core,1,0,2
1290,daytrade,1,0,0
1291,Free,1,0,0
1292,Net,1,0,0
1293,Africa,1,0,0
1294,ROI,1,0,0
1295,piss,1,0,0
1296,investors,4,0,2
1297,picture,1,0,0
1298,BRILLIANT,1,0,0
1299,Boy-wonder,1,0,0
1300,Zuck,1,0,0
1301,slid,1,0,4
1302,story,0,0,1
1303,unhappy,0,0,1
1304,ending,0,0,1
1305,Typical,0,1,1
1306,Yeah,0,0,1
1307,Pretty,0,0,1
1308,seen,0,0,2
1309,gainers,6,0,0
1310,had,7,0,3
1311,history,2,0,1
1312,lack,0,0,1
1313,shame,0,0,1
1314,Indexes,4,0,0
1315,industry,5,0,0
1316,groups,3,0,0
1317,track,5,0,0
1318,closed,5,0,1
1319,RS,5,0,0
1320,belo_url,0,0,1
1321,Avago,2,0,0
1322,Broadcom,2,0,0
1323,Combine,2,0,0
1324,Billion,3,0,0
1325,Deal,3,0,0
1326,Problem,1,0,1
1327,fund,5,0,0
1328,pullback,1,0,0
1329,anymore,1,0,4
1330,awesomely,1,0,0
1331,Check,1,0,0
1332,mess,2,0,0
1333,shipping,1,0,0
1334,stuf,3,0,0
1335,SOLD,0,0,2
1336,Sorry,0,0,1
1337,late,1,0,2
1338,DropBox,0,0,1
1339,selling,4,0,6
1340,pennies,1,0,1
1341,Just,4,0,2
1342,Box,0,0,1
1343,Book,1,0,0
1344,makes,1,0,1
1345,citing,3,0,0
1346,Steve,1,0,0
1347,he,3,0,0
1348,cracked,1,0,0
1349,code,1,0,0
1350,simplifying,1,0,0
1351,integrating,2,0,0
1352,TV,6,0,0
1353,cloud,3,0,4
1354,Imagine,1,0,1
1355,impact,2,0,0
1356,Southwest,1,0,0
1357,Lowest,1,0,0
1358,Multiple,2,0,0
1359,Ever,1,0,0
1360,Mute,0,0,1
1361,point,9,0,1
1362,hard,1,0,6
1363,landing,0,0,1
1364,bank,1,0,1
1365,collapse,0,0,1
1366,american,0,0,1
1367,apl,0,0,2
1368,products,0,0,2
1369,artist,2,0,0
1370,myself,2,0,0
1371,MM,2,0,0
1372,talk,2,0,0
1373,orchestrated,3,0,0
1374,BS,3,0,0
1375,Jan,2,0,1
1376,straight,2,0,1
1377,Key,0,0,1
1378,reject,0,0,1
1379,Added,2,0,0
1380,Cost,1,0,0
1381,Bounce,3,0,0
1382,OI,2,0,0
1383,pivot,1,0,0
1384,BTO,1,0,0
1385,Apr,1,0,1
1386,ride,2,0,0
1387,ish,1,0,0
1388,PNC,2,0,0
1389,Sachs,5,0,0
1390,Receive,2,0,0
1391,Dividend,5,0,0
1392,Hike,2,0,0
1393,Green,2,0,0
1394,Light,2,0,0
1395,But,3,0,0
1396,Act,2,0,0
1397,):,5,0,0
1398,excited,3,0,0
1399,Monday,2,0,2
1400,commodity,0,0,1
1401,weakness,1,0,3
1402,staple,0,0,1
1403,along,0,0,1
1404,consumer,0,0,3
1405,smalcap,0,0,1
1406,multiple,0,0,1
1407,expansion,1,0,1
1408,algo,0,0,1
1409,recent,2,0,1
1410,Congrats,1,0,1
1411,sells,0,0,2
1412,his,2,0,2
1413,pull,0,0,2
1414,similar,0,0,2
1415,bulish,0,0,1
1416,LOD,0,0,1
1417,mostly,1,0,0
1418,biggest,2,0,1
1419,Crude,0,0,3
1420,Oil,5,0,9
1421,Bears,4,0,5
1422,Take,2,0,3
1423,Clear,0,0,3
1424,Near,4,0,4
1425,Term,0,0,3
1426,Advantage,0,0,3
1427,Short,3,0,14
1428,Position,2,0,0
1429,CNP,1,0,0
1430,Closed,6,0,1
1431,Profit,1,0,0
1432,reason,1,0,2
1433,dog,1,0,1
1434,months,2,0,2
1435,LF,0,0,1
1436,damn,1,0,1
1437,priced,2,0,1
1438,SELL,0,0,4
1439,signal,2,0,2
1440,internals,0,0,2
1441,DOWN,0,0,2
1442,period,1,0,0
1443,Connors,1,0,0
1444,book,1,0,0
1445,strategies,1,0,0
1446,Published,1,0,0
1447,estimate,1,0,0
1448,Estimize,3,0,0
1449,EPS,8,0,1
1450,Revs,1,0,0
1451,compared,3,0,0
1452,Wall,3,0,1
1453,Stret's,1,0,0
1454,consensus,2,0,0
1455,Equity,5,0,0
1456,indexes,4,0,0
1457,working,5,0,0
1458,engulfing,2,0,1
1459,Smal-caps,2,0,0
1460,semis,2,0,0
1461,fakeout,2,0,0
1462,four-year,0,0,1
1463,kept,0,0,1
1464,production,0,0,2
1465,unchanged,0,0,1
1466,sideways,0,1,0
1467,make-up,1,0,0
1468,ugliness,1,0,0
1469,<--,3,0,0
1470,BOOM,1,0,0
1471,P,3,0,3
1472,E,2,0,2
1473,negative,1,0,1
1474,L,1,0,1
1475,hardware,1,0,1
1476,software,1,0,1
1477,product,1,0,2
1478,innovator,1,0,1
1479,cents,0,0,2
1480,averaged,0,0,1
1481,pl,0,0,1
1482,saver,0,0,1
1483,losses,0,0,1
1484,old,1,0,2
1485,il,0,0,1
1486,dips,2,0,1
1487,Plan,2,0,0
1488,Holding,3,0,0
1489,stops,3,0,0
1490,accumulating,2,0,0
1491,pulback,2,0,0
1492,free,1,0,0
1493,brother's,1,0,0
1494,shadow,1,0,0
1495,Ascending,1,0,0
1496,Triangle,3,0,0
1497,minute,4,0,3
1498,Breakout,7,0,0
1499,accumulate,1,0,0
1500,Sets,2,0,0
1501,Up,5,0,1
1502,Part,2,0,0
1503,II,2,0,0
1504,Something,0,1,0
1505,happen,1,1,0
1506,pre,0,1,0
1507,ep,0,1,1
1508,EYES,0,1,0
1509,open,3,1,3
1510,Double,2,0,0
1511,haven,0,0,1
1512,runup,0,0,1
1513,hanging,2,0,2
1514,tough,4,0,0
1515,analyst,3,0,0
1516,upgrades,4,0,0
1517,Coal,3,0,0
1518,poking,1,0,0
1519,head,3,0,1
1520,Here's,9,0,0
1521,candle,1,0,1
1522,Fed,1,0,0
1523,stimulus,1,0,0
1524,kind,1,0,0
1525,defended,1,0,0
1526,Obama,3,0,0
1527,thus,1,0,0
1528,exceptionally,1,0,0
1529,Romney,1,0,0
1530,economy,2,0,0
1531,AP,1,0,0
1532,Caterpillar,1,0,0
1533,posts,1,0,0
1534,percent,2,0,1
1535,steep,1,0,0
1536,global,2,0,0
1537,St,1,0,0
1538,view,2,0,1
1539,Loving,1,0,0
1540,BTU,1,0,0
1541,coal,1,0,0
1542,WLT,1,0,0
1543,exciting,0,1,0
1544,paint,0,1,0
1545,dry,0,1,0
1546,w,2,1,1
1547,Fundamentally,1,0,0
1548,changed,3,0,1
1549,others,3,0,0
1550,whether,1,0,0
1551,NEW,1,0,2
1552,POST,0,0,2
1553,Stares,0,0,2
1554,Abyss,0,0,2
1555,Smartphone,1,0,0
1556,Wars,1,0,0
1557,Wound,1,0,0
1558,Samsung,1,0,0
1559,Nokia,1,0,0
1560,Rallies,1,0,0
1561,Chart,2,0,4
1562,It,5,0,0
1563,CHINA,1,0,0
1564,where,2,0,1
1565,Pay,2,0,0
1566,HERBIE,1,0,0
1567,got,6,0,5
1568,bored,0,0,1
1569,took,0,0,2
1570,proprietary,0,0,1
1571,option,3,0,2
1572,liquidity,0,0,1
1573,lousy,0,0,1
1574,spreads,0,0,1
1575,gained,1,0,0
1576,average,6,0,4
1577,nine,1,0,0
1578,years,5,0,3
1579,Rival,1,0,0
1580,WATCO,1,0,0
1581,eyeing,2,0,0
1582,take-over,1,0,0
1583,JAPAN,4,0,0
1584,EARNINGS,4,0,0
1585,Topix,4,0,0
1586,reported,8,0,0
1587,worst,3,0,1
1588,reasonably,1,0,0
1589,institutional,1,0,0
1590,glamour,1,0,0
1591,least,5,0,2
1592,FB,2,0,0
1593,Bull,2,0,0
1594,Insperity,1,0,0
1595,Gilead,1,0,1
1596,Enough,1,0,0
1597,movement,1,0,0
1598,StockMasters,0,0,1
1599,Debt,0,0,2
1600,once,1,0,1
1601,Keeps,0,0,1
1602,Nice,16,1,18
1603,cup-and-handle,2,0,0
1604,shaping,2,0,0
1605,End-of-day,2,0,0
1606,favors,2,0,0
1607,bail,2,0,0
1608,Greece,2,0,1
1609,Sprint,1,0,0
1610,CFO,1,0,0
1611,Profitability,1,0,0
1612,Lightsquared,1,0,0
1613,Upon,1,0,0
1614,GPS,1,0,0
1615,Clearance,1,0,0
1616,Network,1,0,0
1617,Vision,1,0,0
1618,Flow,1,0,0
1619,Price,1,0,2
1620,Target,3,0,0
1621,Raised,1,0,0
1622,BTIG,1,0,0
1623,Strictly,1,0,0
1624,bounced,1,0,0
1625,MT,1,0,0
1626,Amazing,1,0,1
1627,seeing,3,0,1
1628,everyone,3,0,1
1629,suddenly,1,0,1
1630,touting,1,0,0
1631,covered,2,0,2
1632,dividend,2,0,1
1633,rock,1,0,0
1634,roll,1,0,1
1635,cold,0,0,1
1636,dent,0,0,1
1637,massive,2,0,2
1638,horizontal,1,0,1
1639,rig,0,0,1
1640,Who,1,0,1
1641,knows,0,0,1
1642,Decision,0,1,0
1643,Over,2,1,0
1644,TL,0,1,0
1645,used,3,0,0
1646,trail,1,0,0
1647,Certainly,1,0,0
1648,recently,4,0,0
1649,Posted,1,0,0
1650,gyrating,1,0,0
1651,keeping,1,0,0
1652,float,1,0,1
1653,likely,1,0,1
1654,deep,1,0,1
1655,optimistic,1,0,0
1656,Keeping,1,0,0
1657,Receives,2,0,2
1658,Year,1,0,0
1659,Contract,1,0,0
1660,Saudi,1,0,0
1661,Arabian,1,0,0
1662,Steel,1,0,0
1663,Mill,1,0,0
1664,splat,0,0,1
1665,poor,1,0,1
1666,orders,0,0,1
1667,Prices,0,0,3
1668,Looking,6,0,11
1669,Cheap,0,0,3
1670,EUR,3,0,0
1671,USD,3,0,0
1672,Finding,3,0,0
1673,Support,4,0,0
1674,Level,3,0,0
1675,blocks,0,1,0
1676,Institutional,1,0,0
1677,ownership,4,1,1
1678,Q,2,0,0
1679,purchase,2,0,1
1680,waves,0,0,1
1681,smaller,0,0,1
1682,stk,1,0,0
1683,raised,2,0,0
1684,clearly,1,0,1
1685,teens,0,0,1
1686,momo,0,0,1
1687,leaders,0,0,1
1688,taken,0,0,1
1689,performer,0,0,1
1690,Active,0,0,1
1691,CBOE,0,0,1
1692,charts,3,0,1
1693,illustrate,2,0,0
1694,surprised,1,0,0
1695,Failed,0,0,3
1696,breakouts,3,0,3
1697,Limping,0,0,3
1698,crutches,0,0,3
1699,HLF,0,0,3
1700,Drop,0,0,2
1701,expected,2,0,1
1702,London,0,0,1
1703,traders,1,0,1
1704,opening,1,0,1
1705,stood,0,0,1
1706,zoom,0,0,1
1707,Upgraded,2,0,0
1708,Alpha,1,0,0
1709,Street,2,0,1
1710,Research,3,0,0
1711,chance,4,0,0
1712,expects,1,0,0
1713,decades,1,0,0
1714,became,1,0,0
1715,publicly-listed,1,0,0
1716,worry,1,0,1
1717,Well,2,0,2
1718,white,2,0,1
1719,NUE,2,0,0
1720,STLD,2,0,0
1721,pride,0,0,2
1722,social,0,0,2
1723,media,1,0,3
1724,rolling,0,0,2
1725,through,3,0,4
1726,Strongest,1,0,0
1727,Industrials,1,0,0
1728,bulishnes,1,0,0
1729,Weakest,1,0,0
1730,Love,2,0,1
1731,blood,3,0,1
1732,vampire,0,0,1
1733,bleeding,0,0,2
1734,Candle,1,0,0
1735,(:,1,0,0
1736,Ten,1,0,0
1737,hence,1,0,0
1738,scenario,0,0,2
1739,forward,1,0,3
1740,slowly,1,0,1
1741,falling,1,0,3
1742,everyday,0,0,1
1743,Which,0,0,1
1744,probable,0,0,2
1745,LoL,2,0,2
1746,Updating,1,0,0
1747,LONGS,5,0,0
1748,UP,4,0,1
1749,YOU,4,0,0
1750,beat,4,0,2
1751,Tue,0,0,1
1752,Nov,2,0,2
1753,Go,1,0,1
1754,experience,1,0,0
1755,europeans,1,0,0
1756,keeps,2,0,0
1757,F'ing,1,0,0
1758,Bought,1,0,0
1759,hoping,2,0,1
1760,uptrend,2,0,0
1761,vendetta,0,0,1
1762,researched,0,0,1
1763,GALE,0,0,1
1764,stacks,0,0,1
1765,poorly,0,0,1
1766,insider,0,0,1
1767,posting,0,0,1
1768,facts,0,0,1
1769,Took,1,0,2
1770,hopefully,1,0,2
1771,kneecapped,1,0,1
1772,itself,1,0,1
1773,dirt,1,0,1
1774,base,4,0,1
1775,matter,0,0,1
1776,ahead,5,0,3
1777,nervous,1,0,1
1778,outlook,0,0,2
1779,megaphone,0,0,1
1780,intact,1,0,0
1781,PLUNGING,0,0,1
1782,flush,0,0,2
1783,Called,1,0,0
1784,march,1,0,0
1785,loving,1,0,0
1786,mind,1,0,1
1787,star,1,0,0
1788,Joe,1,0,0
1789,Witine,1,0,0
1790,Longbow,1,0,0
1791,HOLD,1,0,1
1792,NTAP,1,0,0
1793,trouble,1,0,1
1794,Should,4,0,1
1795,Accumulation,1,0,0
1796,showing,3,0,0
1797,accumulation,2,0,0
1798,place,2,0,0
1799,Head,2,0,1
1800,Shoulders,2,0,0
1801,reversal,3,0,1
1802,Gas,1,0,0
1803,Pipleline,1,0,0
1804,Mody's,0,0,2
1805,expiring,1,0,2
1806,FEB,0,0,2
1807,seling,2,0,2
1808,strength,1,0,2
1809,Going,2,0,1
1810,quarterlies,0,0,1
1811,bead,0,0,1
1812,interesting,2,0,1
1813,spec,0,0,1
1814,Ur,0,0,1
1815,penny,0,0,2
1816,scalps,0,0,2
1817,IRS,0,0,1
1818,forget,1,0,0
1819,invest,1,0,0
1820,elon,1,0,0
1821,acjieve,1,0,0
1822,mission,1,0,0
1823,faster,3,0,0
1824,contribute,1,0,0
1825,doubr,1,0,0
1826,Fri,1,0,1
1827,sleep,1,0,0
1828,Close,0,0,1
1829,minuscule,0,0,1
1830,Lost,0,0,1
1831,handsome,0,0,1
1832,Portfolio,4,0,1
1833,YTD,0,0,1
1834,routing,0,0,1
1835,trades,4,0,1
1836,Knight,0,0,1
1837,Receivable,0,0,1
1838,zero,0,0,1
1839,wtsl,1,0,0
1840,strapped,1,0,0
1841,waiting,4,0,1
1842,ceo,1,0,0
1843,announcement,6,0,0
1844,etc,4,0,1
1845,footprint,0,0,1
1846,please,0,0,2
1847,force,1,0,1
1848,afternoon,0,0,1
1849,usual,0,0,1
1850,brutal,0,0,1
1851,lose,0,0,1
1852,ton,2,0,1
1853,means,0,0,3
1854,tank,0,0,1
1855,:-p,0,0,1
1856,Sierra,1,0,0
1857,balance,1,0,1
1858,impressive,1,0,0
1859,ould,1,0,0
1860,wonderful,2,0,0
1861,marriage,1,0,0
1862,min,2,0,1
1863,bolies,1,0,0
1864,Google,7,2,2
1865,Soon,4,0,0
1866,Start,2,0,0
1867,Selling,2,0,7
1868,Chromeboks,2,0,0
1869,Walmart,2,0,0
1870,Staples,2,0,0
1871,Other,2,0,0
1872,Retailers,2,0,0
1873,else,1,0,2
1874,max,0,0,1
1875,pain,0,0,1
1876,Favorite,2,0,0
1877,Trends,2,0,0
1878,Mental-stop,1,0,0
1879,CIEN,1,0,0
1880,broken,5,0,1
1881,Targets,5,0,0
1882,upwards,1,0,0
1883,Time,1,0,4
1884,stomp,0,0,2
1885,dreams,0,0,2
1886,lowest,1,0,3
1887,October,1,0,0
1888,Trades,1,1,0
1889,GTIM,1,1,0
1890,REDF,1,1,0
1891,hope,6,0,0
1892,momentum,1,0,0
1893,movers,1,0,0
1894,bancos,2,0,0
1895,hey,2,0,0
1896,relatively,2,0,0
1897,large,3,0,2
1898,backburner,2,0,0
1899,beautifully,1,0,0
1900,mm,1,0,0
1901,facebok,1,0,0
1902,limit,1,0,0
1903,yourself,1,0,0
1904,losing,1,0,2
1905,shorted,1,0,1
1906,Silver,1,0,0
1907,enjoy,1,0,0
1908,started,2,0,0
1909,AG,1,0,0
1910,AT,0,0,2
1911,T,0,0,1
1912,Issues,0,0,2
1913,Statement,0,0,1
1914,Ceiling,0,0,1
1915,Potential,3,0,1
1916,Government,0,0,1
1917,Default,0,0,1
1918,spot,0,0,1
1919,thanks,2,0,1
1920,sanity,0,0,1
1921,amidst,0,0,1
1922,cheerleading,0,0,1
1923,ONE,0,0,1
1924,cheerleaders,0,0,1
1925,show,1,0,1
1926,actual,0,0,1
1927,valuation,0,0,4
1928,Ready,3,0,0
1929,OFF,1,0,0
1930,savy,1,0,1
1931,Daily,3,0,1
1932,though,5,0,1
1933,Stoch,1,0,0
1934,lowball,0,0,1
1935,offer,2,0,1
1936,CC,1,0,0
1937,lift,3,0,0
1938,manipulation,1,0,0
1939,overall,2,0,0
1940,improve,1,0,0
1941,surely,1,0,0
1942,indicators,2,0,0
1943,Erin,1,0,0
1944,Murphy,1,0,0
1945,Piper,1,0,0
1946,Jafray,1,0,0
1947,longer,2,0,0
1948,quickie,1,0,0
1949,stay,1,0,0
1950,lighter,1,0,0
1951,finance,1,0,0
1952,launch,1,0,0
1953,screens,2,0,0
1954,longs,3,0,1
1955,soars,3,0,0
1956,pre-market,3,0,1
1957,rumors,7,0,0
1958,she,4,0,0
1959,stake,4,0,0
1960,LOL,4,0,0
1961,bias,2,0,0
1962,This,4,0,3
1963,PAIN,0,0,1
1964,crazy,1,0,0
1965,engineered,1,0,0
1966,ut,2,0,0
1967,confidence,1,0,0
1968,prev,1,0,0
1969,beta,1,0,1
1970,unfilled,0,0,1
1971,ended,0,0,1
1972,praise,1,0,0
1973,god,1,0,1
1974,riding,1,0,0
1975,ya,1,0,0
1976,xoma,0,0,1
1977,blurb,1,0,0
1978,knives,1,0,0
1979,Wait,0,0,1
1980,downturn,0,0,1
1981,confirm,0,0,1
1982,Institutions,2,0,0
1983,seem,3,0,0
1984,class,4,0,0
1985,Own,2,0,0
1986,DVR,2,0,0
1987,AM,1,0,1
1988,found,0,0,1
1989,bigies,1,0,0
1990,must,6,0,1
1991,loading,1,0,0
1992,wkly,1,0,1
1993,Inverse,2,0,0
1994,forming,1,0,0
1995,triggers,2,0,0
1996,PO,1,0,0
1997,Weird,1,0,0
1998,Embarrassing,0,0,1
1999,signing,0,0,1
2000,users,7,0,1
2001,Same,0,0,2
2002,expectations,0,0,2
2003,Possible,1,0,0
2004,Neckline,1,0,0
2005,Fork,1,0,0
2006,congestion,1,0,0
2007,CLOSED,1,0,0
2008,GREN,1,0,0
2009,BULLISH,1,0,0
2010,Lol,1,0,0
2011,bumping,0,0,1
2012,declining,0,0,1
2013,overhead,0,0,1
2014,Then,0,0,1
2015,brother,0,0,1
2016,:(,0,0,1
2017,strange,1,0,0
2018,comments,3,0,0
2019,Was,1,0,0
2020,thinking,2,0,0
2021,acting,1,0,0
2022,against,2,0,1
2023,Weekly,2,2,0
2024,cut,0,1,0
2025,consider,1,0,0
2026,improving,1,0,0
2027,Yes,1,0,0
2028,everything,1,0,1
2029,World,1,0,0
2030,fine,8,0,0
2031,Brent,0,0,1
2032,WTI,0,0,1
2033,hahaha,0,0,1
2034,yes,0,0,1
2035,Upstream,1,0,0
2036,MLP,1,0,0
2037,ranked,1,0,0
2038,estimated,1,0,0
2039,tax,1,0,3
2040,undiscounted,1,0,0
2041,BBEP,1,0,0
2042,Looks,4,0,3
2043,Like,1,0,0
2044,sma,1,0,0
2045,fib,1,0,0
2046,int,1,0,0
2047,reports,1,0,0
2048,CHUNK,0,0,1
2049,OF,0,0,3
2050,DEC,0,0,1
2051,PUTS,0,0,1
2052,BOUGHT,0,0,1
2053,¢,0,0,1
2054,OPENING,1,0,1
2055,Yet,0,0,2
2056,quick,2,0,0
2057,FED,1,0,0
2058,supports,1,0,1
2059,true,0,0,1
2060,using,1,0,1
2061,plenty,1,0,1
2062,reverse,0,0,3
2063,ETF's,0,0,1
2064,alternative,0,0,1
2065,bubble,0,0,1
2066,creation,0,0,1
2067,conviction,4,0,0
2068,competitors,1,0,0
2069,successor,1,0,0
2070,Northern,1,0,0
2071,Telecom,1,0,0
2072,competent,1,0,0
2073,leadership,2,0,0
2074,ICYMI,0,0,1
2075,come,1,0,2
2076,tired,0,0,1
2077,traction,1,0,0
2078,capture,0,0,2
2079,surpassed,0,0,1
2080,BB,2,0,2
2081,ka,0,0,1
2082,Android,0,0,1
2083,Rowan,1,0,0
2084,Expands,1,0,0
2085,Share,1,0,0
2086,Repurchase,1,0,0
2087,Program,1,0,0
2088,rush,1,0,1
2089,give,2,0,0
2090,Play,8,0,0
2091,safe,1,0,0
2092,pretty,5,0,3
2093,attractive,2,0,0
2094,versus,3,0,0
2095,Or,2,0,0
2096,SOX,2,0,0
2097,earning,2,0,0
2098,Small,1,0,1
2099,interested,1,0,0
2100,options,2,0,0
2101,worthless,1,0,0
2102,gapping,1,0,0
2103,revenue,3,0,2
2104,train,1,0,0
2105,cellar,1,0,0
2106,confirmation,1,0,0
2107,bye,2,0,0
2108,Samy,1,0,0
2109,Hello,1,0,0
2110,Beautiful,1,0,0
2111,pointing,1,0,0
2112,Solid,1,0,0
2113,congress,1,0,0
2114,f,1,0,0
2115,cking,1,0,0
2116,round,0,0,2
2117,ladders,0,0,2
2118,triplying,0,0,2
2119,such,2,0,0
2120,stomach,0,0,1
2121,left,1,0,1
2122,extremely,0,0,1
2123,sensitive,1,0,1
2124,nasdaq,0,0,1
2125,Men,1,0,0
2126,screen,1,0,0
2127,severe,1,0,0
2128,guy,1,0,1
2129,made,4,0,1
2130,killing,0,0,1
2131,couple,1,0,1
2132,stuff,1,0,0
2133,STO,0,0,1
2134,note,0,0,1
2135,buyers,0,0,2
2136,staying,1,0,0
2137,Systems,0,0,1
2138,D,0,0,1
2139,Ratings,0,0,3
2140,Downgrade,0,0,3
2141,Today,14,0,2
2142,Jeferies,0,0,1
2143,till,1,0,1
2144,closer,0,0,2
2145,inspection,0,0,1
2146,Resistance,0,0,2
2147,north,0,0,1
2148,downward,0,0,1
2149,RIP,0,0,1
2150,Wake,0,0,1
2151,worth,3,0,4
2152,assets,1,0,0
2153,NOT,1,0,0
2154,energy,2,0,0
2155,completes,1,0,0
2156,ICOA,1,0,0
2157,continuation,1,0,0
2158,actively,0,0,1
2159,Shoulder,0,0,1
2160,progress,2,0,1
2161,Miners,1,2,0
2162,Index,0,2,1
2163,both,2,0,3
2164,reporting,2,0,0
2165,reward,2,0,1
2166,rallied,1,0,0
2167,Housing,1,0,0
2168,Sector,12,0,0
2169,beaten,0,0,1
2170,hated,0,0,1
2171,hm,1,0,1
2172,opposite,0,0,1
2173,happens,0,0,1
2174,beats,2,0,0
2175,sees,3,0,0
2176,adj-EPS,1,0,0
2177,cons,2,0,0
2178,played,1,0,0
2179,Why,6,0,1
2180,credit,2,0,0
2181,spread,2,0,1
2182,Call,8,0,0
2183,hitting,0,0,1
2184,sight,0,0,1
2185,twtr,0,0,1
2186,pushed,0,0,1
2187,jack,0,0,1
2188,monkey's,0,0,1
2189,sedond,0,0,1
2190,somewhere,0,0,1
2191,Yep,0,0,1
2192,lowered,0,0,1
2193,SMI,1,0,0
2194,data,3,2,0
2195,investor,2,0,0
2196,relations,1,0,0
2197,under,2,1,4
2198,initiate,1,0,0
2199,Waiting,1,0,0
2200,feedback,1,0,0
2201,Elon,1,0,1
2202,Musk,2,0,1
2203,’,4,0,1
2204,Comparision,0,0,1
2205,UNLES,1,0,0
2206,europe,2,0,0
2207,falls,1,0,0
2208,otherwise,1,0,0
2209,folks,1,0,0
2210,wake,2,0,0
2211,done,2,0,2
2212,copious,0,0,1
2213,research,0,0,1
2214,thesis,0,0,1
2215,Typed,0,0,1
2216,Stream,1,0,0
2217,brave,1,0,0
2218,BILLIONS,1,0,0
2219,mini,1,0,1
2220,sub,1,0,0
2221,Modest,1,0,0
2222,selection,1,0,0
2223,attempted,1,0,0
2224,topping,0,0,1
2225,tail,0,0,1
2226,NaturalGas,0,0,1
2227,Settles,0,0,1
2228,Low,1,0,1
2229,WTF,1,0,0
2230,complaining,1,0,0
2231,playing,1,0,1
2232,emotions,1,0,0
2233,MEN,1,0,0
2234,IMHO,1,0,0
2235,hang,1,0,1
2236,bux,0,0,1
2237,solid,1,0,0
2238,extreme,0,0,1
2239,bowl,0,0,1
2240,cherries,0,0,1
2241,setting,0,0,2
2242,behind,1,0,0
2243,Corzin,0,0,1
2244,hghst,0,0,1
2245,ex-dividend,0,0,1
2246,Covered,4,0,0
2247,shopped,2,0,0
2248,Black,6,0,1
2249,retailers,2,0,4
2250,whose,2,0,0
2251,own,2,0,0
2252,Luv,2,0,0
2253,shop,2,0,0
2254,online,4,0,0
2255,jammers,4,0,0
2256,went,1,0,1
2257,ask,0,0,1
2258,medium,1,0,0
2259,buddy,1,0,0
2260,NFLX,2,0,0
2261,Toxic,0,0,1
2262,Raising,0,0,1
2263,Red,0,0,1
2264,Flags,0,0,1
2265,Week,3,0,1
2266,sweet,1,0,0
2267,ST,1,0,0
2268,runner,2,0,0
2269,jigines,1,0,0
2270,waking,1,0,0
2271,Multi-year,2,0,0
2272,fast,0,0,3
2273,dive,0,0,1
2274,Fast,0,0,1
2275,pi,1,0,0
2276,cpi,1,0,0
2277,Comods,1,0,0
2278,super,1,0,0
2279,revisit,1,0,0
2280,bus,1,0,0
2281,FMF,0,0,1
2282,Hedge,0,0,1
2283,Fund,0,0,1
2284,Exposure,0,0,1
2285,Can,1,0,3
2286,sharks,0,0,1
2287,trust,0,0,1
2288,raise,2,0,0
2289,Questcor,1,0,0
2290,Increases,1,0,0
2291,Quarterly,1,0,0
2292,Ichimoku,0,0,1
2293,Sept,0,0,1
2294,release,1,0,1
2295,producing,1,0,0
2296,Xover,1,0,0
2297,use,2,0,0
2298,Stop,2,0,1
2299,Baltic,0,0,1
2300,Dry,0,0,1
2301,Amazon,2,0,1
2302,declares,1,0,0
2303,ever,2,0,0
2304,Cyber,1,0,0
2305,Kindle,1,0,1
2306,family,1,0,0
2307,Engadget,1,0,0
2308,CEO,1,0,2
2309,CRM,1,0,0
2310,VOIP,1,0,0
2311,idy,1,0,0
2312,Holy,1,0,0
2313,batman,1,0,0
2314,plan,1,0,0
2315,comes,2,0,0
2316,together,3,0,0
2317,picks,2,0,0
2318,breaks,0,0,3
