,Word,num_occurrences
1719,fertilizers,6
1720,fetus,89
1721,fever,300
1722,fewer,7
1723,fibers,204
1724,fibrous,99
1725,field,552
1726,fields,92
1727,fierce,13
1728,fifth,81
1729,figure,175
1730,filaments,36
1731,file,125
1732,filings,0
1733,fill,59
1734,filled,184
1735,filling,56
1736,fills,26
1737,filter,42
1738,filtered,0
1739,filterpaper,0
1740,filtration,8
1741,final,136
1742,finally,11
1743,financial,203
1744,find,60
1745,finding,39
1746,findings,10
1747,finds,17
1748,fine,212
1749,finger,113
1750,fingerprints,9
1751,finish,65
1752,finished,25
1753,finishing,33
1754,fins,111
1755,fir,97
1756,fire,424
1757,fires,51
1758,fireworks,7
1759,first,1363
1760,firstaid,2
1761,firstlevel,0
1762,fish,973
1763,fisheries,1
1764,fishing,95
1765,fission,38
1766,fit,60
1767,five,183
1768,fixation,22
1769,fixed,231
1770,flagellum,8
1771,flame,65
1772,flammable,67
1773,flares,3
1774,flash,47
1775,flashlight,9
1776,flat,530
1777,flats,14
1778,flattened,135
1779,flawed,0
1780,flew,5
1781,flexibility,11
1782,flexible,152
1783,flickers,0
1784,flies,126
1785,flight,202
1786,flipping,5
1787,float,38
1788,floating,111
1789,floats,19
1790,flood,44
1791,flooded,9
1792,flooding,13
1793,floor,169
1794,floors,16
1795,florida,310
1796,flosses,0
1797,flossing,0
1798,flour,147
1799,flourish,12
1800,flow,321
1801,flower,666
1802,flowering,167
1803,flowers,5277
1804,flowing,106
1805,flows,386
1806,fluctuate,0
1807,fluctuations,20
1808,fluid,275
1809,fluids,53
1810,fluorescent,28
1811,fluorine,14
1812,fly,195
1813,flying,147
1814,foam,18
1815,focused,12
1816,focuses,21
1817,fog,15
1818,folded,47
1819,folding,64
1820,follow,39
1821,followed,494
1822,following,206
1823,follows,72
1824,food,1152
1825,foods,96
1826,football,209
1827,footprint,5
1828,force,657
1829,forces,343
1830,forecast,7
1831,forecasting,4
1832,foreign,188
1833,forest,138
1834,forested,9
1835,forests,92
1836,fork,21
1837,form,1804
1838,formation,230
1839,formations,16
1840,formed,653
1841,forming,320
1842,forms,547
1843,formula,40
1844,formulating,9
1845,forth,69
1846,forward,135
1847,fossil,124
1848,fossilization,3
1849,fossilized,2
1850,fossils,16
1851,found,1143
1852,four,508
1853,fourchambered,0
1854,fourmonth,0
1855,fox,106
1856,fractured,2
1857,fracturing,1
1858,freckles,0
1859,free,325
1860,freely,76
1861,freeze,14
1862,freezer,2
1863,freezes,5
1864,freezing,44
1865,frequencies,33
1866,frequency,133
1867,frequent,39
1868,fresh,176
1869,freshwater,304
1870,friction,67
1871,frictional,3
1872,frictionless,2
1873,friend,54
1874,friendly,44
1875,friends,32
1876,frog,107
1877,frogs,51
1878,front,354
1879,frosted,4
1880,frozen,44
1881,fruit,1402
1882,fruits,456
1883,frying,13
1884,ft,13
1885,fuel,141
1886,fueled,2
1887,fuelefficient,0
1888,fueling,1
1889,fuels,13
1890,full,153
1891,fully,41
1892,function,335
1893,functioning,57
1894,functions,120
1895,fungi,524
1896,fungus,373
1897,funnel,10
1898,fur,167
1899,furniture,145
1900,fuses,7
1901,fusion,43
1902,future,154
1903,fwc,0
1904,g,60
1905,gabbro,1
1906,gain,119
1907,gained,44
1908,gains,30
1909,galaxies,11
1910,galaxy,22
1911,galilei,3
1912,galileo,11
1913,gallbladder,9
1914,gallons,10
1915,gamete,15
1916,gametes,37
1917,gametophyte,11
1918,garbage,28
1919,garcia,2
1920,garden,261
1921,gardens,33
1922,gas,499
1923,gaseous,44
1924,gases,109
1925,gasoline,93
1926,gasolinefueled,0
1927,gasolinepowered,0
1928,gather,19
1929,gathered,22
1930,gauge,62
1931,gauges,0
1932,gave,55
1933,gcm,0
1934,gemini,14
1935,gene,115
1936,general,567
1937,generally,170
1938,generate,16
1939,generated,46
1940,generation,57
1941,generations,15
1942,generous,13
1943,genes,67
1944,genetic,104
1945,genetically,27
1946,genome,20
1947,genotype,15
1948,genotypes,0
1949,genus,10254
1950,geode,1
1951,geographic,23
1952,geographical,56
1953,geographically,1
1954,geologic,8
1955,geological,66
1956,geologist,13
1957,geologists,0
1958,geology,75
1959,georgia,83
1960,geothermal,1
1961,germination,12
1962,get,100
1963,gets,10
1964,getting,62
1965,giant,177
1966,giants,6
1967,gibbous,0
1968,gill,22
1969,gills,98
1970,girl,122
1971,girls,19
1972,giselle,0
1973,give,183
1974,given,627
1975,gives,184
1976,giving,215
1977,glacial,21
1978,glaciation,15
1979,glacier,30
1980,glaciers,12
1981,glands,124
1982,glass,354
1983,glasses,9
1984,glassware,7
1985,global,18
1986,globe,63
1987,glories,0
1988,gloves,3
1989,glowed,0
1990,glucose,32
1991,glue,19
1992,glycerol,21
1993,gml,0
1994,go,87
1995,goat,82
1996,goats,47
1997,goes,74
1998,goggles,2
1999,going,84
2000,gold,232
2001,golden,242
2002,goldfish,8
2003,gone,9
2004,good,365
2005,got,1
2006,gradual,68
2007,gradually,44
2008,graduated,35
2009,grains,96
2010,gram,44
2011,grams,45
2012,granite,26
2013,granulated,6
2014,granules,14
2015,grape,122
2016,graph,15
2017,graphs,4
2018,grass,805
2019,grasses,167
2020,grasshopper,14
2021,grassland,22
2022,grasslands,34
2023,grassy,34
2024,gravel,34
2025,gravitational,40
2026,gravity,74
2027,gray,78
2028,grazing,44
2029,great,870
2030,greater,155
2031,greatest,79
2032,greatly,35
2033,greece,171
2034,greeks,52
2035,green,1016
2036,greener,2
2037,greenhouse,32
2038,greta,2
2039,grew,7
2040,grilling,1
2041,grinding,51
2042,grocery,10
2043,ground,722
2044,groundwater,1
2045,group,1679
2046,grouped,8
2047,groups,252
2048,grouse,74
2049,grow,95
2050,growing,303
2051,grown,702
2052,grows,128
2053,growth,284
2054,guanine,7
2055,guess,5
2056,guide,82
2057,guinea,168
2058,gulf,326
2059,gull,34
2060,gum,243
2061,gymnasium,4
2062,h,60
2063,habit,67
2064,habitat,8
2065,habitats,58
2066,habits,18
2067,hail,12
2068,hailstorm,2
2069,hair,446
2070,hairs,107
2071,half,221
2072,halve,0
2073,hammer,59
2074,hand,470
2075,handle,171
2076,hands,169
2077,handwriting,28
2078,happen,36
2079,happened,14
2080,happens,43
2081,hard,780
2082,hardest,2
2083,hardness,17
2084,hardware,33
2085,harm,46
2086,harmed,2
2087,harmful,37
2088,harnessing,0
2089,harsh,40
2090,hartley,2
2091,harvest,27
2092,harvested,15
2093,hat,153
2094,hatch,21
2095,hatching,4
2096,hawaii,69
2097,hawk,66
2098,hawks,18
2099,hay,124
2100,hazardous,10
2101,hcl,1
2102,headaches,1
2103,heading,24
2104,heal,7
2105,heals,4
2106,health,194
2107,healthier,0
2108,healthy,48
2109,hear,10
2110,heard,38
2111,hearing,87
2112,heart,467
2113,heat,333
2114,heated,77
2115,heater,37
2116,heating,85
2117,heats,4
2118,heavier,3
2119,heavy,500
2120,height,86
2121,heights,11
2122,held,283
2123,helens,6
2124,helium,25
2125,heliumfilled,0
2126,helmet,46
2127,help,99
2128,helped,68
2129,helpful,15
2130,helps,93
2131,hematite,6
2132,hemisphere,350
2133,henri,27
2134,herbicides,4
2135,herbivore,5
2136,herbivores,0
2137,herd,21
2138,heredity,22
2139,herring,42
2140,heterotroph,1
2141,heterotrophs,0
2142,heterozygous,1
2143,hibernate,0
2144,hibernation,4
2145,hidden,29
2146,hide,30
2147,high,902
2148,higher,188
2149,highest,214
2150,highly,357
2151,highpressure,0
2152,hill,73
2153,hills,48
2154,hillside,4
2155,himalayas,53
2156,hind,123
2157,hire,19
2158,history,162
2159,hit,101
2160,hitting,68
2161,hold,299
2162,holding,330
2163,holds,275
2164,hole,197
2165,holes,108
2166,hollow,167
2167,home,328
2168,homeostasis,1
2169,homes,12
2170,homework,2
2171,homologous,15
2172,homozygous,8
2173,horizontal,176
2174,horizontally,22
2175,hormone,201
2176,horse,432
2177,horses,184
2178,horseshoe,36
2179,hospitals,6
2180,hot,264
2181,hotter,0
2182,hottest,0
2183,hour,76
2184,hourly,0
2185,hours,73
2186,house,472
2187,household,70
2188,houseplant,63
2189,houses,62
2190,however,3
2191,human,765
2192,humans,243
2193,humid,6
2194,humidity,11
2195,humus,14
2196,hundred,48
2197,hungry,1
2198,hunt,51
2199,hunted,8
2200,hunting,95
2201,hunts,21
2202,hurricane,9
2203,hurricanes,2
2204,hybrid,75
2205,hydraulic,24
2206,hydroelectric,6
2207,hydroelectricity,1
2208,hydrogen,140
2209,hydropower,0
2210,hydrosphere,3
2211,hydroxide,37
2212,hypotheses,9
2213,hypothesis,21
2214,hypothesized,8
2215,hypothesizes,0
2216,hzn,0
2217,ice,320
2218,iced,8
2219,idea,112
2220,ideas,155
2221,identical,39
2222,identification,84
2223,identified,90
2224,identify,42
2225,igneous,21
2226,ignited,9
2227,ill,59
2228,illness,81
2229,illuminating,5
2230,illustrated,9
2231,illustrates,1
2232,image,186
2233,images,100
2234,imbalance,9
2235,immediately,71
2236,immune,94
2237,immunity,60
2238,immunodeficiencies,0
2239,impact,50
2240,impacts,3
2241,implement,100
2242,importance,114
2243,important,596
2244,importation,3
2245,impossible,34
2246,improve,59
2247,improved,13
2248,improves,9
2249,improving,25
2250,impulse,45
2251,impulses,52
2252,impurities,24
2253,inability,110
2254,incandescent,7
2255,incisions,7
2256,incline,4
2257,include,91
2258,included,351
2259,includes,427
2260,including,718
2261,incomplete,45
2262,inconsistent,4
2263,increase,209
2264,increased,58
2265,increases,87
2266,increasing,48
2267,indefinite,45
2268,independent,257
2269,india,571
2270,indicate,159
2271,indicated,38
2272,indicates,88
2273,indication,50
2274,indicator,69
2275,individual,262
2276,individuals,124
2277,indoor,13
2278,industrial,244
2279,industries,20
2280,industry,158
2281,inertia,3
2282,inexhaustible,0
2283,inexpensive,27
2284,infected,62
2285,infecting,3
2286,infection,293
2287,infectious,111
2288,inference,11
2289,inferred,25
2290,infiltration,6
2291,inflate,6
2292,influence,176
2293,influenced,110
2294,influences,16
2295,inform,0
2296,information,669
2297,informed,3
2298,infrared,35
2299,ingredients,27
2300,inhabit,24
2301,inhabitant,325
2302,inhabited,23
2303,inhale,2
2304,inherit,7
2305,inheritance,31
2306,inherited,81
2307,initial,43
2308,initially,12
2309,injuries,13
2310,inland,42
2311,inner,171
2312,inorganic,12
2313,input,57
2314,inquiring,3
2315,inquiry,24
2316,insect,225
2317,insecticide,28
2318,insecticides,7
2319,insects,336
2320,insert,13
2321,inside,203
2322,insoluble,30
2323,instead,108
2324,instructions,60
2325,instruments,112
2326,insulated,11
2327,insulation,16
2328,insulator,7
2329,insulin,72
2330,integumentary,1
2331,intelligence,294
2332,intelligent,23
2333,intended,415
2334,intense,159
2335,intensified,1
2336,intensifies,0
2337,interact,16
2338,interacted,0
2339,interaction,62
2340,interbreed,1
2341,interfere,7
2342,interference,27
2343,interior,113
2344,internal,230
2345,internet,39
2346,interpret,13
2347,interrupts,24
2348,intervals,50
2349,interviews,3
2350,intestine,56
2351,intestines,78
2352,introduce,10
2353,introduced,275
2354,introduction,52
2355,intrusive,9
2356,invading,24
2357,invalid,14
2358,invasion,56
2359,invasive,20
2360,invented,109
2361,invention,25
2362,invertebrate,11
2363,invertebrates,29
2364,investigate,6
2365,investigated,1
2366,investigates,20
2367,investigating,1
2368,investigation,51
2369,investigations,13
2370,involve,25
2371,iodine,49
2372,ion,58
2373,irene,1
2374,iron,416
2375,irregular,94
2376,irregularly,21
2377,island,519
2378,islands,529
2379,isotope,33
2380,isotopes,14
2381,issued,137
2382,issues,53
2383,item,86
2384,items,110
2385,ivy,35
2386,j,40
2387,jackrabbit,11
2388,jake,0
2389,janitor,4
2390,january,38
2391,jar,33
2392,jars,0
2393,jaws,76
2394,jefferson,23
2395,jenny,12
2396,jeremy,4
2397,jerry,3
2398,jet,68
2399,jetfueled,0
2400,jetpowered,0
2401,jewelry,90
2402,jo,0
2403,jobs,28
2404,jog,8
2405,john,481
2406,join,73
2407,joining,51
2408,jordan,50
2409,joshua,10
2410,joules,5
2411,journal,23
2412,juice,242
2413,july,33
2414,jump,62
2415,jumping,63
2416,june,46
2417,jupiter,37
2418,k,49
2419,kangaroo,48
2420,kangaroos,19
2421,kcl,8
2422,kclo,1
2423,keen,9
2424,keep,100
2425,keeps,72
2426,kentucky,47
2427,kept,141
2428,kernels,45
2429,keys,33
2430,kg,2
2431,kicked,6
2432,kicks,7
2433,kidney,107
2434,kidneys,33
2435,kids,1
2436,kill,63
2437,killed,102
2438,kills,49
2439,kilogram,35
2440,kilometer,5
2441,kilometers,14
2442,kilowatts,0
2443,kind,394
2444,kinds,56
2445,kinetic,16
2446,kingdom,306
2447,kira,0
2448,kit,33
2449,kitchen,80
2450,kitchens,0
2451,kite,25
2452,kitten,2
2453,km,6
2454,kmh,1
2455,kmsec,0
2456,knife,106
2457,knitted,13
2458,know,40
2459,knowledge,279
2460,known,579
2461,l,24
2462,lab,10
2463,label,17
2464,labeled,2
2465,laboratory,78
2466,lack,343
2467,lacks,46
2468,lactic,13
2469,laid,69
2470,lake,385
2471,lakes,119
2472,lamp,149
2473,land,615
2474,landdwelling,0
2475,landfill,2
2476,landfills,0
2477,landforms,0
2478,landing,68
2479,lands,29
2480,landscape,39
2481,landscaping,2
2482,landslide,4
2483,landslides,0
2484,language,1282
2485,large,4371
2486,largemouth,8
2487,larger,244
2488,largescale,3
2489,largest,787
2490,larva,74
2491,larval,28
2492,las,4
2493,lasers,7
2494,last,277
2495,lasts,22
2496,late,175
2497,later,233
2498,latest,16
2499,latex,28
2500,latitude,34
2501,laundry,19
2502,lava,20
2503,law,1008
2504,lawn,61
2505,lawns,25
2506,laws,159
2507,lay,26
2508,layer,251
2509,layers,94
2510,laying,29
2511,lays,22
2512,leaching,9
2513,lead,201
2514,leading,219
2515,leaf,437
2516,leafeating,4
2517,leaks,2
2518,lean,47
2519,learn,24
2520,learned,56
2521,learning,80
2522,learns,8
2523,least,92
2524,leather,171
2525,leave,58
2526,leaves,3333
2527,leaving,44
2528,led,284
2529,left,344
2530,leg,199
2531,legs,302
2532,lemon,117
2533,lemonade,5
2534,length,306
2535,lens,189
2536,lenses,24
2537,leopard,23
2538,less,307
2539,lets,5
2540,letter,286
2541,letting,7
2542,level,295
2543,levels,70
2544,lever,62
2545,library,85
2546,lick,6
2547,lid,29
2548,lie,31
2549,life,671
2550,lifecycle,0
2551,lifting,38
2552,light,1271
2553,lightbulb,2
2554,lighter,30
2555,lightning,39
2556,lights,31
2557,lightweight,77
2558,lightyear,2
2559,lightyears,1
2560,like,667
2561,likelihood,11
2562,likely,31
2563,likes,13
2564,limbs,134
2565,lime,68
2566,limestone,38
2567,limit,84
2568,limited,99
2569,limiting,31
2570,limits,59
2571,line,1085
2572,lined,24
2573,lines,268
2574,lining,93
2575,linked,57
2576,lion,61
2577,lions,31
2578,lipid,21
2579,liquid,643
2580,liquids,71
2581,lisa,0
2582,list,155
2583,lists,8
2584,lit,4
2585,liter,23
2586,liters,19
2587,lithium,16
2588,lithosphere,1
2589,lithospheric,0
2590,litmus,14
2591,litter,19
2592,little,302
2593,livable,3
2594,live,206
2595,lived,85
2596,liver,180
2597,lives,198
2598,livestock,111
2599,living,787
2600,lizard,156
2601,load,49
2602,local,191
2603,located,448
2604,location,171
2605,locations,28
2606,lodges,2
2607,log,45
2608,loggerhead,9
2609,loggers,1
2610,logging,4
2611,long,1788
2612,longer,115
2613,longest,50
2614,longitude,15
2615,longitudinal,32
2616,longterm,23
2617,look,52
2618,looked,0
2619,looking,53
2620,looks,36
2621,loose,225
2622,loosen,3
2623,lose,17
2624,loses,19
2625,losing,19
2626,loss,358
2627,lost,91
2628,lot,29
2629,lotion,25
2630,lots,26
2631,loud,180
2632,louisiana,45
2633,low,605
2634,lower,423
2635,lowered,37
2636,lowers,17
2637,lowest,129
2638,lowpressure,0
2639,lumber,48
2640,lumps,9
2641,lunar,24
2642,lung,72
2643,lungs,136
2644,lustrous,48
2645,lyse,0
2646,lysosome,1
2647,lysosomes,0
2648,lysozyme,1
2649,machine,383
2650,machines,33
2651,macromolecule,2
2652,macromolecules,3
2653,made,2136
2654,magma,6
2655,magnesium,60
2656,magnet,45
2657,magnetic,309
2658,magnetism,33
2659,magnetizing,0
2660,magnets,7
2661,magnification,6
2662,magnifying,8
2663,main,306
2664,maine,53
2665,mainly,198
2666,maintain,79
2667,maintaining,45
2668,maintains,67
2669,major,499
2670,majority,29
2671,make,511
2672,makes,463
2673,makeup,31
2674,making,786
2675,malleable,30
2676,mammal,215
2677,mammals,233
2678,man,693
2679,manage,12
2680,management,114
2681,mangrove,21
2682,manipulated,3
2683,mantle,36
2684,manufacture,56
2685,manufactured,36
2686,manufacturers,13
2687,manufacturing,81
2688,many,968
2689,map,59
2690,maps,22
2691,marble,26
2692,march,81
2693,margin,77
2694,margins,28
2695,marie,42
2696,marigolds,11
2697,marine,479
2698,marked,288
2699,marker,21
2700,market,198
2701,marketing,19
2702,markings,94
2703,mars,27
2704,marsh,116
2705,marshall,32
2706,marshmallows,0
2707,marshy,35
2708,marta,1
2709,martin,60
2710,martins,5
2711,mary,135
2712,maryland,41
2713,masks,13
2714,mass,436
2715,massachusetts,73
2716,masses,86
2717,massive,71
2718,mat,53
2719,match,76
2720,matched,9
2721,matches,13
2722,matching,22
2723,mate,17
2724,material,658
2725,materials,161
2726,mates,2
2727,mathematical,108
2728,mating,11
2729,matt,2
2730,matter,401
2731,maturation,8
2732,mature,111
2733,matures,4
2734,maximum,78
2735,maxwell,8
2736,may,353
2737,maze,2
2738,meadow,65
2739,meal,137
2740,meals,36
2741,mean,78
2742,means,320
2743,measurable,9
2744,measure,274
2745,measured,136
2746,measurement,104
2747,measurements,30
2748,measures,85
2749,measuring,276
2750,meat,330
2751,meats,44
2752,mechanical,218
2753,mechanism,130
2754,media,39
2755,median,15
2756,medication,36
2757,medications,3
2758,medicine,410
2759,medicines,36
2760,medium,244
2761,meet,87
2762,meetings,14
2763,meiosis,23
2764,melinda,0
2765,melt,12
2766,melted,21
2767,melting,24
2768,melts,11
2769,meltwater,2
2770,members,240
2771,membrane,194
2772,membranebound,4
2773,membranes,46
2774,men,215
2775,mesophyll,0
2776,message,116
2777,messages,65
2778,messenger,29
2779,metabolic,51
2780,metabolism,114
2781,metal,683
2782,metals,62
2783,metamorphic,19
2784,metamorphosis,22
2785,metaphase,2
2786,meteor,10
2787,meteorite,8
2788,meteoroids,1
2789,meteorologist,1
2790,meteors,2
2791,meter,104
2792,meters,74
2793,methane,13
2794,method,239
2795,methods,65
2796,mexico,797
2797,mg,7
2798,mgbr,0
2799,mgcl,0
2800,mh,0
2801,miami,8
2802,mice,64
2803,michael,16
2804,michigan,61
2805,miconia,0
2806,microorganism,27
2807,microorganisms,58
2808,microphone,27
2809,microscope,50
2810,microscopes,8
2811,midday,7
2812,middle,390
2813,midnight,27
2814,midocean,0
2815,might,49
2816,migrate,16
2817,migrated,15
2818,migrates,15
2819,migrating,1
2820,migration,21
2821,migratory,28
2822,mild,145
2823,mileage,9
2824,miles,118
2825,milk,308
2826,milky,102
2827,milliliter,1
2828,milliliters,0
2829,millimeter,11
2830,millimeters,3
2831,millions,6
2832,mills,4
2833,mimic,17
2834,mina,1
2835,mine,92
2836,mineral,254
2837,minerals,77
2838,mining,43
2839,minutes,35
2840,mirror,61
2841,mirrors,6
2842,missing,31
2843,missy,1
2844,mistakes,12
2845,mitochondria,4
2846,mitochondrion,2
2847,mitosis,13
2848,mitotic,2
2849,mix,22
2850,mixed,159
2851,mixer,17
2852,mixes,17
2853,mixing,49
2854,mixture,201
2855,mixtures,20
2856,ml,1
2857,mode,41
2858,model,78
2859,models,16
2860,moderate,65
2861,modern,247
2862,modification,17
2863,modified,73
2864,modify,3
2865,moist,142
2866,moisture,53
2867,mold,54
2868,molding,52
2869,molecular,44
2870,molecule,108
2871,molecules,110
2872,molly,4
2873,molten,21
2874,momentum,14
2875,monarch,44
2876,monday,18
2877,money,902
2878,monica,1
2879,monitoring,10
2880,monoxide,18
2881,month,178
2882,months,32
2883,moon,106
2884,moonearthsun,0
2885,moonlight,8
2886,moons,10
2887,moonsunearth,0
2888,moose,15
2889,morning,58
2890,mosquitoes,27
2891,moss,79
2892,mostly,368
2893,moth,279
2894,mother,208
2895,moths,109
2896,motion,339
2897,motivated,10
2898,motor,288
2899,mount,101
2900,mountain,483
2901,mountainous,107
2902,mountains,363
2903,mouse,106
2904,mouth,382
2905,mouths,28
2906,move,189
2907,moved,71
2908,movement,513
2909,movements,128
2910,moves,131
2911,movie,101
2912,moving,305
2913,mr,15
2914,mrna,5
2915,ms,7
2916,much,236
2917,mud,85
2918,muffler,5
2919,multicellular,18
2920,multiple,86
2921,muscle,513
2922,muscles,314
2923,muscular,160
2924,mushroom,139
2925,music,693
2926,musical,433
2927,mussels,18
2928,must,169
2929,mutate,0
2930,mutating,0
2931,mutation,41
2932,mutations,3
2933,mutualism,2
2934,n,42
2935,na,7
2936,nacl,2
2937,nail,55
2938,nails,27
2939,name,1069
2940,named,108
2941,names,341
2942,nanotubes,0
2943,naoh,0
2944,naomi,5
2945,narrow,504
2946,national,361
2947,native,1084
2948,natural,453
2949,naturally,97
2950,nature,202
2951,nausea,55
2952,navigation,42
2953,ne,8
2954,near,522
2955,nearby,19
2956,nearest,34
2957,nearly,157
2958,nebula,14
2959,necessary,64
2960,need,82
2961,needed,97
2962,needle,104
2963,needles,97
2964,needs,40
2965,negative,115
2966,negatively,6
2967,neighborhood,12
2968,neither,39
2969,neon,12
2970,neptune,15
2971,nerve,418
2972,nerves,97
2973,nervous,233
2974,nest,60
2975,nesting,7
2976,nestlings,0
2977,nests,60
2978,net,92
2979,neutral,40
2980,neutralization,9
2981,neutralize,9
2982,neutron,23
2983,neutrons,39
2984,nevada,55
2985,new,1762
2986,newer,0
2987,newly,27
2988,newspaper,122
2989,newspapers,48
2990,newton,15
2991,newtons,26
2992,next,114
2993,nh,7
2994,nicer,0
2995,niche,10
2996,nick,10
2997,nickel,57
2998,night,209
2999,ninth,24
3000,nio,0
3001,nitrates,12
3002,nitrogen,65
3003,nocturnal,149
3004,noise,179
3005,nonaggressive,3
3006,noncommercial,0
3007,nonconductor,1
3008,noninfectious,0
3009,nonliving,10
3010,nonmagnetic,4
3011,nonnative,0
3012,nonreactive,0
3013,nonrenewable,0
3014,nonstick,0
3015,nonvascular,4
3016,nonwoody,0
3017,noon,9
3018,normal,288
3019,normally,111
3020,north,4194
3021,northeast,74
3022,northeastern,509
3023,northern,1617
3024,northward,48
3025,northwest,146
3026,nose,192
3027,note,161
3028,notebook,9
3029,notes,87
3030,nothing,33
3031,notice,58
3032,noticed,4
3033,notices,4
3034,notify,1
3035,november,47
3036,nt,2
3037,nuclear,266
3038,nuclei,50
3039,nucleic,28
3040,nucleotides,26
3041,nucleus,146
3042,number,1328
3043,numbers,169
3044,numerous,454
3045,nurse,55
3046,nutrient,15
3047,nutrientladen,0
3048,nutrientrich,1
3049,nutrients,30
3050,nutrition,28
3051,nutritional,9
3052,oak,246
3053,object,449
3054,objective,41
3055,objects,287
3056,observation,61
3057,observations,35
3058,observe,20
3059,observed,104
3060,observes,15
3061,observing,18
3062,obsolete,28
3063,obtain,62
3064,obtained,346
3065,obtaining,27
3066,obtains,19
3067,occupied,81
3068,occupies,16
3069,occur,147
3070,occurred,51
3071,occurrence,128
3072,occurrences,15
3073,occurring,226
3074,occurs,467
3075,ocean,315
3076,oceanic,49
3077,oceans,32
3078,october,36
3079,odor,114
3080,officers,51
3081,offspring,86
3082,often,1635
3083,oh,11
3084,ohms,13
3085,oil,810
3086,old,1377
3087,older,66
3088,omitted,16
3089,omnivores,0
3090,one,4604
3091,onehalf,3
3092,onehundred,0
3093,ones,104
3094,onethird,1
3095,oneyear,0
3096,onto,81
3097,ontonagon,0
3098,opaque,34
3099,open,502
3100,opened,67
3101,opening,248
3102,opens,58
3103,operate,40
3104,operating,116
3105,opinion,121
3106,opportunities,17
3107,opportunity,53
3108,opposes,22
3109,opposing,112
3110,opposite,197
3111,options,9
3112,oral,175
3113,orange,518
3114,orbit,82
3115,orbited,4
3116,orbiting,7
3117,orbits,12
3118,order,2150
3119,ordered,44
3120,ordering,26
3121,ore,107
3122,organ,373
3123,organelles,5
3124,organic,278
3125,organism,240
3126,organisms,224
3127,organization,556
3128,organize,5
3129,organized,210
3130,organizing,24
3131,organs,226
3132,origin,184
3133,original,163
3134,originally,206
3135,originate,13
3136,orion,18
3137,osmosis,7
3138,others,490
3139,otherwise,51
3140,outcome,68
3141,outcroppings,1
3142,outdated,0
3143,outdoor,50
3144,outer,239
3145,outlets,1
3146,outline,28
3147,output,77
3148,outside,214
3149,oven,37
3150,overabundance,5
3151,overall,14
3152,overcome,21
3153,overcrowding,3
3154,overfishing,0
3155,overgrowth,11
3156,overhead,43
3157,overhunting,0
3158,overload,5
3159,overlying,6
3160,overnight,18
3161,overpopulate,0
3162,overpopulated,0
3163,ovule,28
3164,owls,12
3165,owners,20
3166,oxide,123
3167,oxides,18
3168,oxygen,159
3169,ozone,17
3170,pacific,639
3171,package,27
3172,pail,10
3173,pain,318
3174,paint,111
3175,pair,216
3176,pairs,125
3177,palm,324
3178,palms,78
3179,pan,85
3180,pandemic,4
3181,pane,8
3182,panels,15
3183,paper,537
3184,papers,41
3185,parachutes,0
3186,paragraph,5
3187,parallel,181
3188,paramecium,7
3189,parasites,53
3190,parasitic,247
3191,parasitism,1
3192,parent,72
3193,parents,101
3194,park,173
3195,parked,10
3196,parking,30
3197,parks,16
3198,part,2019
3199,partially,52
3200,participated,2
3201,particle,112
3202,particles,240
3203,particular,703
3204,partly,65
3205,parts,682
3206,party,571
3207,pass,151
3208,passage,239
3209,passed,59
3210,passes,131
3211,passing,153
3212,past,121
3213,pat,2
3214,path,131
3215,pathogenic,29
3216,pathogens,29
3217,paths,15
3218,pathway,13
3219,patient,74
3220,patients,75
3221,patrick,11
3222,pattern,170
3223,patterns,49
3224,pawing,0
3225,paws,2
3226,pay,131
3227,pea,198
3228,peach,55
3229,peaches,7
3230,peanuts,17
3231,pear,43
3232,pebbles,13
3233,peerreviewed,0
3234,pencil,35
3235,pencils,6
3236,penguins,15
3237,people,1712
3238,pepper,139
3239,peppers,52
3240,peptide,17
3241,peptides,2
3242,per,221
3243,perceived,56
3244,percent,37
3245,percentage,39
3246,percentages,1
3247,perform,145
3248,performance,222
3249,performed,197
3250,performing,53
3251,performs,105
3252,period,602
3253,periodic,88
3254,periods,70
3255,permian,18
3256,peroxide,18
3257,person,3618
3258,personal,311
3259,perspiration,16
3260,persuade,29
3261,pest,80
3262,pesticide,18
3263,pesticides,9
3264,pestresistant,0
3265,pests,39
3266,pet,26
3267,petal,13
3268,peter,89
3269,petrified,3
3270,petroleum,72
3271,pets,14
3272,ph,17
3273,pharmaceutical,10
3274,phase,131
3275,phases,9
3276,phenomena,59
3277,phenomenon,127
3278,phillip,0
3279,phloem,9
3280,phone,27
3281,phones,4
3282,phonograph,39
3283,phospholipid,3
3284,phosphorous,1
3285,phosphorus,16
3286,photograph,54
3287,photographs,46
3288,photography,54
3289,photosynthesis,18
3290,photosynthesize,0
3291,photosynthetic,10
3292,phrases,27
3293,phylum,102
3294,physical,389
3295,physically,43
3296,physician,114
3297,physicist,317
3298,phytoplankton,4
3299,pick,29
3300,picture,153
3301,pictured,4
3302,pie,59
3303,piece,561
3304,pieces,126
3305,pierced,2
3306,pigs,41
3307,pile,65
3308,piles,19
3309,pill,60
3310,pine,422
3311,pinhole,1
3312,pioneer,68
3313,pipe,207
3314,pipeline,15
3315,pitcher,103
3316,pith,20
3317,place,819
3318,placebo,12
3319,placed,951
3320,places,154
3321,placing,31
3322,plain,66
3323,plains,127
3324,plan,142
3325,plane,320
3326,planet,84
3327,planetary,23
