,word,is_legal
1897,linked,0
1898,regarding,1
1899,respect,0
1900,careful,0
1901,particles,0
1902,rivers,0
1903,soil,0
1904,selling,1
1905,save,0
1906,thinking,1
1907,concerns,0
1908,senior,0
1909,budget,0
1910,pull,0
1911,compounds,0
1912,principal,0
1913,introduction,0
1914,confirmed,0
1915,historic,0
1916,vehicle,0
1917,similarly,0
1918,boston,0
1919,texts,0
1920,fear,0
1921,eggs,0
1922,israeli,0
1923,manager,0
1924,pro,0
1925,stopped,0
1926,screen,0
1927,visitors,0
1928,couple,0
1929,finding,1
1930,rail,0
1931,publication,0
1932,unable,0
1933,ministry,0
1934,surrounding,1
1935,skin,0
1936,husband,0
1937,rural,0
1938,occupied,0
1939,biggest,0
1940,spirit,0
1941,transportation,0
1942,concluded,0
1943,revealed,0
1944,towns,0
1945,bell,0
1946,bishop,0
1947,degrees,0
1948,survey,0
1949,criminal,0
1950,obtained,0
1951,principles,0
1952,tribes,0
1953,signs,0
1954,carolina,0
1955,waves,0
1956,continues,0
1957,catch,0
1958,treated,0
1959,defeat,0
1960,blocks,0
1961,talking,1
1962,quarter,0
1963,sir,0
1964,historians,0
1965,poem,0
1966,portuguese,0
1967,newly,0
1968,bottom,0
1969,adding,1
1970,camera,0
1971,serving,1
1972,sounds,0
1973,mental,0
1974,fewer,0
1975,happen,0
1976,managed,0
1977,constructed,0
1978,lands,0
1979,historically,0
1980,investment,0
1981,coffee,0
1982,aspects,0
1983,file,0
1984,columbia,0
1985,palace,0
1986,calling,1
1987,administrative,0
1988,slavery,0
1989,unknown,0
1990,grown,0
1991,edge,0
1992,minimum,0
1993,massive,0
1994,seem,0
1995,employed,0
1996,settled,0
1997,tend,0
1998,mathematics,0
1999,normally,0
2000,maintained,0
2001,flag,0
2002,fleet,0
2003,progress,0
2004,immigrants,0
2005,colonial,0
2006,crown,0
2007,poverty,0
2008,defence,0
2009,documents,0
2010,votes,0
2011,netherlands,0
2012,indigenous,0
2013,representatives,0
2014,roads,0
2015,engines,0
2016,alliance,0
2017,commander,0
2018,jones,0
2019,transfer,0
2020,vietnam,0
2021,stable,0
2022,rapidly,0
2023,deaths,0
2024,castle,0
2025,neither,0
2026,emerged,0
2027,monday,0
2028,linear,0
2029,sarah,0
2030,captain,0
2031,homes,0
2032,traditions,0
2033,items,0
2034,santa,0
2035,islam,0
2036,severe,0
2037,score,0
2038,von,0
2039,dedicated,0
2040,businesses,0
2041,putting,1
2042,instrument,0
2043,prison,0
2044,jersey,0
2045,holds,0
2046,finish,0
2047,send,0
2048,machines,0
2049,supporters,0
2050,prices,0
2051,mine,0
2052,bears,0
2053,brazil,0
2054,solid,0
2055,entertainment,0
2056,pair,0
2057,influential,0
2058,experienced,0
2059,mount,0
2060,exactly,0
2061,mathematical,0
2062,declined,0
2063,touch,0
2064,fix,0
2065,sciences,0
2066,showing,1
2067,grant,0
2068,straight,0
2069,nazi,0
2070,selected,0
2071,represents,0
2072,contributed,0
2073,persian,0
2074,technique,0
2075,theme,0
2076,interview,0
2077,fundamental,0
2078,acquired,0
2079,duke,0
2080,muslims,0
2081,planning,1
2082,extreme,0
2083,journal,0
2084,fort,0
2085,noise,0
2086,fought,0
2087,sweden,0
2088,orders,0
2089,bush,0
2090,networks,0
2091,sky,0
2092,patients,0
2093,mayor,0
2094,accounts,0
2095,hunting,1
2096,walls,0
2097,leaves,0
2098,tourism,0
2099,electron,0
2100,recognition,0
2101,establish,0
2102,wearing,1
2103,purposes,0
2104,medium,0
2105,manufacturing,1
2106,usage,0
2107,greatly,0
2108,candidates,0
2109,driving,1
2110,proper,0
2111,faster,0
2112,bought,0
2113,roll,0
2114,filled,0
2115,acting,1
2116,disney,0
2117,concerned,0
2118,facilities,0
2119,constitutional,0
2120,increases,0
2121,corporation,0
2122,argument,0
2123,communications,0
2124,guitar,0
2125,format,0
2126,trip,0
2127,honor,0
2128,rapid,0
2129,opportunity,0
2130,ottoman,0
2131,resolution,0
2132,peoples,0
2133,guns,0
2134,jackson,0
2135,districts,0
2136,pattern,0
2137,drop,0
2138,movements,0
2139,vector,0
2140,slaves,0
2141,measured,0
2142,spend,0
2143,expression,0
2144,protein,0
2145,attacked,0
2146,truth,0
2147,criticized,0
2148,telephone,0
2149,ukraine,0
2150,challenge,0
2151,liquid,0
2152,add,0
2153,wilson,0
2154,poetry,0
2155,teeth,0
2156,translation,0
2157,strongly,0
2158,killing,1
2159,spoke,0
2160,layer,0
2161,accused,0
2162,exists,0
2163,jerusalem,0
2164,dominated,0
2165,designs,0
2166,scott,0
2167,map,0
2168,atmosphere,0
2169,index,0
2170,legislation,0
2171,kill,0
2172,establishment,0
2173,basketball,0
2174,bands,0
2175,coalition,0
2176,capable,0
2177,lincoln,0
2178,judge,0
2179,bce,0
2180,ross,0
2181,nasa,0
2182,continuous,0
2183,fishing,1
2184,alongside,0
2185,salt,0
2186,sitting,1
2187,housing,1
2188,theorem,0
2189,mama,0
2190,opposite,0
2191,worth,0
2192,composition,0
2193,supporting,1
2194,equation,0
2195,arabic,0
2196,fellow,0
2197,bbc,0
2198,helps,0
2199,cuba,0
2200,colors,0
2201,williams,0
2202,stock,0
2203,egyptian,0
2204,dates,0
2205,gender,0
2206,korean,0
2207,democracy,0
2208,multi,0
2209,ratio,0
2210,bible,0
2211,rising,1
2212,enter,0
2213,interests,0
2214,drugs,0
2215,characteristics,0
2216,website,0
2217,iv,0
2218,processing,1
2219,interested,0
2220,flat,0
2221,accept,0
2222,fair,0
2223,immigration,0
2224,producer,0
2225,description,0
2226,allies,0
2227,perfect,0
2228,extent,0
2229,viewed,0
2230,millions,0
2231,succeeded,0
2232,experiments,0
2233,stores,0
2234,ban,0
2235,ensure,0
2236,spending,1
2237,jack,0
2238,pilot,0
2239,tiny,0
2240,raise,0
2241,titled,0
2242,anyone,0
2243,category,0
2244,arm,0
2245,details,0
2246,protected,0
2247,none,0
2248,atomic,0
2249,stuff,0
2250,comedy,0
2251,caught,0
2252,prepared,0
2253,yep,0
2254,portion,0
2255,operate,0
2256,opinion,0
2257,task,0
2258,olympic,0
2259,headquarters,0
2260,script,0
2261,hence,0
2262,hole,0
2263,practical,0
2264,adult,0
2265,corps,0
2266,explain,0
2267,parallel,0
2268,southeast,0
2269,offers,0
2270,suggest,0
2271,sing,0
2272,ending,1
2273,colony,0
2274,vast,0
2275,giant,0
2276,heritage,0
2277,easier,0
2278,twelve,0
2279,buried,0
2280,happens,0
2281,peninsula,0
2282,ohio,0
2283,warm,0
2284,shooting,1
2285,moment,0
2286,adults,0
2287,gene,0
2288,infrastructure,0
2289,jean,0
2290,banks,0
2291,minority,0
2292,amounts,0
2293,kinds,0
2294,carrying,1
2295,guy,0
2296,sort,0
2297,le,0
2298,evolved,0
2299,drawn,0
2300,separated,0
2301,achieve,0
2302,owners,0
2303,semi,0
2304,storage,0
2305,patterns,0
2306,electrical,0
2307,scientist,0
2308,moral,0
2309,closer,0
2310,selection,0
2311,bacteria,0
2312,fund,0
2313,electricity,0
2314,canal,0
2315,mode,0
2316,statistics,0
2317,streets,0
2318,limits,0
2319,faced,0
2320,emergency,0
2321,abandoned,0
2322,strategy,0
2323,coastal,0
2324,sub,0
2325,vary,0
2326,circuit,0
2327,relation,0
2328,funding,1
2329,drawing,1
2330,cabinet,0
2331,duck,0
2332,writings,0
2333,interpretation,0
2334,representation,0
2335,tuesday,0
2336,employees,0
2337,essential,0
2338,periods,0
2339,comic,0
2340,eu,0
2341,fox,0
2342,voted,0
2343,grade,0
2344,transition,0
2345,enemy,0
2346,coach,0
2347,cookie,0
2348,microsoft,0
2349,nevertheless,0
2350,illegal,0
2351,effectively,0
2352,concern,0
2353,meanwhile,0
2354,laboratory,0
2355,mining,1
2356,frame,0
2357,height,0
2358,plus,0
2359,elizabeth,0
2360,gulf,0
2361,gradually,0
2362,cable,0
2363,articles,0
2364,indeed,0
2365,garden,0
2366,atoms,0
2367,tea,0
2368,centers,0
2369,symptoms,0
2370,inhabitants,0
2371,legacy,0
2372,visual,0
2373,speakers,0
2374,mars,0
2375,shaped,0
2376,scottish,0
2377,modified,0
2378,plate,0
2379,tom,0
2380,beautiful,0
2381,charged,0
2382,swedish,0
2383,episodes,0
2384,transmission,0
2385,origins,0
2386,fruit,0
2387,cool,0
2388,generated,0
2389,visible,0
2390,amendment,0
2391,identify,0
2392,dominant,0
2393,biological,0
2394,founder,0
2395,representative,0
2396,kings,0
2397,allied,0
2398,coal,0
2399,shoes,0
2400,considerable,0
2401,indicate,0
2402,wales,0
2403,waters,0
2404,sons,0
2405,molecules,0
2406,experiment,0
2407,hungary,0
2408,estimates,0
2409,subjects,0
2410,wildlife,0
2411,successfully,0
2412,shift,0
2413,friday,0
2414,steps,0
2415,owner,0
2416,favor,0
2417,leads,0
2418,formally,0
2419,consisting,0
2420,begins,0
2421,doctors,0
2422,decisions,0
2423,roosevelt,0
2424,arrested,0
2425,electrons,0
2426,inner,0
2427,cultures,0
2428,slave,0
2429,roots,0
2430,converted,0
2431,error,0
2432,driven,0
2433,diseases,0
2434,roles,0
2435,partly,0
2436,collected,0
2437,republicans,0
2438,investigation,0
2439,refugees,0
2440,classified,0
2441,forming,1
2442,educational,0
2443,classic,0
2444,choose,0
2445,counter,0
2446,customers,0
2447,austria,0
2448,component,0
2449,protests,0
2450,logic,0
2451,benefit,0
2452,rain,0
2453,goals,0
2454,charges,0
2455,wednesday,0
2456,concert,0
2457,jump,0
2458,hebrew,0
2459,tail,0
2460,involving,0
2461,nobel,0
2462,agents,0
2463,teach,0
2464,spot,0
2465,beliefs,0
2466,hitler,0
2467,additionally,0
2468,colonies,0
2469,involves,0
2470,cook,0
2471,request,0
2472,apply,0
2473,replace,0
2474,pure,0
2475,assumed,0
2476,genre,0
2477,favorite,0
2478,escape,0
2479,titles,0
2480,fame,0
2481,lowest,0
2482,spiritual,0
2483,concepts,0
2484,trading,1
2485,chemistry,0
2486,understood,0
2487,attached,0
2488,bar,0
2489,attributed,0
2490,proteins,0
2491,survived,0
2492,reputation,0
2493,strike,0
2494,locations,0
2495,norway,0
2496,cheese,0
2497,doctrine,0
2498,lies,0
2499,root,0
2500,reaching,1
2501,satellite,0
2502,frank,0
2503,mr,0
2504,copies,0
2505,affect,0
2506,assigned,0
2507,membership,0
2508,markets,0
2509,peak,0
2510,helping,1
2511,foods,0
2512,promote,0
2513,classification,0
2514,losing,1
2515,input,0
2516,balance,0
2517,turning,1
2518,manner,0
2519,occasionally,0
2520,existed,0
2521,benefits,0
2522,orbit,0
2523,conservation,0
2524,seasons,0
2525,brand,0
2526,signals,0
2527,silly,0
2528,regime,0
2529,whales,0
2530,zoo,0
2531,soft,0
2532,controversy,0
2533,hardware,0
2534,controversial,0
2535,egg,0
2536,concentration,0
2537,revolutionary,0
2538,weak,0
2539,editor,0
2540,uniform,0
2541,tank,0
2542,hotel,0
2543,horses,0
2544,document,0
2545,pain,0
2546,successor,0
2547,passing,1
2548,passage,0
2549,assistance,0
2550,reforms,0
2551,socialist,0
2552,dollars,0
2553,exercise,0
2554,formerly,0
2555,agent,0
2556,bones,0
2557,trouble,0
2558,consumption,0
2559,broad,0
2560,chose,0
2561,possibility,0
2562,rarely,0
2563,argues,0
2564,genes,0
2565,sweetie,0
2566,exception,0
2567,bringing,1
2568,jazz,0
2569,designated,0
2570,committed,0
2571,paintings,0
2572,agree,0
2573,matters,0
2574,protocol,0
2575,debt,0
2576,missouri,0
2577,wine,0
2578,drew,0
2579,featuring,0
2580,actor,0
2581,somewhat,0
2582,waste,0
2583,mechanical,0
2584,davis,0
2585,personnel,0
2586,renamed,0
2587,passengers,0
2588,fresh,0
2589,lay,0
2590,provinces,0
2591,gay,0
2592,incorporated,0
2593,audio,0
2594,proof,0
2595,capture,0
2596,responsibility,0
2597,branches,0
2598,particle,0
2599,bunny,0
2600,corresponding,1
2601,georgia,0
2602,violent,0
2603,memorial,0
2604,lewis,0
2605,cow,0
2606,hosted,0
2607,answer,0
2608,extension,0
2609,males,0
2610,mediterranean,0
2611,poet,0
2612,performing,1
2613,relationships,0
2614,appeal,0
2615,serves,0
2616,empty,0
2617,lion,0
2618,argue,0
2619,sample,0
2620,oxford,0
2621,spaces,0
2622,cited,0
2623,retired,0
2624,legislative,0
2625,tool,0
2626,northwest,0
2627,keeping,1
2628,vision,0
2629,incident,0
2630,continental,0
2631,variable,0
2632,ends,0
2633,mouse,0
2634,entry,0
2635,walking,1
2636,breakfast,0
2637,lose,0
2638,driver,0
2639,chairman,0
2640,promoted,0
2641,unless,0
2642,bob,0
2643,destruction,0
2644,saturday,0
2645,bag,0
2646,tracks,0
2647,ceremony,0
2648,advance,0
2649,suit,0
2650,chicken,0
2651,correct,0
2652,borders,0
2653,seeking,1
2654,representing,1
2655,folk,0
2656,rank,0
2657,voters,0
2658,arthur,0
2659,experimental,0
2660,stephen,0
2661,yards,0
2662,taxes,0
2663,impossible,0
2664,mexican,0
2665,voting,1
2666,clothes,0
2667,murder,0
2668,turkish,0
2669,adapted,0
2670,divine,0
2671,clearly,0
2672,novels,0
2673,moscow,0
2674,receiving,1
2675,musicians,0
2676,mechanism,0
2677,necessarily,0
2678,motor,0
2679,ruling,1
2680,protestant,0
2681,translated,0
2682,chamber,0
2683,julian,0
2684,interior,0
2685,rocks,0
2686,domain,0
2687,bass,0
2688,bigger,0
2689,fired,0
2690,michigan,0
2691,toy,0
2692,earned,0
2693,falling,1
2694,industries,0
2695,writes,0
2696,express,0
2697,dating,1
2698,distributed,0
2699,evil,0
2700,seemed,0
2701,soul,0
2702,begun,0
2703,references,0
2704,movies,0
2705,struggle,0
2706,hopes,0
2707,alcohol,0
2708,offices,0
2709,healthy,0
2710,links,0
2711,trained,0
2712,organic,0
2713,firm,0
2714,singer,0
2715,missions,0
2716,kittie,0
2717,scenes,0
2718,returning,1
2719,plastic,0
2720,persons,0
2721,magnitude,0
2722,pollution,0
2723,founding,1
2724,colleges,0
2725,kansas,0
2726,styles,0
2727,federation,0
2728,hollywood,0
2729,unusual,0
2730,encouraged,0
2731,net,0
2732,bond,0
2733,produces,0
2734,clock,0
2735,sale,0
2736,platform,0
2737,planets,0
2738,passenger,0
2739,democrats,0
2740,credit,0
2741,kong,0
2742,funds,0
2743,lunch,0
2744,requirements,0
2745,yard,0
2746,illinois,0
2747,commonwealth,0
2748,chapter,0
2749,algorithm,0
2750,wheel,0
2751,delivered,0
2752,slowly,0
2753,reducing,1
2754,symbols,0
2755,lie,0
2756,absolute,0
2757,clinton,0
2758,sufficient,0
2759,infantry,0
2760,bound,0
2761,heads,0
2762,axis,0
2763,desert,0
2764,transferred,0
2765,cream,0
2766,characterized,0
2767,dress,0
2768,window,0
2769,angle,0
2770,printed,0
2771,percentage,0
2772,worst,0
2773,plot,0
2774,guess,0
2775,proposal,0
2776,finland,0
2777,feed,0
2778,wet,0
2779,racial,0
2780,lakes,0
2781,dimensional,0
2782,leg,0
2783,integrated,0
2784,factory,0
2785,anniversary,0
2786,flowers,0
2787,dependent,0
2788,reduction,0
2789,alex,0
2790,clubs,0
2791,fashion,0
2792,storm,0
2793,divisions,0
2794,missing,1
2795,throne,0
2796,distinction,0
2797,substantial,0
2798,regularly,0
2799,banned,0
2800,headed,0
2801,depends,0
2802,survive,0
2803,pennsylvania,0
2804,rocket,0
2805,studying,1
2806,sick,0
2807,elsewhere,0
2808,discussed,0
2809,dream,0
2810,bone,0
2811,metropolitan,0
2812,massachusetts,0
2813,false,0
2814,implemented,0
2815,swimming,1
2816,landing,1
2817,themes,0
2818,expert,0
2819,demonstrated,0
2820,crimes,0
2821,germans,0
2822,ibm,0
2823,mail,0
2824,seeing,1
2825,falls,0
2826,immediate,0
2827,wolf,0
2828,olympics,0
2829,apollo,0
2830,boats,0
2831,spin,0
2832,check,0
2833,essentially,0
2834,institution,0
2835,cave,0
2836,wealth,0
2837,joe,0
2838,laid,0
2839,et,0
2840,underground,0
2841,legs,0
2842,ordinary,0
2843,lots,0
2844,depression,0
2845,senator,0
2846,tanks,0
2847,experiences,0
2848,philadelphia,0
2849,magic,0
2850,pointed,0
2851,declaration,0
2852,max,0
2853,stating,1
2854,variations,0
2855,sum,0
2856,stood,0
2857,mainland,0
2858,missile,0
2859,technologies,0
2860,hypothesis,0
2861,medal,0
2862,ideal,0
2863,revenue,0
2864,collapse,0
2865,parliamentary,0
2866,trust,0
2867,gods,0
2868,decide,0
2869,seek,0
2870,reactions,0
2871,breaking,1
2872,probability,0
2873,apparent,0
2874,dinner,0
2875,tells,0
2876,knows,0
2877,hungarian,0
2878,tons,0
2879,originated,0
2880,invented,0
2881,fantasy,0
2882,engineer,0
2883,performances,0
2884,organisms,0
2885,outer,0
2886,estate,0
2887,boom,0
2888,stages,0
2889,seconds,0
2890,detailed,0
2891,philip,0
2892,feeling,1
2893,prayer,0
2894,believes,0
2895,kennedy,0
2896,thanks,0
2897,bread,0
2898,strategic,0
2899,supplies,0
2900,indicated,0
2901,metals,0
2902,engaged,0
2903,remove,0
2904,installed,0
2905,conventional,0
2906,diverse,0
2907,recommended,0
2908,restaurants,0
2909,journey,0
2910,define,0
2911,females,0
2912,agencies,0
2913,protest,0
2914,gray,0
2915,albert,0
2916,migration,0
2917,athletes,0
2918,graduate,0
2919,brief,0
2920,psychology,0
2921,weapon,0
2922,label,0
2923,palestinian,0
2924,reserve,0
2925,albums,0
2926,treat,0
2927,copper,0
2928,jim,0
2929,accompanied,0
2930,appropriate,0
2931,contributions,0
2932,mike,0
2933,thursday,0
2934,arrival,0
2935,entitled,0
2936,preferred,0
2937,spectrum,0
2938,occupation,0
2939,categories,0
2940,partner,0
2941,romans,0
2942,threatened,0
2943,covers,0
2944,facility,0
2945,philosophical,0
2946,celebrated,0
2947,finite,0
2948,credited,0
2949,victims,0
2950,trains,0
2951,tobacco,0
2952,taiwan,0
2953,denmark,0
2954,losses,0
2955,velocity,0
2956,purple,0
2957,andrew,0
2958,expedition,0
2959,solutions,0
2960,enforcement,0
2961,duty,0
2962,forests,0
2963,civilian,0
2964,stored,0
2965,publicly,0
2966,molecular,0
2967,approval,0
2968,alpha,0
2969,supports,0
2970,francis,0
2971,finger,0
2972,bronze,0
2973,watching,1
2974,thirty,0
2975,employment,0
2976,obtain,0
2977,papers,0
2978,stuck,0
2979,artificial,0
2980,currency,0
2981,consumer,0
2982,moves,0
2983,ill,0
2984,taste,0
2985,routes,0
2986,piano,0
2987,guide,0
2988,desire,0
2989,stands,0
2990,engineers,0
2991,electoral,0
2992,tall,0
2993,doggie,0
2994,saudi,0
2995,diplomatic,0
2996,scheme,0
2997,corn,0
2998,tone,0
2999,server,0
3000,elementary,0
3001,painted,0
3002,switzerland,0
3003,syrian,0
3004,cape,0
3005,longest,0
3006,exposure,0
3007,strip,0
3008,sees,0
3009,secure,0
3010,somebody,0
3011,restrictions,0
3012,hong,0
3013,sand,0
3014,prisoners,0
3015,exposed,0
3016,programme,0
3017,distinguished,0
3018,annually,0
3019,spacecraft,0
3020,virus,0
3021,anglo,0
3022,virtual,0
3023,referring,1
3024,plain,0
3025,ministers,0
3026,thinks,0
3027,cooperation,0
3028,nominated,0
3029,influences,0
3030,consisted,0
3031,lasted,0
3032,shirt,0
3033,dispute,0
3034,sections,0
3035,bomb,0
3036,conversion,0
3037,diet,0
3038,whoops,0
3039,presidency,0
3040,suffering,1
3041,stick,0
3042,sentence,0
3043,handle,0
3044,drinking,1
3045,comparison,0
3046,surviving,1
3047,waiting,1
3048,crops,0
3049,tissue,0
3050,exports,0
3051,draft,0
3052,furthermore,0
3053,downtown,0
3054,exact,0
3055,neck,0
3056,purchase,0
3057,pink,0
3058,dialects,0
3059,everybody,0
3060,steve,0
3061,elephant,0
3062,chocolate,0
3063,muhammad,0
3064,purchased,0
3065,therapy,0
3066,crash,0
3067,notion,0
3068,damaged,0
3069,abe,0
3070,isolated,0
3071,grounds,0
3072,tube,0
3073,ranging,0
3074,caribbean,0
3075,beat,0
3076,arguments,0
3077,narrow,0
3078,lists,0
3079,sweet,0
3080,phenomenon,0
3081,pages,0
3082,stress,0
3083,listen,0
3084,efficient,0
3085,latest,0
3086,retained,0
3087,column,0
3088,aimed,0
3089,apparently,0
3090,fighters,0
3091,worse,0
3092,responded,0
3093,row,0
3094,documentary,0
3095,corruption,0
3096,theoretical,0
3097,pushed,0
3098,diego,0
3099,operates,0
3100,phrase,0
3101,substance,0
3102,powered,0
3103,eve,0
3104,germanic,0
3105,economics,0
3106,findings,0
3107,ruler,0
3108,insurance,0
3109,kiss,0
3110,frequent,0
3111,perceived,0
3112,boundary,0
3113,hearing,1
3114,radical,0
3115,discussion,0
3116,racing,1
3117,repeated,0
3118,mom,0
3119,preserved,0
3120,offering,1
3121,characteristic,0
3122,mix,0
3123,regard,0
3124,implementation,0
3125,hired,0
3126,warfare,0
3127,prove,0
3128,emphasis,0
3129,continuing,1
3130,renaissance,0
3131,invited,0
3132,khan,0
3133,offensive,0
3134,denied,0
3135,paint,0
3136,childhood,0
3137,promised,0
3138,copy,0
3139,aim,0
3140,consistent,0
3141,adams,0
3142,neighborhood,0
3143,crystal,0
3144,math,0
3145,bet,0
3146,license,0
3147,opponents,0
3148,frederick,0
3149,bath,0
3150,sheep,0
3151,theater,0
3152,carrier,0
3153,partially,0
3154,hop,0
3155,equations,0
3156,usual,0
3157,alphabet,0
3158,whoa,0
3159,instruction,0
3160,switch,0
3161,vacuum,0
3162,sorry,0
3163,lions,0
3164,whale,0
3165,variation,0
3166,meetings,0
3167,varies,0
3168,guinea,0
3169,conduct,0
3170,wake,0
3171,overseas,0
3172,boo,0
3173,seventh,0
3174,organisation,0
3175,tournament,0
3176,hills,0
3177,dated,0
3178,dollar,0
3179,tired,0
3180,depth,0
3181,blow,0
3182,decay,0
3183,bite,0
3184,tropical,0
3185,soccer,0
3186,attracted,0
3187,partial,0
3188,remote,0
3189,harry,0
3190,binary,0
3191,bang,0
3192,races,0
3193,instructions,0
3194,pig,0
3195,channels,0
3196,jordan,0
3197,buddhist,0
3198,mechanics,0
3199,circumstances,0
3200,legend,0
3201,cutting,1
3202,picked,0
3203,matrix,0
3204,intellectual,0
3205,faces,0
3206,describing,1
3207,scheduled,0
3208,reflected,0
3209,shell,0
3210,conquest,0
3211,shut,0
3212,ford,0
3213,messages,0
3214,bonds,0
3215,regulations,0
3216,rolling,1
3217,clothing,0
3218,byzantine,0
3219,danish,0
3220,samples,0
3221,finds,0
3222,composer,0
3223,hero,0
3224,ownership,0
3225,certainly,0
3226,victoria,0
3227,dozen,0
3228,northeast,0
3229,restaurant,0
3230,societies,0
3231,uncle,0
3232,fled,0
3233,paying,1
3234,connections,0
3235,donald,0
3236,airplane,0
3237,admitted,0
3238,bright,0
3239,philosopher,0
3240,accident,0
3241,pitch,0
3242,superior,0
3243,register,0
3244,daniel,0
3245,random,0
3246,passes,0
3247,thin,0
3248,theology,0
3249,executed,0
3250,absence,0
3251,mainstream,0
3252,blues,0
3253,drama,0
3254,singing,1
3255,identical,0
3256,participate,0
3257,newspapers,0
3258,establishing,1
3259,optical,0
3260,wage,0
3261,slide,0
3262,cleveland,0
3263,lifetime,0
3264,fighter,0
3265,farms,0
3266,briefly,0
3267,covering,1
3268,turns,0
3269,vessels,0
3270,interface,0
3271,whatever,0
3272,cotton,0
3273,tribe,0
3274,explanation,0
3275,colorado,0
3276,recovery,0
3277,span,0
3278,complicated,0
3279,bureau,0
3280,bases,0
3281,camps,0
3282,poems,0
3283,injury,0
3284,cash,0
3285,facing,1
3286,unemployment,0
3287,interesting,0
3288,franklin,0
3289,household,0
3290,raising,1
3291,religions,0
3292,corner,0
3293,judges,0
3294,temporary,0
3295,naturally,0
3296,separation,0
3297,danger,0
3298,cathedral,0
3299,stem,0
3300,franchise,0
3301,seattle,0
3302,naima,0
3303,printing,1
3304,ce,0
3305,participation,0
3306,recognize,0
3307,rabbit,0
3308,asking,1
3309,comics,0
3310,dirty,0
3311,mounted,0
3312,tested,0
3313,rescue,0
3314,fan,0
3315,generations,0
3316,parent,0
3317,rival,0
3318,winner,0
3319,disorder,0
3320,sharp,0
3321,farming,1
3322,print,0
3323,nomi,0
3324,aspect,0
3325,judaism,0
3326,debut,0
3327,counties,0
3328,actors,0
3329,eric,0
3330,scholar,0
3331,basin,0
3332,starts,0
3333,manufacturers,0
3334,injuries,0
3335,succession,0
3336,essay,0
3337,indicates,0
3338,followers,0
3339,southwest,0
3340,rebellion,0
3341,attend,0
3342,lebanon,0
3343,interaction,0
3344,ties,0
3345,duties,0
3346,quick,0
3347,psychological,0
3348,stronger,0
3349,assistant,0
3350,ranks,0
3351,relief,0
3352,ports,0
3353,computing,1
3354,drones,0
3355,involvement,0
3356,concerning,0
3357,infinite,0
3358,negotiations,0
3359,testament,0
3360,alaska,0
3361,varieties,0
3362,export,0
3363,struck,0
3364,goodness,0
3365,jurisdiction,0
3366,norwegian,0
3367,jr,0
3368,evening,0
3369,fat,0
3370,settlers,0
3371,framework,0
3372,restored,0
3373,settlements,0
3374,traveled,0
3375,stayed,0
3376,challenges,0
3377,arranged,0
3378,highway,0
3379,inc,0
3380,publishing,1
3381,drivers,0
3382,dramatic,0
3383,inflation,0
3384,interpreted,0
3385,ongoing,0
3386,judicial,0
3387,railroad,0
3388,advertising,1
3389,permitted,0
3390,ebola,0
3391,depicted,0
3392,hindu,0
3393,swiss,0
3394,indo,0
3395,crowd,0
3396,philippines,0
3397,targets,0
3398,advice,0
3399,allen,0
3400,marks,0
3401,trend,0
3402,accurate,0
3403,bits,0
3404,alive,0
3405,acids,0
3406,sierra,0
3407,czech,0
3408,onlyinclude,0
3409,mississippi,0
3410,mixture,0
3411,worried,0
3412,simon,0
3413,functional,0
3414,sat,0
3415,territorial,0
3416,statistical,0
3417,papal,0
3418,ibn,0
3419,restricted,0
3420,procedure,0
3421,files,0
3422,button,0
3423,efficiency,0
3424,vegetables,0
3425,portugal,0
3426,coverage,0
3427,continent,0
3428,shorter,0
3429,siege,0
3430,airlines,0
3431,cardinal,0
3432,diversity,0
3433,maria,0
3434,baltimore,0
3435,tunnel,0
3436,nomination,0
3437,courses,0
3438,complexity,0
3439,approaches,0
3440,scored,0
3441,attorney,0
3442,ben,0
3443,operational,0
3444,ranges,0
3445,geography,0
3446,progressive,0
3447,observations,0
3448,readers,0
3449,holes,0
3450,uranium,0
3451,oriented,0
3452,terminal,0
3453,pen,0
3454,commissioned,0
3455,boundaries,0
3456,stability,0
3457,surrounded,0
3458,compete,0
3459,armies,0
3460,charter,0
3461,estimate,0
3462,residence,0
3463,concrete,0
3464,babies,0
3465,stones,0
3466,gregory,0
3467,dioxide,0
3468,worship,0
3469,statue,0
3470,alleged,0
3471,gravity,0
3472,miss,0
3473,adaptation,0
3474,arabia,0
3475,tied,0
3476,voltage,0
3477,bottle,0
3478,illness,0
3479,unity,0
3480,enjoyed,0
3481,expand,0
3482,likes,0
3483,naming,1
3484,telling,1
3485,lunar,0
3486,vi,0
3487,recovered,0
3488,binding,0
3489,wire,0
3490,besides,0
3491,pool,0
3492,defensive,0
3493,guest,0
3494,merely,0
3495,disk,0
3496,cattle,0
3497,aware,0
3498,nato,0
3499,lesser,0
3500,smoke,0
3501,session,0
3502,potentially,0
3503,competitive,0
3504,wash,0
3505,reviews,0
3506,finance,0
3507,hoped,0
3508,realized,0
3509,mirror,0
3510,tribal,0
3511,partnership,0
3512,registered,0
3513,steam,0
3514,praised,0
3515,hunt,0
3516,suitable,0
3517,matches,0
3518,sending,1
3519,jury,0
3520,creative,0
3521,strict,0
3522,graphics,0
3523,cats,0
3524,strings,0
3525,equipped,0
3526,worn,0
3527,fluid,0
3528,discrimination,0
3529,shore,0
3530,angry,0
3531,customs,0
3532,arizona,0
3533,artistic,0
3534,bishops,0
