,category,paperid,date,num_authors,title
374,ecology,327148,2018/10/01,3,"Modeling effects of crop production, energy development and conservation-grassland loss on avian habitat"
375,ecology,432260,2018/10/01,4,Host-parasite interaction explains variation in prevalence of avian haemosporidians at the community level
376,ecology,432278,2018/10/01,3,"Relationship between ecological stoichiometry and community diversity of plant ecosystems in the upper reaches of the Tarim River, China"
377,ecology,208934,2018/09/30,3,The Population Dynamics of Obligately Cooperative Species Are Inherently Unstable
378,ecology,431296,2018/09/30,3,The variability spectrum of ecological communities: How common and rare species shape stability patterns
379,ecology,431189,2018/09/30,1,Urbanization and species-energy relationships
380,ecology,31195,2017/12/10,4,Evolutionary responses to conditionality in species interactions across environmental gradients
381,ecology,230581,2017/12/09,6,Iran's roads: mitigating the most serious threat to the critically endangered Asiatic cheetah Acinonyx jubatus venaticus
382,ecology,229872,2017/12/08,3,Earthquake-induced habitat migration in a riparian spawning fish: implications for conservation management
383,ecology,230722,2017/12/07,5,"The predictability of a lake phytoplankton community, from hours to years"
384,ecology,230219,2017/12/07,8,Collective animal navigation and migratory culture: from theoretical models to empirical evidence
385,ecology,113472,2017/12/07,9,Quantitative monitoring of multispecies fish environmental DNA using high-throughput sequencing
386,ecology,192955,2017/12/06,3,Overlooked biodiversity loss in Amazonian smallholder agriculture
387,ecology,228361,2017/12/04,8,Unifying intra- and inter-specific variation in tropical tree mortality
388,ecology,228387,2017/12/04,6,Plant−soil feedbacks between arbuscular- and ecto-mycorrhizal communities
389,ecology,227868,2017/12/03,5,Metabolic traits predict the effects of warming on phytoplankton competition
390,ecology,177741,2017/08/17,5,"Effects of species invasion on population dynamics, vital rates, and life histories of the native species"
391,ecology,176941,2017/08/17,6,On the Stability Landscape of the Human Gut Microbiome: Implications for Microbiome-based Therapies
392,ecology,176644,2017/08/17,5,Dynamic marine viral infections and major contribution to photosynthetic processes shown by regional and seasonal picoplankton metatranscriptomes
393,ecology,126938,2017/08/16,1,Last And Corresponding Authorship Practices In Ecology
394,ecology,175737,2017/08/16,4,Co-occurring soil bacteria exhibit a robust competitive hierarchy and lack of non-transitive interactions
395,ecology,174870,2017/08/14,5,"Rare earth elements (REE) in freshwater, marine, and terrestrial ecosystems in the eastern Canadian Arctic"
396,ecology,156026,2017/08/10,6,A Global Framework for Estimating Acclimation and Thermal Breadth Predicts Risk from Climate Change
397,ecology,174615,2017/08/10,2,"Genome downsizing, physiological novelty, and the global dominance of flowering plants"
398,ecology,173922,2017/08/09,2,Demogenetic simulations reveal fragmenting effects of climate change on insular lizard populations
399,ecology,173963,2017/08/09,6,"Genome-Wide SNPs Reveal the Drivers of Gene Flow In An Urban Population of the Asian Tiger Mosquito, Aedes albopictus"
400,ecology,132530,2017/12/29,4,Geographical co-occurrence of butterfly species: The importance of niche filtering by host plant species
401,ecology,240796,2017/12/29,5,The network structure of cancer ecosystems
402,ecology,240432,2017/12/28,1,POLLINATOR SPECIES RICHNESS TRENDS: NO DECELERATING DECLINES IN DUTCH BEES AND BUMBLEBEES
403,ecology,239756,2017/12/25,2,Recruitment and abundance of intertidal barnacles and mussels along the Atlantic Canadian coast: pelagic influences and relationships with predator abundance
404,ecology,184101,2017/12/24,2,"From lake to estuary, the tale of two waters. A study of aquatic continuum biogeochemistry"
405,ecology,239277,2017/12/24,3,Competitive release from native range does not predict invasive success of a globally dominant exotic ant species
406,ecology,238600,2017/12/22,5,A simple spatially explicit neutral model explains range size distribution of reef fishes
407,ecology,238477,2017/12/22,4,Variations in δ13C of different plant organs: implications for post-photosynthetic fractionation
408,ecology,238329,2017/12/21,2,"Diversification, sympatry, and the emergence of mega-diverse tropical assemblages"
409,ecology,237743,2017/12/21,9,Quantifying long-term predictability in microbial plankton dynamics
410,ecology,90316,2016/11/29,3,"Spatial organization, grouping strategies and cyclic dominance in asymmetric predator-prey games"
411,ecology,90035,2016/11/28,3,The Global Avian Invasions Atlas - A database of alien bird distributions worldwide
412,ecology,89144,2016/11/23,3,Predator phylogenetic diversity decreases predation rate via antagonistic interactions
413,ecology,56838,2016/11/23,2,"Marine Ecosystems as Complex Adaptive Systems: Emergent Patterns, Critical Transitions, and Public Goods"
414,ecology,47480,2016/11/22,4,"Environmental responses, not species interactions, determine synchrony of dominant species in semiarid grasslands"
415,ecology,88864,2016/11/21,6,Ubiquity and quantitative significance of bacterioplankton lineages inhabiting the oxygenated hypolimnion of deep freshwater lakes
416,ecology,88583,2016/11/18,8,Floral Radiometry: A Biophysical Basis to Characterize Landscapes.
417,ecology,88179,2016/11/16,3,Adaptive anonymity: Crypsis as an evolutionary trait of floral yeasts?
418,ecology,68569,2016/11/16,3,Compensation masks trophic cascades in complex food webs
419,ecology,88047,2016/11/16,5,Eco-evolutionary theory and insect outbreaks
420,ecology,367243,2018/07/19,14,The Neutral Metaorganism
421,ecology,372375,2018/07/19,3,Geographic and climatic drivers of reproductive assurance in Clarkia pulchella
422,ecology,372565,2018/07/19,4,"The distribution of large floating seagrass (Zostera marina) clumps in northern temperate zones of Bohai Bay in the Bohai Sea, China"
423,ecology,370478,2018/07/19,9,"Live imaging of Aiptasia larvae, a model system for studying coral bleaching, using a simple microfluidic device"
424,ecology,372235,2018/07/18,7,Studies of NH4+ and NO3- uptake ability of subalpine plants and resource-use strategy identified by their functional traits.
425,ecology,371385,2018/07/18,5,Sex makes them sleepy: change in host reproductive status induces diapause in parasitoids
426,ecology,371823,2018/07/18,7,Survival and development of potato psyllid (Hemiptera: Triozidae) on Convolvulaceae: effects of a plant-fungus symbiosis (Periglandula)
427,ecology,370866,2018/07/17,5,Demographic determinants of biometric heritability
428,ecology,370700,2018/07/17,7,Conflict of evolutionary interests between plants and pollinators revealed through functional exploration of flower morphospace
429,ecology,370841,2018/07/17,6,Chronic infections can shape epidemic exposure: Pathogen co-occurrence networks in the Serengeti lions
430,ecology,476093,2018/11/26,2,Unexpected evolution following connectedness loss
431,ecology,479469,2018/11/26,2,Migration of di-(2-ethylhexyl) phthalate from the plastic film into the air and vegetables in the greenhouses
432,ecology,477406,2018/11/23,3,MacArthur's 1955 Stability Function is Related to Formal Dynamic Measures of Food Web Stability
433,ecology,475046,2018/11/22,3,Whole plant community transplants across climates reveal total community stability due to large shifts in species assemblage
434,ecology,474874,2018/11/22,9,Crown defoliation decreases reproduction and wood growth in a marginal European beech population.
435,ecology,474643,2018/11/20,3,"Application of UV-cured resin as embedding/mounting media for practical, time-saving otolith specimen preparation"
436,ecology,475392,2018/11/20,4,Population genomics and demographic sampling of the ant-plant Vachellia drepanolobium and its symbiotic ants from sites across its range in East Africa.
437,ecology,363507,2018/11/20,3,Is the predation risk of mate-searching different between the sexes?
438,ecology,302356,2018/11/20,6,bmotif: a package for motif analyses of bipartite networks
439,ecology,470591,2018/11/19,3,Nonlinear Effects of Intraspecific Competition Alter Landscape-Wide Upscaling of Ecosystem Function
440,ecology,152249,2017/06/20,6,Honey Bee (Apis mellifera) Exposomes and Biological Pathways Associated with Nosema ceranae Infection
441,ecology,151605,2017/06/18,2,Computational Complex Predator-Prey Dynamics
442,ecology,12716,2017/06/16,3,The utility of visual estimation of cover for rapid assessment of graminoid abundance in forest and grassland habitats in studies of animal foraging
443,ecology,150359,2017/06/15,2,Animal-aided design - using a species life-cycle to improve open space planning and conservation in cities and elsewhere
444,ecology,148312,2017/06/13,2,Phytoplankton functional types: A trait perspective
445,ecology,149393,2017/06/13,14,Faster carbon accumulation in global forest soils
446,ecology,148973,2017/06/12,4,Spatial resource heterogeneity increases diversity and evolutionary potential
447,ecology,148304,2017/06/09,4,Phytoplankton traits from long-term oceanographic time-series
448,ecology,147942,2017/06/08,5,More than Drylands but Less of Dry Forests
449,ecology,56804,2017/06/08,7,Spatial capture-recapture with partial identity: an application to camera traps
450,ecology,195131,2017/09/27,1,The architecture and design of ecological null models
451,ecology,194340,2017/09/27,8,Goodness of fit checks for binomial N-mixture models
452,ecology,194688,2017/09/27,2,Bdellovibrio and like organisms bacterial predators are not equally distributed in peri-alpine lakes
453,ecology,194043,2017/09/26,7,Effects of confinement on body mass and site fidelity of feral pigeons during the setting-up of pigeon houses.
454,ecology,193714,2017/09/26,2,"Fitness effects and transmission of phoretic nematodes of the burying beetle, Nicrophorus vespilloides"
455,ecology,192732,2017/09/25,17,Expedited Assessment of Terrestrial Arthropod Diversity by Coupling Malaise Traps with DNA Barcoding
456,ecology,104513,2017/09/24,6,Temperature-driven selection on metabolic traits increases the strength of an algal-grazer interaction in naturally warmed streams
457,ecology,192807,2017/09/22,4,Eco-evolutionary dynamics and collective dispersal: implications for salmon metapopulation robustness
458,ecology,192260,2017/09/21,5,A mechanistic perspective of ecological networks highlights the contribution of alternative interaction strategies
459,ecology,192351,2017/09/21,15,"The Parasite Extinction Assessment &amp; Red List: an open-source, online biodiversity database for neglected symbionts"
460,ecology,411769,2018/09/07,3,"White Spot Syndrome Virus and the Caribbean Spiny Lobster, Panulirus argus: Susceptibility and Behavioral Immunity"
461,ecology,411686,2018/09/07,4,Risky home with easy food: Denning of a generalistic and widely distributed carnivore red fox
462,ecology,411678,2018/09/07,4,"Every cloud has a silver lining: Moderate plant water stress positively impacts development, immunity, and gut microbiota of a specialist herbivore"
463,ecology,411249,2018/09/07,4,The diversity of interaction types drives the functioning of ecological communities
464,ecology,410399,2018/09/07,3,Distribution of native European spiders follows the prey attraction pattern of introduced carnivorous pitcher plants
465,ecology,409680,2018/09/07,2,Preferential sampling for presence/absence data and for fusion of presence/absence data with presence-only data
466,ecology,409292,2018/09/06,1,Replicated point processes with application to population dynamics models
467,ecology,409821,2018/09/06,4,Monitoring the eradication of the highly invasive topmouth gudgeon (Pseudorasbora parva) using a novel eDNA assay
468,ecology,406710,2018/09/06,1,Ecological niche modelling of the wattled crane (Bugeranus carunculatus) suggest range expansion and contraction during the Pleistocene
469,ecology,410555,2018/09/06,10,Temporal dynamics of bacterial and fungal communities during the infection of Brassica rapa roots by the protist Plasmodiophora brassicae
470,ecology,508465,2018/12/31,3,31° South: Dietary niche of an arid-zone endemic passerine
471,ecology,487447,2018/12/30,4,Systematic review of 50 years of coral disease research visualized through the scope of network theory
472,ecology,80671,2018/12/29,10,"Kinetics and identities of extracellular peptidases in subsurface sediments of the White Oak River Estuary, NC"
473,ecology,508002,2018/12/28,3,The dimensionality of biological diversity revisited.
474,ecology,507319,2018/12/28,17,Flowers respond to pollinator sound within minutes by increasing nectar sugar concentration.
475,ecology,491522,2018/12/28,1,Evidence that population increase and range expansion by Eurasian Sparrowhawks has impacted avian prey populations
476,ecology,431692,2018/12/28,4,Using camouflage for conservation: colour change in juvenile European lobster
477,ecology,195065,2018/12/28,3,Enriched pathogen diversity under host-type heterogeneity and immune-mediated competition
478,ecology,506865,2018/12/27,4,How differing modes of transgenerational inheritance affect population viability in fluctuating environments
479,ecology,506709,2018/12/27,1,Assessing the bioenergy potential of grassland biomass from conservation areas in England
480,ecology,105619,2017/02/03,20,"Assessment of the World Largest Afforestation Program: Success, Failure, and Future Directions"
481,ecology,105395,2017/02/02,7,"Dynamic species classification of microorganisms across time, abiotic and biotic environments - a sliding window approach"
482,ecology,105320,2017/02/02,3,Unifying concepts of biological function from molecules to ecosystems.
483,ecology,103341,2017/02/01,3,Unifying Population and Landscape Ecology with Spatial Capture-recapture
484,ecology,104612,2017/01/31,4,Phylogenetic analyses reveal an increase in the speciation rate of raphid pennate diatoms in the Cretaceous
485,ecology,104133,2017/01/30,8,Fighting over food unites the birds of North America in a continental dominance hierarchy
486,ecology,103705,2017/01/27,3,Radiative energy budgets of phototrophic surface-associated microbial communities and their photosynthetic efficiency under diffuse and collimated light
487,ecology,103507,2017/01/26,4,Trait correlates of climatic niche tracking in British birds
488,ecology,103184,2017/01/25,2,Drivers of diversification in individual life courses
489,ecology,102814,2017/01/24,2,Ecological and demographic drivers of jellyfish blooms
490,ecology,189696,2018/04/03,5,The drivers and consequences of unstable Plasmodium dynamics: A long-term study of three malaria parasite species infecting a tropical lizard
491,ecology,293092,2018/04/02,2,A continental system for forecasting bird migration
492,ecology,293142,2018/04/02,6,Consumption of carotenoids not increased by bacterial infection in brown trout embryos (Salmo trutta)
493,ecology,293464,2018/04/02,6,Using citizen science data in integrated population models to inform conservation decision-making
494,ecology,292565,2018/03/31,7,Influence of elevated CO2 on development and food utilization of target armyworm Mythimna separata fed on transgenic Bt maize infected by nitrogen-fixing bacteria
495,ecology,292490,2018/03/30,3,Beta diversity patterns derived from island biogeography theory
496,ecology,291856,2018/03/30,5,"Simultaneous detection of invasive signal crayfish, endangered white-clawed crayfish and the crayfish plague pathogen using environmental DNA"
497,ecology,290163,2018/03/29,3,"Climate-fire-vegetation interactions and the rise of novel landscape patterns in subalpine ecosystems, Colorado"
498,ecology,289058,2018/03/29,9,A new threat identified in the use of SDHIs pesticides targeting the mitochondrial succinate dehydrogenase enzyme
499,ecology,290882,2018/03/28,5,Does deterministic coexistence theory matter in a finite world? Insights from serpentine annual plants
500,ecology,309377,2018/05/02,12,Supporting global biodiversity assessment through high-resolution macroecological modelling: Methodological underpinnings of the BILBI framework
501,ecology,313379,2018/05/02,3,Four decades of plant community change along a continental gradient of warming
502,ecology,312363,2018/05/02,5,Pollen metabarcoding as a tool for tracking long-distance insect migrations.
503,ecology,312173,2018/05/02,8,"Large-scale experimental removal of non-native slider turtles has unexpected consequences on basking behavior for both conspecifics and a native, threatened turtle"
504,ecology,247064,2018/05/02,2,"Planned missing data design: stronger inferences, increased research efficiency and improved animal welfare in ecology and evolution"
505,ecology,312108,2018/05/01,7,Redox fluctuations control the coupled cycling of iron and carbon in tropical forest soils
506,ecology,311787,2018/05/01,10,Worldwide impacts of past and projected future land-use change on local species richness and the Biodiversity Intactness Index
507,ecology,311688,2018/04/30,7,"Changes in the Biodiversity Intactness Index in tropical and subtropical forest biomes, 2001-2012."
508,ecology,309468,2018/04/30,2,Morphological variation and strain identification of insects using wings and I3S.
509,ecology,304634,2018/04/29,17,Seed predation increases from the Arctic to the Equator and from high to low elevations
510,ecology,420869,2018/09/20,1,Perspectives from animal demography on incorporating evolutionary mechanism into plant population dynamics
511,ecology,410829,2018/09/19,20,Temperate grass allergy season defined by spatio-temporal shifts in airborne pollen communities
512,ecology,419762,2018/09/19,3,High dispersal levels and lake warming are emergent drivers of cyanobacterial community assembly over the Anthropocene in peri-Alpine lakes
513,ecology,421511,2018/09/19,4,Distinct spread of DNA and RNA viruses among mammals amid prominent role of domestic species
514,ecology,422147,2018/09/19,7,Network of small no-take marine reserves reveal greater abundance and body size of fisheries target species
515,ecology,307322,2018/09/19,6,When higher carrying capacities lead to faster propagation
516,ecology,420901,2018/09/18,7,Interspecific plant competition mediates impact of climate change on the ecophysiology of a plant-herbivore interaction.
517,ecology,406546,2018/09/18,6,Competition for hosts modulates vast antigenic diversity to generate persistent strain structure in Plasmodium falciparum
518,ecology,419804,2018/09/18,3,WFD ecological status indicator shows poor correlation with flow parameters in a large Alpine catchment
519,ecology,419994,2018/09/18,6,Impact of recreational fisheries management on fish biodiversity in gravel pit lakes with contrasts to unmanaged lakes
520,ecology,77552,2016/09/26,8,A pyrethroid-treated bed net increases host attractiveness for Anopheles gambiae s.s carrying the kdr allele in a dual choice olfactometer
521,ecology,77537,2016/09/26,1,Scrounging by foragers can resolve the paradox of enrichment
522,ecology,27839,2016/09/26,7,"Automated discovery of relationships, models and principles in ecology"
523,ecology,76869,2016/09/23,2,Identifying the Species Threat Hotspots from Global Supply Chains
524,ecology,76836,2016/09/22,3,Temporal probabilistic modeling of bacterial compositions derived from 16S rRNA sequencing
525,ecology,76497,2016/09/21,4,Intraspecific variation shapes community-level behavioural responses to urbanisation in spiders: from traits to function
526,ecology,63933,2016/09/20,7,Competition between IAV subtypes through heterosubtypic immunity modulates re-infection and antibody dynamics in the mallard reservoir
527,ecology,75812,2016/09/19,2,COMPARISON OF TWO DESCRIPTIONS OF HETEROGENEITY USED IN MODELLING PLANTS DYNAMICS
528,ecology,75804,2016/09/19,2,ROLE OF TOLERANCE TO RESOURCE DEMAND -- SUPPLY MISMATCH IN A MODEL OF ANNUAL PLANTS
529,ecology,75945,2016/09/19,5,Investigating the potential of opportunistic sighting data to inform wildlife conservation strategies
530,ecology,485706,2018/12/04,3,Dispersal syndromes can impact ecosystem functioning in spatially structured freshwater populations
531,ecology,161919,2018/12/03,3,When rarity has costs: coexistence under positive frequency-dependence and environmental stochasticity
532,ecology,486241,2018/12/03,4,Wind drives drought responses of green roof vegetation in two substrates
533,ecology,485128,2018/12/03,2,Implementation of the Perfect Plasticity Approximation with biogeochemical compartments in R
534,ecology,484634,2018/12/03,1,Population dynamics of Cymodocea nodosa under future ocean scenarios.
535,ecology,484576,2018/12/03,1,Directionality and community-level selection
536,ecology,264606,2018/12/01,3,Generalizing clusters of similar species as a signature of coexistence under competition
537,ecology,482703,2018/11/30,2,A unified definition of niche and fitness differences
538,ecology,482489,2018/11/30,11,Estimating fish population abundance by integrating quantitative data on environmental DNA and hydrodynamic modelling
539,ecology,481374,2018/11/29,8,Seasonal diets overwhelm host species in shaping the gut microbiota of Yak and Tibetan sheep
540,ecology,298281,2018/07/24,2,Addressing Confounding Factors in Algal Phosphorus Limitation Experiments
541,ecology,375428,2018/07/24,4,High Genetic Potential for Proteolytic Decomposition in Northern Peatland Ecosystems
542,ecology,176628,2018/07/23,2,The limitations of correlation-based inference in complex virus-microbe communities
543,ecology,374298,2018/07/23,15,Different processes shape prokaryotic and picoeukaryotic assemblages in the sunlit ocean microbiome
544,ecology,374116,2018/07/22,3,Domestic gardens as favorable pollinator habitats in impervious landscapes
545,ecology,373332,2018/07/20,4,The taxonomic and functional biogeographies of phytoplankton and zooplankton communities across boreal lakes
546,ecology,373126,2018/07/20,10,Surveying insect flower visitors to crops in New Zealand and Australia
547,ecology,373001,2018/07/20,3,Dispersers are more likely to follow mucus trails in the land snail Cornu aspersum
548,ecology,372839,2018/07/19,3,Non-host and poor-host resistance against aphids may reside in different plant cell layers depending on the plant species-aphid species interaction
549,ecology,372870,2018/07/19,4,Maternal effects influence temperature-dependent offspring survival in Drosophila melanogaster
550,ecology,366559,2018/07/10,2,Structured environments fundamentally alter dynamics and stability of ecological communities
551,ecology,366237,2018/07/10,4,Osmia bicornis is rarely an adequate regulatory surrogate species. Comparing its acute sensitivity towards multiple insecticides with regulatory Apis mellifera endpoints.
552,ecology,346809,2018/07/09,24,Machine learning to classify animal species in camera trap images: applications in ecology
553,ecology,150128,2018/07/09,4,"Data-based, synthesis-driven: setting the agenda for computational ecology"
554,ecology,365213,2018/07/09,10,Effect of NaCl-Stressed Bt Cotton on the Feeding Behaviors and Nutritional Parameters of Helicoverpa armigera
555,ecology,364182,2018/07/08,3,Predation risk and resource abundance mediate foraging behaviour and intraspecific resource partitioning among consumers in dominance hierarchies
556,ecology,364703,2018/07/07,3,pymfinder: a tool for the motif analysis of binary and quantitative complex networks
557,ecology,364653,2018/07/07,4,Non-random associations of maternally transmitted symbionts in insects: The roles of drift versus co-transmission and selection
558,ecology,364620,2018/07/07,4,Cascading regime shifts within and across scales
559,ecology,363234,2018/07/06,3,Habitat fragmentation and species diversity in competitive species communities
560,ecology,276857,2018/03/05,4,The symbiotic complex of Dendroctonus simplex: implications in the beetle attack and its life cycle
561,ecology,274944,2018/03/05,4,"A widespread thermodynamic effect, but maintenance of biological rates through space across life's major domains"
562,ecology,276550,2018/03/05,2,Metabolic adjustment enhances food web stability
563,ecology,257295,2018/03/04,5,Predatory Behavior is Primary Predictor of Movement of Wildland-Urban Cougars
564,ecology,274852,2018/03/03,3,The induction of larval resource preference in heterogeneous habitats
565,ecology,273573,2018/03/03,1,Nonnegligible role of warming-induced soil drying in regulating warming effect on soil respiration
566,ecology,107359,2018/03/02,7,Modeling Epidemics in Seed Systems to Guide Management Strategies: The Case of Sweetpotato in Northern Uganda
567,ecology,274415,2018/03/02,6,Architecture of Marine Food Webs: to be or not be a 'small-world'
568,ecology,274399,2018/03/02,4,Both functional trait divergence and trait plasticity confer polyploid advantage in changing environments
569,ecology,273839,2018/02/28,2,The ecology of the Drosophila-yeast mutualism in wineries
570,ecology,530022,2019/01/25,5,Intra-species diversity ensures the maintenance of functional microbial communities under changing environmental conditions
571,ecology,530758,2019/01/25,7,Novel Insights into Malaria Vector Surveillance in Madagascar Using a Quadrant Enabled Screen Trap (QUEST) and Bloodmeal Detection Assay for Regional Transmission (BLOODART)
572,ecology,529560,2019/01/24,12,Asymmetry in marginal population performance foreshadows widespread species range shifts
573,ecology,529974,2019/01/24,6,Long-term fish assemblages of the Ohio River: altered trophic and life history strategies with hydrologic alterations and landuse modifications
574,ecology,449777,2019/01/24,2,Direct and transgenerational effects of an experimental heat wave on early life stages in a freshwater snail
575,ecology,527390,2019/01/23,5,Inferring phenotypic plasticity and local adaptation to climate across tree species ranges using forest inventory data
576,ecology,528836,2019/01/23,3,Distinguishing the signatures of local environmental filtering and regional trait range limits in the study of trait-environment relationships
577,ecology,528745,2019/01/23,8,Scale dependent patterns in interaction diversity maintain resiliency in a frequently disturbed ecosystem
578,ecology,528448,2019/01/23,6,Estimating seed dispersal distance: a comparison of methods using animal movement and plant genetic data on two primate-dispersed Neotropical plant species
579,ecology,528430,2019/01/23,12,Habitat loss does not always entail negative genetic consequences
580,ecology,80986,2016/10/14,8,Low plastic ingestion rate in Atlantic Cod (Gadus morhua) from Newfoundland destined for human consumption collected through citizen science methods
581,ecology,80879,2016/10/14,3,Confronting preferential sampling in wildlife surveys: diagnosis and model-based triage
582,ecology,80655,2016/10/13,4,Assessing sampling sufficiency of network metrics using bootstrap
583,ecology,80242,2016/10/12,6,A roadmap for a quantitative ecosystem-based environmental impact assessment
584,ecology,80457,2016/10/12,3,MaxEnt′s parameter configuration and small samples: Are we paying attention to recommendations?
585,ecology,79632,2016/10/07,7,Atmospheric deposition exposes pandas to toxic pollutants
586,ecology,43265,2016/10/06,7,Comparative analysis of dengue and Zika outbreaks reveals differences by setting and virus
587,ecology,27078,2016/10/04,2,The potential of electricity transmission corridors in forested areas as bumble bee habitat
588,ecology,65151,2016/10/01,2,Dispersal: a central and independent trait in life history
589,ecology,78220,2016/09/28,3,Assessing the Relationship Between Vegetation Structure and Harvestmen Assemblage in an Amazonian Upland Forest
590,ecology,329201,2018/05/25,4,"Toxicity of TiO2, SiO2, ZnO, CuO, Au and Ag engineered nanoparticles on hatching and early nauplii of Artemia sp."
591,ecology,329623,2018/05/24,3,Mechanisms of trophic niche compression: evidence from landscape disturbance
592,ecology,327031,2018/05/24,16,Relevance of coral geometry in the outcomes of the coral-algal benthic war
593,ecology,329979,2018/05/24,16,When is a fish stock collapsed?
594,ecology,329771,2018/05/24,5,Size-by-environment interactions: a neglected dimension of species' responses to environmental variation
595,ecology,329821,2018/05/24,3,Co-exposure to multiple Ranavirus types enhances viral infectivity and replication in a larval amphibian system
596,ecology,328070,2018/05/23,1,Enforced Symmetry: The Necessity of Symmetric Waxing and Waning
597,ecology,328724,2018/05/22,4,"Pink Shrimp Farfantepenaeus duorarum Spatiotemporal Abundance Trends Along an Urban, Subtropical Shoreline Slated for Restoration"
598,ecology,328708,2018/05/22,3,Within-species phylogenetic relatedness of a common mycorrhizal fungus affects evenness in plant communities through effects on dominant species
599,ecology,328245,2018/05/22,12,Revealing biases in the sampling of ecological interaction networks
600,ecology,49387,2016/04/19,3,Remotely-sensed tornado signatures indicate an ecological threshold for eagle nest destruction
601,ecology,48876,2016/04/15,3,Emergence of increased frequency and severity of multiple infections by viruses due to spatial clustering of hosts
602,ecology,48454,2016/04/13,5,"Zika virus, a new threat for Europe?"
603,ecology,48397,2016/04/13,3,Using Google Earth to improve management of threatened limestone karst ecosystems in Peninsular Malaysia
604,ecology,48363,2016/04/13,3,Life on the edge: diet preferences reflect adaptation to drought in Neotoma fuscipes
605,ecology,47902,2016/04/09,2,"Multi-scale responses of scattering layers to environmental variability in Monterey Bay, California"
606,ecology,47696,2016/04/07,3,Can the metacommunity data matrix predict changes in species incidence and abundance?
607,ecology,46540,2016/04/06,8,Inferring local movement of pathogen vectors among hosts
608,ecology,47175,2016/04/05,6,Potential for Zika virus to establish a sylvatic transmission cycle in the Americas
609,ecology,46557,2016/03/31,2,LOOKING FOR ENERGY IN POPULATION DATA : HOW TO DETECT SELF-ORGANIZATION IN HUMAN COMMUNITY DISTRIBUTION
610,ecology,539668,2019/02/07,1,A physiological approach to the ecology and evolution of flowers
611,ecology,542969,2019/02/07,5,Marked compositional changes in harvestmen assemblages in Amazonian forest islands induced by a mega dam
612,ecology,536508,2019/02/07,3,Is understanding the structure-function of microbial community of sludge suitable using DNA-based molecular methods?
613,ecology,262303,2019/02/07,6,Evidence for rapid evolution in a grassland biodiversity experiment
614,ecology,433037,2019/02/06,3,Using a large-scale biodiversity monitoring dataset to test the effectiveness of protected areas at conserving North-American breeding birds
615,ecology,542944,2019/02/06,5,"Responses of soil physical, chemical and biochemical properties to short-term impact of tillage in an alfisol under maize (Zea mays L.) cultivation"
616,ecology,543009,2019/02/06,4,"Epidemiology, ecology and human perceptions of snakebites in a savanna community of northern Ghana"
617,ecology,542910,2019/02/06,6,"Long-Term historical and Projected Herbivore Population Dynamics in Ngorongoro Crater, Tanzania"
618,ecology,542563,2019/02/06,5,The exotic species Senecio inaequidens pays the price for arriving late in temperate European grasslands
619,ecology,542985,2019/02/06,3,Model systems for large scale ecological research: parva sub ingenti
620,ecology,397174,2018/08/21,1,Expected differences in diversity and rarity between communities containing sexually versus asexually reproducing taxa
621,ecology,385120,2018/08/21,11,"Blood, sweat and tears: a review of non-invasive DNA sampling"
622,ecology,396499,2018/08/20,4,Mortality causes universal changes in microbial community composition
623,ecology,394460,2018/08/17,4,Quorums enable optimal pooling of independent judgements
624,ecology,322248,2018/08/16,1,Modelling palaeoecological time series using generalized additive models
625,ecology,393009,2018/08/16,6,Global climate changes will lead to regionally divergent trajectories for ectomycorrhizal communities in North American Pinaceae forests
626,ecology,392993,2018/08/16,6,Keystone mutualists can facilitate transition between alternative ecosystem states in the soil
627,ecology,392712,2018/08/16,5,Global cooling &amp; the rise of modern grasslands: Revealing cause &amp; effect of environmental change on insect diversification dynamics
628,ecology,391748,2018/08/15,8,Biological control protects tropical forests
629,ecology,392027,2018/08/15,5,Extracellular electron transfer may be an overlooked contribution to pelagic respiration in humic-rich freshwater lakes
630,ecology,147652,2017/06/08,2,"Competition in the savanna: Models of species assemblages in Kruger National Park, South Africa"
631,ecology,147249,2017/06/08,2,The uptake of attractant and flavour enhanced baits by foxes (Vulpes vulpes) in rural England
632,ecology,146662,2017/06/07,4,Five years of land surface phenology in a large-scale flooding and draining manipulation in a coastal Arctic ecosystem
633,ecology,147181,2017/06/07,6,Species-specific adaptations determine how aridity and biotic interactions drive the assembly of dryland plant communities
634,ecology,79194,2017/06/07,4,Evidence of cryptic incidence in childhood diseases
635,ecology,97006,2017/06/06,2,Dealing with many correlated covariates in capture-recapture models
636,ecology,146605,2017/06/06,6,Pre-dispersal conditions and presence of opposite sex modulate density dependence and sex bias of dispersal
637,ecology,121368,2017/06/06,20,Does circadian regulation lead to optimal gas exchange regulation?
638,ecology,145318,2017/06/02,5,Simulated Climate Change Affects How Biocrusts Modulate Infiltration And Desiccation Dynamics
639,ecology,142190,2017/06/01,6,Ephemeral-Habitat Colonization And Neotropical Species Richness Of Caenorhabditis Nematodes
640,ecology,449959,2018/10/22,5,Taking a deeper look: Quantifying the differences in fish assemblages between shallow and mesophotic temperate rocky reefs
641,ecology,447987,2018/10/20,4,Reciprocal carbon subsidies between autotrophs and bacteria in stream food webs under stoichiometric constraints
642,ecology,437293,2018/10/19,2,From the cage to the wild: Introductions of Psittaciformes to Puerto Rico
643,ecology,448191,2018/10/19,1,On the prevalence of uninformative parameters in statistical models applying model selection in applied ecology
